NAME,ORIGIN,RACE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Michigan,2,2,18065,19195,20248,21159,22076,22844,23714,24642,25677,26898,28085
Michigan,2,3,6401,6908,7543,8011,8592,9227,10040,10689,11374,12487,13542
Michigan,2,4,1965,2149,2334,2602,2798,2919,3135,3284,3303,3372,3359
Michigan,2,5,886,947,986,1058,1103,1125,1149,1196,1207,1228,1189
Michigan,2,6,8266,9399,10483,11629,12693,14001,15324,16591,17964,19434,20496
Minnesota,1,0,4788391,4824746,4849956,4873853,4897419,4918136,4950631,4983642,5012989,5038309,5058576
Minnesota,1,1,4353427,4367992,4372702,4376557,4379761,4380719,4389370,4398298,4404774,4409616,4413178
Minnesota,1,2,176223,186701,196165,205839,215459,224384,235886,247253,257365,265891,271645
Minnesota,1,3,52531,52954,53269,53610,53869,54057,54377,54761,55198,55345,55745
Minnesota,1,4,146237,153590,160668,167083,173637,180398,188124,195700,203070,209933,216248
Minnesota,1,5,1790,1839,1891,1884,1910,1943,1956,2026,2024,2078,2000
Minnesota,1,6,58183,61670,65261,68880,72783,76635,80918,85604,90558,95446,99760
Minnesota,2,0,145301,158050,168979,179719,190294,201462,212924,223561,234029,242894,252008
Minnesota,2,1,130686,141705,151011,160026,167971,175480,183767,191457,199453,206944,214146
Minnesota,2,2,4958,5357,5598,5931,6736,7948,8927,9584,9778,9740,10006
Minnesota,2,3,3819,4385,5035,5660,6486,7684,8660,9690,10721,10990,11764
Minnesota,2,4,1229,1314,1404,1500,1777,2026,2168,2413,2524,2678,2666
Minnesota,2,5,457,508,558,578,634,716,852,870,945,951,969
Minnesota,2,6,4152,4781,5373,6024,6690,7608,8550,9547,10608,11591,12457
Mississippi,1,0,2808321,2808826,2810757,2816495,2833276,2845360,2840544,2858284,2872833,2879079,2887995
Mississippi,1,1,1731074,1727474,1725133,1724787,1730880,1733699,1718495,1722779,1724876,1724534,1723666
Mississippi,1,2,1031447,1033669,1035676,1039502,1047449,1054252,1063421,1074250,1084128,1088567,1096661
Mississippi,1,3,11359,11608,11905,12281,12656,12877,13101,13315,13637,13755,13906
Mississippi,1,4,18861,19288,19990,20719,21699,22696,22725,23715,24555,25402,25892
Mississippi,1,5,590,636,686,728,774,796,844,849,907,978,969
Mississippi,1,6,14990,16151,17367,18478,19818,21040,21958,23376,24730,25843,26901
Mississippi,2,0,40032,44168,47924,51817,55734,60583,64434,70066,74973,79695,82041
Mississippi,2,1,31639,35014,38181,41448,44728,48807,51810,56435,60672,64374,65852
Mississippi,2,2,6296,6476,6635,6733,6970,7163,7377,7876,8062,8438,8606
Mississippi,2,3,605,849,1030,1216,1424,1632,1912,2109,2312,2612,2939
Mississippi,2,4,379,424,453,521,506,546,575,607,641,661,686
Mississippi,2,5,169,225,288,328,384,423,499,580,600,711,732
Mississippi,2,6,944,1180,1337,1571,1722,2012,2261,2459,2686,2899,3226
Missouri,1,0,5487426,5512298,5536997,5562542,5591693,5624330,5665619,5700097,5726899,5755168,5782176
Missouri,1,1,4703213,4714499,4725733,4738332,4753240,4771226,4796261,4816690,4830903,4845448,4858735
Missouri,1,2,631691,638071,643938,649575,655827,661926,669468,674820,679571,684991,691169
Missouri,1,3,23623,23819,23924,24033,24225,24160,24197,24349,24286,24229,24252
Missouri,1,4,63057,66383,70020,73584,77393,81445,85594,89243,92456,95744,98867
Missouri,1,5,3051,3236,3570,3707,3994,4322,4690,4990,5330,5469,5864
Missouri,1,6,62791,66290,69812,73311,77014,81251,85409,90005,94353,99287,103289
Missouri,2,0,119859,128844,137828,146861,156048,165970,177085,187515,197017,205920,214055
Missouri,2,1,107863,115409,122944,130464,137802,145802,154751,163435,170905,177704,183690
Missouri,2,2,5441,5848,6294,6738,7378,7981,8660,9198,9740,10373,10864
Missouri,2,3,2274,2583,2859,3186,3593,4056,4498,4806,5389,5852,6437
Missouri,2,4,853,948,1008,1105,1245,1291,1473,1579,1652,1733,1879
Missouri,2,5,358,457,542,639,695,794,877,968,1084,1167,1334
Missouri,2,6,3070,3599,4181,4729,5335,6046,6826,7529,8247,9091,9851
Montana,1,0,885582,887415,891045,897816,907243,915949,927391,938266,949042,955772,961975
Montana,1,1,810449,810569,812869,818118,825741,832862,842635,851673,860799,865617,870371
Montana,1,2,2559,2871,3047,3251,3476,3482,3674,3740,3824,3883,3754
Montana,1,3,54691,55114,55489,55929,56517,57149,57565,58176,58738,59359,60088
Montana,1,4,4707,4930,5028,5154,5366,5496,5665,5848,6019,6234,6190
Montana,1,5,436,483,506,515,569,552,597,629,618,673,600
Montana,1,6,12740,13448,14106,14849,15574,16408,17255,18200,19044,20006,20972
Montana,2,0,18191,19546,20622,21814,22766,24153,25301,26440,27373,28210,28923
Montana,2,1,15010,16070,16845,17641,18414,19327,20103,20872,21492,21909,22239
Montana,2,2,238,283,325,368,387,417,433,452,458,471,451
Montana,2,3,1837,1934,2093,2312,2383,2633,2799,3005,3114,3352,3516
Montana,2,4,176,189,197,185,195,189,192,186,186,195,193
Montana,2,5,52,55,58,70,73,89,98,102,114,114,121
Montana,2,6,878,1015,1104,1238,1314,1498,1676,1823,2009,2169,2403
Nebraska,1,0,1618315,1616621,1617298,1620263,1624703,1630030,1634212,1638363,1643675,1651812,1661674
Nebraska,1,1,1497833,1492809,1490150,1489375,1489908,1492076,1492467,1492993,1493934,1497706,1503769
Nebraska,1,2,68563,69749,70727,72119,73421,74571,76057,77386,79248,80831,82160
Nebraska,1,3,13592,13763,13897,13973,14223,14283,14482,14641,14760,14816,14866
Nebraska,1,4,22370,23235,24457,25634,26725,27533,28276,29119,30114,31189,32373
Nebraska,1,5,699,729,776,793,825,886,929,935,1003,1069,995
Nebraska,1,6,15258,16336,17291,18369,19601,20681,22001,23289,24616,26201,27511
Nebraska,2,0,95505,103215,110994,118380,124667,131467,138481,145077,152703,160871,168755
Nebraska,2,1,89420,95877,102628,108833,114092,119219,124467,129617,135074,142240,148644
Nebraska,2,2,1736,1997,2143,2296,2422,2763,3132,3257,3655,3853,4082
Nebraska,2,3,2175,2722,3156,3750,4251,4997,5837,6524,7720,8046,8585
Nebraska,2,4,446,513,571,625,644,761,839,981,1038,1058,1113
Nebraska,2,5,313,399,465,491,555,625,716,788,878,956,1062
Nebraska,2,6,1415,1707,2031,2385,2703,3102,3490,3910,4338,4718,5269
Nevada,1,0,1618481,1665003,1708410,1753471,1814559,1861616,1909229,1947682,1971751,1981298,1984576
Nevada,1,1,1322038,1347170,1368956,1392882,1426947,1445995,1463654,1474947,1477687,1472828,1465408
Nevada,1,2,134409,142142,149559,156625,166475,176394,187171,196127,202972,207455,209729
Nevada,1,3,21807,22273,22534,22748,23174,23559,23919,24340,24390,24096,23757
Nevada,1,4,92361,101532,111458,121282,133070,145805,159352,171982,181736,188169,193740
Nevada,1,5,8108,8850,9659,10317,11185,11981,13039,13875,14804,15261,15700
Nevada,1,6,39758,43036,46244,49617,53708,57882,62094,66411,70162,73489,76242
Nevada,2,0,400260,433396,465381,495379,531663,570527,613429,653390,681879,703367,720066
Nevada,2,1,375900,404739,432352,457671,488852,522100,558916,592490,614959,631187,643233
Nevada,2,2,7289,8474,9705,10925,12433,14092,15871,17627,19394,20605,21884
Nevada,2,3,6790,7753,8748,9912,11151,12367,13875,15515,16932,18242,19338
Nevada,2,4,3193,3775,4411,4994,5681,6430,7257,8057,8903,9775,10743
Nevada,2,5,1245,1467,1658,1927,2114,2418,2648,2983,3273,3514,3680
Nevada,2,6,5843,7188,8507,9950,11432,13120,14862,16718,18418,20044,21188
New Hampshire,1,0,1219185,1232468,1243801,1252815,1261341,1268063,1276051,1278798,1280704,1279772,1279679
New Hampshire,1,1,1181370,1191067,1199197,1205374,1211311,1215265,1220685,1221316,1220898,1218157,1216976
New Hampshire,1,2,8653,9513,10136,10798,11303,11908,12583,12977,13380,13682,13849
New Hampshire,1,3,2765,2814,2839,2864,2897,2906,2895,2877,2901,2841,2694
New Hampshire,1,4,16390,18288,19999,21442,22760,24253,25303,26376,27415,28252,28683
New Hampshire,1,5,332,371,391,374,365,370,363,347,333,372,322
New Hampshire,1,6,9675,10415,11239,11963,12705,13361,14222,14905,15777,16468,17155
New Hampshire,2,0,20697,23049,25288,27025,28780,30429,32338,33742,35202,36330,37080
New Hampshire,2,1,18248,20129,22079,23561,24994,26320,27744,28960,29961,30898,31270
New Hampshire,2,2,1327,1518,1648,1695,1921,1980,2154,2144,2359,2426,2502
New Hampshire,2,3,323,407,440,513,503,537,656,705,774,778,797
New Hampshire,2,4,170,221,210,222,244,257,276,296,328,316,341
New Hampshire,2,5,75,95,98,122,128,137,149,156,177,196,202
New Hampshire,2,6,554,679,813,912,990,1198,1359,1481,1603,1716,1968
New Jersey,1,0,7301718,7318939,7333796,7337879,7329810,7308642,7280639,7257998,7246565,7239732,7237587
New Jersey,1,1,5601464,5578892,5555789,5525789,5488172,5440558,5389373,5340793,5301078,5264148,5233566
New Jersey,1,2,1118695,1124362,1128961,1132849,1134136,1132716,1130682,1129110,1128625,1131976,1136960
New Jersey,1,3,11960,12126,12363,12401,12451,12482,12444,12483,12512,12656,12791
New Jersey,1,4,493417,523018,551939,577956,602229,626117,647502,670873,695290,717393,736376
New Jersey,1,5,2508,2582,2590,2597,2580,2584,2565,2537,2554,2544,2492
New Jersey,1,6,73674,77959,82154,86287,90242,94185,98073,102202,106506,111015,115402
New Jersey,2,0,1128903,1173732,1218847,1263523,1304751,1343332,1381040,1419887,1464525,1515870,1564037
New Jersey,2,1,992502,1027246,1062190,1096733,1127120,1154993,1181770,1209238,1241784,1279280,1315863
New Jersey,2,2,96104,101224,106130,111031,116231,121034,125908,130883,136191,142086,147417
New Jersey,2,3,12549,14571,16696,18851,21128,23542,25786,28351,31025,34390,37339
New Jersey,2,4,6444,6985,7555,8135,8765,9453,10187,10916,11674,12603,13299
New Jersey,2,5,3242,3395,3674,3845,3906,4228,4385,4522,4682,5049,5295
New Jersey,2,6,18062,20311,22602,24928,27601,30082,33004,35977,39169,42462,44824
New Mexico,1,0,1051216,1048147,1054439,1060054,1069086,1078248,1087488,1093533,1094097,1099238,1106518
New Mexico,1,1,819189,812209,813977,815759,820715,826507,832752,835596,833488,834683,838154
New Mexico,1,2,30986,31460,32153,32528,33311,33737,34351,34807,34733,35373,35966
New Mexico,1,3,162280,164797,166662,168428,169781,170699,171188,172254,173437,174982,176294
New Mexico,1,4,18937,19165,20160,21049,22035,23065,24019,24767,25430,26050,26801
New Mexico,1,5,1047,1078,1137,1121,1170,1186,1213,1209,1271,1353,1273
New Mexico,1,6,18777,19438,20350,21169,22074,23054,23965,24900,25738,26797,28030
New Mexico,2,0,769988,783543,800870,817520,834722,854026,874649,896537,916565,937564,959414
New Mexico,2,1,735823,746736,761122,774686,788777,804571,821315,838974,854112,870172,888612
New Mexico,2,2,7269,7780,8327,8823,9279,9838,10453,11188,11803,12579,13174
New Mexico,2,3,16545,17637,18886,20172,21625,23183,24886,26904,29441,31578,32993
New Mexico,2,4,2392,2505,2668,2870,3045,3174,3381,3581,3832,4253,4583
New Mexico,2,5,1077,1169,1223,1315,1349,1379,1544,1589,1663,1753,1866
New Mexico,2,6,6882,7716,8644,9654,10647,11881,13070,14301,15714,17229,18186
New York,1,0,16107464,16130448,16130657,16121534,16079274,16007210,15941689,15916300,15927444,15948001,15957063
New York,1,1,11865298,11838581,11794878,11749298,11684648,11594170,11508250,11452811,11414142,11377422,11330139
New York,1,2,2894948,2895442,2892238,2884520,2868550,2847435,2827470,2811198,2808817,2816025,2827976
New York,1,3,57271,57553,57710,57725,57379,57205,56827,56454,56392,56460,56701
New York,1,4,1096874,1136670,1174513,1209354,1239946,1271188,1303452,1340080,1380757,1418738,1452669
New York,1,5,6699,6944,7146,7294,7324,7460,7457,7529,7597,7685,7733
New York,1,6,186374,195258,204172,213343,221427,229752,238233,248228,259739,271671,281845
New York,2,0,2894316,2952390,3007143,3054405,3092293,3125400,3162942,3216035,3284992,3359065,3435220
New York,2,1,2297504,2332486,2364433,2390222,2407665,2415506,2425054,2446786,2482805,2524843,2571101
New York,2,2,457891,467146,474980,481576,486199,495707,506649,519689,532275,542803,556109
New York,2,3,46040,52918,60409,67882,75697,83645,91840,100386,109751,119701,126994
New York,2,4,18897,20072,21333,22611,23938,25526,27146,28874,30987,33218,35120
New York,2,5,10183,10510,11051,11488,12203,12626,13244,13675,14437,15441,16414
New York,2,6,63801,69258,74937,80626,86591,92390,99009,106625,114737,123059,129482
North Carolina,1,0,7696405,7785401,7864268,7926968,8018788,8128515,8292174,8441609,8580803,8678944,8755493
North Carolina,1,1,5675601,5723854,5763478,5790815,5839761,5902103,6002034,6088243,6165176,6212949,6245321
North Carolina,1,2,1737344,1761769,1785279,1804813,1829996,1858546,1899789,1939303,1978052,2007762,2034216
North Carolina,1,3,96776,97827,98867,99978,101152,102266,103919,105426,106744,108061,109809
North Carolina,1,4,117283,125747,133605,141799,150302,159908,170922,182527,193638,202854,210772
North Carolina,1,5,3313,3528,3679,3741,4026,4172,4545,4726,5067,5222,5483
North Carolina,1,6,66088,72676,79360,85822,93551,101520,110965,121384,132126,142096,149892
North Carolina,2,0,385209,424721,461933,495533,534364,576892,625096,676428,728646,770622,806065
North Carolina,2,1,344339,375996,405310,431068,461435,494887,532941,573688,613732,643510,667610
North Carolina,2,2,24321,26682,29302,31545,34753,37800,42099,46469,51870,57171,62187
North Carolina,2,3,6960,10022,13006,15990,18889,21961,25102,28353,31700,35503,38454
North Carolina,2,4,2508,2834,3021,3443,3573,4093,4434,4732,5460,5704,6608
North Carolina,2,5,1581,1865,2105,2434,2724,2955,3241,3662,3996,4379,4899
North Carolina,2,6,5500,7322,9189,11053,12990,15196,17279,19524,21888,24355,26307
North Dakota,1,0,634189,630685,629169,629103,634346,635292,638123,640923,645009,651692,660752
North Dakota,1,1,589774,584968,582041,580629,583877,583171,584316,585666,588127,592709,599894
North Dakota,1,2,3930,4300,4656,4979,5522,6021,6341,6628,6901,7731,7834
North Dakota,1,3,30827,31096,31538,31886,32484,32895,33586,33986,34525,35008,35664
North Dakota,1,4,3679,4015,4268,4510,4891,5173,5466,5884,6138,6383,6898
North Dakota,1,5,219,241,258,244,271,270,276,295,267,285,289
North Dakota,1,6,5760,6065,6408,6855,7301,7762,8138,8464,9051,9576,10173
North Dakota,2,0,7834,8377,8999,9714,10359,10797,11299,11899,12560,13276,13747
North Dakota,2,1,6620,6996,7535,8054,8575,8841,9153,9511,9893,10477,10751
North Dakota,2,2,237,268,299,298,322,359,367,358,424,435,418
North Dakota,2,3,628,689,709,814,861,918,1006,1193,1312,1367,1368
North Dakota,2,4,72,84,88,89,92,109,114,117,135,142,155
North Dakota,2,5,15,16,16,20,21,31,36,37,40,41,64
North Dakota,2,6,262,324,352,439,488,539,623,683,756,814,991
Ohio,1,0,11144045,11154906,11162569,11176179,11180453,11177132,11180635,11184434,11184524,11184346,11179395
Ohio,1,1,9562894,9548195,9530628,9518700,9500548,9474524,9454702,9434899,9412401,9391092,9366124
Ohio,1,2,1303283,1316166,1328078,1338894,1347231,1355662,1365324,1374701,1382771,1389735,1396925
Ohio,1,3,22369,22452,22358,22241,22129,21989,21844,21687,21497,21323,21162
Ohio,1,4,135666,141344,147886,155309,161704,168364,173978,179341,184668,189533,194636
Ohio,1,5,2427,2557,2730,2837,2995,3061,3185,3315,3446,3532,3563
Ohio,1,6,117406,124192,130889,138198,145846,153532,161602,170491,179741,189131,196985
Ohio,2,0,219498,232498,245320,258609,271798,286188,300578,316034,330867,344550,356787
Ohio,2,1,189322,199818,210344,221073,231130,241294,251999,263285,274021,284646,293541
Ohio,2,2,18291,19182,19961,20926,22510,24522,26350,28200,29905,31296,32286
Ohio,2,3,3283,3675,4113,4545,4874,5448,5956,6654,7462,7741,8598
Ohio,2,4,1526,1658,1740,1850,1983,2218,2316,2526,2679,2800,2956
Ohio,2,5,750,841,921,944,1096,1191,1388,1538,1622,1655,1825
Ohio,2,6,6326,7324,8241,9271,10205,11515,12569,13831,15178,16412,17581
Oklahoma,1,0,3273270,3271617,3278634,3281946,3289101,3297394,3325915,3348731,3368253,3398283,3427108
Oklahoma,1,1,2561390,2550772,2547272,2540939,2537550,2535578,2548163,2555810,2561357,2572676,2582948
Oklahoma,1,2,259009,259719,260613,260309,261107,261618,264778,267015,267461,270651,273976
Oklahoma,1,3,267938,270801,274211,277999,281229,285073,289952,294571,299450,304969,310355
Oklahoma,1,4,47460,48904,50702,52309,53606,54744,56639,58784,60909,63258,65179
Oklahoma,1,5,2184,2341,2570,2649,2927,3040,3235,3432,3617,3748,4072
Oklahoma,1,6,135289,139080,143266,147741,152682,157341,163148,169119,175459,182981,190578
Oklahoma,2,0,181095,195483,210446,222946,236132,251203,268175,285618,300723,319289,334594
Oklahoma,2,1,160007,171633,183235,192815,202556,213614,226036,239148,249583,263367,275008
Oklahoma,2,2,5128,5571,6142,6561,7121,7681,8369,9142,9775,10786,11423
Oklahoma,2,3,8898,10252,11863,13189,14793,16693,19003,21021,23366,25333,26641
Oklahoma,2,4,1090,1205,1298,1418,1535,1606,1693,1860,1929,2144,2387
Oklahoma,2,5,516,588,700,730,806,842,970,997,1159,1205,1313
Oklahoma,2,6,5456,6234,7208,8233,9321,10767,12104,13450,14911,16454,17822
Oregon,1,0,3151449,3171854,3200192,3218490,3225786,3251579,3289364,3320019,3346895,3370395,3385817
Oregon,1,1,2874966,2886124,2904680,2915103,2916267,2932409,2958539,2978189,2995407,3008466,3015329
Oregon,1,2,54539,55757,57095,57820,58061,59160,60787,62379,63744,65111,65627
Oregon,1,3,40606,40879,41116,41189,41160,41440,41702,42100,42492,42726,43040
Oregon,1,4,103341,107516,111736,115283,118010,122088,126978,131212,134630,138224,141472
Oregon,1,5,7790,8311,8834,9397,9727,10353,10902,11512,11963,12631,13052
Oregon,1,6,70207,73267,76731,79698,82561,86129,90456,94627,98659,103237,107297
Oregon,2,0,278259,296083,313232,328886,343677,361623,381519,402398,421853,438205,453140
Oregon,2,1,257720,272549,286685,298972,310295,324366,340471,356961,371426,382929,393612
Oregon,2,2,4108,4470,4916,5183,5646,5995,6535,6970,7805,8187,9042
Oregon,2,3,7320,8435,9621,11088,12688,14361,15961,18015,20118,22382,24005
Oregon,2,4,1816,2087,2301,2509,2643,2908,3061,3360,3698,4128,4440
Oregon,2,5,941,1027,1091,1142,1221,1266,1343,1426,1506,1642,1667
Oregon,2,6,6354,7515,8618,9992,11184,12727,14148,15666,17300,18937,20374
Pennsylvania,1,0,11885799,11877509,11883410,11897201,11900369,11904941,11927569,11942459,11954696,11973041,11985633
Pennsylvania,1,1,10339234,10303880,10277435,10257703,10227405,10197333,10181799,10160699,10138388,10122518,10106536
Pennsylvania,1,2,1213602,1222501,1234553,1247102,1259782,1272522,1288174,1301595,1314168,1326090,1335884
Pennsylvania,1,3,15288,15585,15835,16117,16393,16562,16764,16948,17090,17271,17236
Pennsylvania,1,4,225354,236690,249676,263223,276020,289491,303517,316711,328848,341627,353175
Pennsylvania,1,5,2820,2800,2822,2827,2837,2876,2939,2978,2994,2931,2951
Pennsylvania,1,6,89501,96053,103089,110229,117932,126157,134376,143528,153208,162604,169851
Pennsylvania,2,0,398374,421461,447621,477457,510353,545049,583240,621478,657589,693817,723997
Pennsylvania,2,1,331484,348085,367575,389071,411058,434620,461518,487743,511591,536574,558283
Pennsylvania,2,2,48000,50673,53400,57506,63529,69633,75913,82420,88898,94969,99082
Pennsylvania,2,3,4876,6474,8061,9673,11416,13173,14953,17043,19136,21178,22685
Pennsylvania,2,4,2695,2947,3221,3647,4259,4777,5272,5765,6268,6499,6772
Pennsylvania,2,5,1658,1800,1986,2228,2577,2931,3172,3433,3736,3901,4221
Pennsylvania,2,6,9661,11482,13378,15332,17514,19915,22412,25074,27960,30696,32954
Rhode Island,1,0,958614,960467,964041,964250,963563,953679,945439,936797,930812,925785,921503
Rhode Island,1,1,869890,868490,868343,865404,861554,850027,840414,830035,822044,815324,809917
Rhode Island,1,2,47071,48610,50334,51740,53268,53922,54522,55382,56060,56539,56834
Rhode Island,1,3,4519,4555,4617,4691,4692,4731,4710,4617,4599,4558,4400
Rhode Island,1,4,25011,25817,26922,27872,28606,28987,29121,29358,29934,30348,30686
Rhode Island,1,5,517,554,575,581,613,630,592,617,587,642,617
Rhode Island,1,6,11606,12441,13250,13962,14830,15382,16080,16788,17588,18374,19049
Rhode Island,2,0,91654,96675,101954,107092,111016,114237,117657,120518,124191,127861,131383
Rhode Island,2,1,73502,77443,81395,85037,87822,89721,91914,93820,96221,98156,100145
Rhode Island,2,2,13249,13708,14265,14979,15511,15953,16309,16671,17039,17826,18362
Rhode Island,2,3,1475,1750,2057,2366,2630,2973,3324,3538,3878,4328,4760
Rhode Island,2,4,606,643,753,806,852,928,975,1008,1081,1154,1174
Rhode Island,2,5,623,661,697,755,757,819,842,884,910,960,971
Rhode Island,2,6,2199,2470,2787,3149,3444,3843,4293,4597,5062,5437,5971
South Carolina,1,0,3927753,3957380,3988253,4019131,4066815,4111676,4182158,4249899,4316972,4364036,4398839
South Carolina,1,1,2663361,2680357,2700141,2718539,2750461,2781833,2830730,2878461,2921986,2953076,2971471
South Carolina,1,2,1184706,1192747,1198495,1205483,1215406,1223117,1237938,1250724,1266554,1276023,1287071
South Carolina,1,3,13032,13401,13847,14172,14620,14980,15379,15768,16379,16606,16788
South Carolina,1,4,36817,38228,40283,42602,45008,47507,50087,52868,55444,57677,59612
South Carolina,1,5,1330,1422,1509,1595,1669,1775,1839,1893,2086,2089,2201
South Carolina,1,6,28507,31225,33978,36740,39651,42464,46185,50185,54523,58565,61696
South Carolina,2,0,96470,107615,119542,131166,144106,158474,175689,194211,212024,225836,237473
South Carolina,2,1,82116,91273,101245,111084,121582,132597,146293,161694,176712,188680,197964
South Carolina,2,2,9814,10422,11161,11720,12907,14789,16627,17813,18867,19406,20354
South Carolina,2,3,1557,2140,2680,3174,3737,4330,5094,5960,6754,7317,7964
South Carolina,2,4,801,984,1068,1116,1233,1388,1550,1859,1972,1980,2023
South Carolina,2,5,527,663,785,889,990,1121,1295,1457,1609,1728,1766
South Carolina,2,6,1655,2133,2603,3183,3657,4249,4830,5428,6110,6725,7402
South Dakota,1,0,744849,745391,746215,748641,754025,757944,764425,771997,778347,785358,794006
South Dakota,1,1,665838,664619,663501,663870,666964,668814,673051,677885,681994,685608,691627
South Dakota,1,2,4791,5285,5804,6237,6704,7184,7685,8373,8875,9573,10070
South Dakota,1,3,61333,61755,62340,63093,64012,64623,65513,66523,67496,68529,69770
South Dakota,1,4,4424,4690,4935,5281,5625,5860,6253,6563,6717,7476,7653
South Dakota,1,5,221,237,273,262,291,315,289,322,327,332,315
South Dakota,1,6,8242,8805,9362,9898,10429,11148,11634,12331,12938,13840,14571
South Dakota,2,0,10995,12581,13805,15088,16371,17549,18608,19626,20777,21709,22457
South Dakota,2,1,8757,9884,10796,11681,12674,13454,14066,14711,15382,16209,16756
South Dakota,2,2,194,253,272,338,348,398,409,433,486,531,480
South Dakota,2,3,1430,1740,1917,2133,2346,2526,2795,3042,3331,3262,3246
South Dakota,2,4,86,93,101,105,97,111,124,132,130,139,141
South Dakota,2,5,48,63,90,103,109,131,140,153,181,201,193
South Dakota,2,6,480,548,629,728,797,929,1074,1155,1267,1367,1641
Tennessee,1,0,5578147,5611750,5642988,5680811,5726854,5787037,5864850,5930035,5984848,6027421,6064741
Tennessee,1,1,4523239,4538835,4551925,4571391,4596795,4635480,4686469,4731199,4768431,4791859,4811053
Tennessee,1,2,934519,945799,956874,967864,980481,993588,1011301,1022802,1032667,1043391,1055166
Tennessee,1,3,14101,14540,14783,14992,15326,15585,15852,16228,16257,16491,16499
Tennessee,1,4,58061,60602,63922,67489,71342,75257,79359,83084,86039,89297,92117
Tennessee,1,5,1893,2027,2123,2146,2282,2405,2533,2681,2643,2907,2843
Tennessee,1,6,46334,49947,53361,56929,60628,64722,69336,74041,78811,83476,87063
Tennessee,2,0,125572,139039,152930,167001,183955,204020,223916,245692,262563,278598,292156
Tennessee,2,1,112610,124038,135923,147930,161822,177419,193867,211750,225717,239834,251355
Tennessee,2,2,7008,7562,8074,8678,10109,12562,13988,15025,15662,15852,16111
Tennessee,2,3,2024,2713,3325,3922,4620,5287,6000,7499,8534,9308,9861
Tennessee,2,4,947,1036,1158,1205,1351,1571,1824,2119,2238,2186,2333
Tennessee,2,5,647,784,930,1113,1275,1496,1746,2004,2240,2422,2598
Tennessee,2,6,2336,2906,3520,4153,4778,5685,6491,7295,8172,8996,9898
Texas,1,0,14204631,14332617,14445476,14532344,14644028,14767376,15051572,15213713,15381739,15561855,15720086
Texas,1,1,10993384,11028949,11052815,11060414,11087824,11118359,11207413,11267710,11327399,11391513,11445006
Texas,1,2,2385272,2427913,2467431,2500929,2539860,2582761,2715864,2756205,2803189,2858593,2909729
Texas,1,3,70292,71978,73216,74029,75052,75960,77327,78325,79613,80572,81797
Texas,1,4,574837,611174,647808,681836,714720,751113,795922,840990,885352,929211,967063
Texas,1,5,11335,11974,12648,13202,13810,14525,15272,16198,17051,17855,18607
Texas,1,6,169511,180629,191558,201934,212762,224658,239774,254285,269135,284111,297884
Texas,2,0,6739868,6987005,7244849,7498587,7749995,8010747,8308008,8618270,8927300,9239906,9537028
Texas,2,1,6531783,6759264,6996070,7227863,7455504,7689679,7953933,8228119,8498997,8770570,9033820
Texas,2,2,76631,83538,90653,97470,104690,113423,124887,136994,149344,161911,172096
Texas,2,3,69755,75441,81714,88774,96700,105736,116517,128628,142147,157645,170924
Texas,2,4,19498,20777,22247,23737,25162,27045,29419,32112,34991,38041,40210
Texas,2,5,9406,9680,9887,10115,10341,10608,11016,11546,12043,12540,12845
Texas,2,6,32795,38305,44278,50628,57598,64256,72236,80871,89778,99199,107133
Utah,1,0,2040146,2066067,2093704,2117090,2146716,2188250,2238089,2288085,2332297,2375838,2414511
Utah,1,1,1917865,1939037,1961882,1981343,2006561,2042590,2085324,2127722,2165034,2201203,2233952
Utah,1,2,16607,17586,18434,18873,19668,20696,22215,23539,24504,25886,26462
Utah,1,3,26958,26552,26553,26202,25922,26066,26342,26871,26962,27218,27347
Utah,1,4,38075,39547,40995,42296,43790,45304,47371,49159,51340,53516,55264
Utah,1,5,15462,16193,16864,17600,18306,19149,19983,21162,22373,23395,24343
Utah,1,6,25179,27152,28976,30776,32469,34445,36854,39632,42084,44620,47143
Utah,2,0,204356,217648,231111,243047,254864,269469,287418,309661,330732,347583,361958
Utah,2,1,192124,203344,214809,224818,234534,246640,262317,281370,299213,313063,324179
Utah,2,2,2858,3225,3587,3811,4205,4709,4958,5858,6389,6882,7610
Utah,2,3,4412,5096,5817,6510,7350,8126,8994,10084,11279,12345,13600
Utah,2,4,1111,1301,1430,1513,1670,1838,2016,2204,2471,2789,3033
Utah,2,5,761,891,951,1037,1126,1231,1319,1494,1641,1809,1871
Utah,2,6,3090,3791,4517,5358,5979,6925,7814,8651,9739,10695,11665
Vermont,1,0,604062,606119,608865,610930,612576,613461,614755,614989,615228,615543,616532
Vermont,1,1,587155,588287,590076,591226,591990,591941,592125,591478,591023,590153,590891
Vermont,1,2,3040,3359,3602,3942,4277,4590,5014,5248,5618,6075,5971
Vermont,1,3,2374,2396,2346,2283,2291,2219,2208,2137,2132,2121,2002
Vermont,1,4,5396,5730,6117,6398,6596,6885,7224,7576,7570,7872,7953
Vermont,1,5,125,133,127,139,131,140,142,151,142,146,140
Vermont,1,6,5972,6214,6597,6942,7291,7686,8042,8399,8743,9176,9575
Vermont,2,0,5556,6104,6577,6928,7344,7754,8137,8492,8923,9274,9428
Vermont,2,1,4876,5327,5727,5998,6358,6614,6889,7179,7512,7770,7716
Vermont,2,2,211,259,280,301,322,368,372,392,433,459,445
