NAME,ORIGIN,RACE,AGE,2021,2022,2023
Alabama,1,1,0,33033,33961,34123
Alabama,1,1,1,33131,33414,34466
Alabama,1,1,2,33950,33586,33943
Alabama,1,1,3,35471,34397,34217
Alabama,1,1,4,36074,35828,34877
Alabama,1,1,5,37172,36461,36279
Alabama,1,1,6,37312,37633,36830
Alabama,1,1,7,37339,37798,37979
Alabama,1,1,8,36698,37580,38110
Alabama,1,1,9,37003,37114,37974
Alabama,1,1,10,37398,37356,37522
Alabama,1,1,11,38078,37805,37809
Alabama,1,1,12,39251,38411,38304
Alabama,1,1,13,40682,39542,38755
Alabama,1,1,14,40738,41028,39953
Alabama,1,1,15,40260,41109,41454
Alabama,1,1,16,40213,40551,41448
Alabama,1,1,17,40671,40378,40733
Alabama,1,1,18,40583,40667,40423
Alabama,1,1,19,41867,41840,42373
Alabama,1,1,20,41498,40416,40801
Alabama,1,1,21,42085,42018,41256
Alabama,1,1,22,41703,42023,42065
Alabama,1,1,23,41455,41938,42314
Alabama,1,1,24,39852,40778,41288
Alabama,1,1,25,39341,39592,40587
Alabama,1,1,26,39303,39282,39591
Alabama,1,1,27,39673,39310,39417
Alabama,1,1,28,40159,39843,39555
Alabama,1,1,29,41361,40336,40112
Alabama,1,1,30,42839,41495,40573
Alabama,1,1,31,43313,43034,41767
Alabama,1,1,32,41428,43514,43335
Alabama,1,1,33,40025,41832,43780
Alabama,1,1,34,39284,40356,42112
Alabama,1,1,35,39387,39581,40577
Alabama,1,1,36,39590,39670,39886
Alabama,1,1,37,38941,39823,39981
Alabama,1,1,38,39672,39159,40072
Alabama,1,1,39,39946,39808,39401
Alabama,1,1,40,40023,40064,40006
Alabama,1,1,41,39893,40214,40431
Alabama,1,1,42,38832,40114,40421
Alabama,1,1,43,38809,39077,40423
Alabama,1,1,44,38972,38975,39319
Alabama,1,1,45,37575,39035,39064
Alabama,1,1,46,38590,37707,39223
Alabama,1,1,47,38893,38819,38020
Alabama,1,1,48,40142,38954,38904
Alabama,1,1,49,43153,40264,39146
Alabama,1,1,50,46618,43178,40267
Alabama,1,1,51,45460,46813,43485
Alabama,1,1,52,43581,45586,46915
Alabama,1,1,53,42238,43677,45704
Alabama,1,1,54,42947,42276,43773
Alabama,1,1,55,43766,42868,42286
Alabama,1,1,56,46414,43749,42863
Alabama,1,1,57,48033,46276,43740
Alabama,1,1,58,48044,47881,46206
Alabama,1,1,59,48767,47906,47896
Alabama,1,1,60,48948,48526,47755
Alabama,1,1,61,47595,48713,48320
Alabama,1,1,62,47007,47326,48534
Alabama,1,1,63,47081,46610,47129
Alabama,1,1,64,46775,46636,46241
Alabama,1,1,65,44945,46191,46154
Alabama,1,1,66,43945,44559,45836
Alabama,1,1,67,42868,43455,44094
Alabama,1,1,68,41201,42089,42841
Alabama,1,1,69,39938,40484,41488
Alabama,1,1,70,37930,39175,39893
Alabama,1,1,71,36562,37108,38388
Alabama,1,1,72,36693,35612,36246
Alabama,1,1,73,36511,35576,34600
Alabama,1,1,74,39697,35393,34626
Alabama,1,1,75,26862,38251,34200
Alabama,1,1,76,26019,25814,36980
Alabama,1,1,77,25620,24960,24850
Alabama,1,1,78,26201,24450,23935
Alabama,1,1,79,21605,24759,23165
Alabama,1,1,80,19090,20283,23429
Alabama,1,1,81,17537,17947,19188
Alabama,1,1,82,16219,16088,16609
Alabama,1,1,83,14935,14890,14911
Alabama,1,1,84,12728,13642,13727
Alabama,1,1,85,68320,68997,71636
Alabama,1,2,0,18766,18391,18397
Alabama,1,2,1,19014,18755,18497
Alabama,1,2,2,19279,19061,18859
Alabama,1,2,3,19420,19225,19151
Alabama,1,2,4,19171,19521,19204
Alabama,1,2,5,19154,19234,19558
Alabama,1,2,6,19401,19131,19235
Alabama,1,2,7,19110,19411,19105
Alabama,1,2,8,19044,19157,19559
Alabama,1,2,9,19058,19083,19168
Alabama,1,2,10,19053,19051,19123
Alabama,1,2,11,19699,19006,19097
Alabama,1,2,12,20286,19682,19036
Alabama,1,2,13,21182,20399,19876
Alabama,1,2,14,20678,21220,20405
Alabama,1,2,15,19894,20804,21363
Alabama,1,2,16,19230,19865,20768
Alabama,1,2,17,19124,19287,19882
Alabama,1,2,18,20648,20856,21173
Alabama,1,2,19,22764,22638,23169
Alabama,1,2,20,22607,21952,21737
Alabama,1,2,21,22125,22042,21290
Alabama,1,2,22,20731,21464,21283
Alabama,1,2,23,20229,20121,20794
Alabama,1,2,24,19676,19895,19713
Alabama,1,2,25,19162,19170,19313
Alabama,1,2,26,19691,18789,18893
Alabama,1,2,27,20446,19571,18605
Alabama,1,2,28,20949,20298,19391
Alabama,1,2,29,21126,20808,20305
Alabama,1,2,30,21387,21111,20759
Alabama,1,2,31,21128,21278,21084
Alabama,1,2,32,19831,20933,21194
Alabama,1,2,33,18756,19818,20920
Alabama,1,2,34,18004,18615,19736
Alabama,1,2,35,17585,17915,18482
Alabama,1,2,36,17578,17643,18033
Alabama,1,2,37,16957,17390,17516
Alabama,1,2,38,17403,17053,17500
Alabama,1,2,39,17471,17286,16918
Alabama,1,2,40,17552,17441,17203
Alabama,1,2,41,18098,17515,17399
Alabama,1,2,42,17256,18104,17500
Alabama,1,2,43,16563,17231,18144
Alabama,1,2,44,16238,16524,17113
Alabama,1,2,45,15332,16047,16351
Alabama,1,2,46,15634,15361,16001
Alabama,1,2,47,15589,15578,15341
Alabama,1,2,48,16039,15504,15430
Alabama,1,2,49,16479,15902,15408
Alabama,1,2,50,16744,16321,15805
Alabama,1,2,51,16057,16725,16282
Alabama,1,2,52,15205,16072,16736
Alabama,1,2,53,15213,14985,15828
Alabama,1,2,54,15410,15277,14935
Alabama,1,2,55,16043,15292,15217
Alabama,1,2,56,16750,15967,15151
Alabama,1,2,57,16853,16572,15824
Alabama,1,2,58,16912,16652,16431
Alabama,1,2,59,17001,16682,16486
Alabama,1,2,60,16773,16778,16461
Alabama,1,2,61,16904,16585,16622
Alabama,1,2,62,16558,16637,16382
Alabama,1,2,63,16032,16184,16311
Alabama,1,2,64,15979,15749,15874
Alabama,1,2,65,15270,15650,15501
Alabama,1,2,66,14706,14909,15330
Alabama,1,2,67,13930,14363,14618
Alabama,1,2,68,13041,13511,13984
Alabama,1,2,69,12196,12637,13193
Alabama,1,2,70,11798,11814,12358
Alabama,1,2,71,11002,11429,11449
Alabama,1,2,72,10138,10636,11096
Alabama,1,2,73,9193,9738,10281
Alabama,1,2,74,8676,8922,9475
Alabama,1,2,75,6436,8243,8517
Alabama,1,2,76,6119,6190,7962
Alabama,1,2,77,5604,5802,5915
Alabama,1,2,78,5325,5327,5542
Alabama,1,2,79,4593,4971,5011
Alabama,1,2,80,4132,4304,4674
Alabama,1,2,81,3834,3850,4032
Alabama,1,2,82,3390,3558,3607
Alabama,1,2,83,3109,3072,3271
Alabama,1,2,84,2760,2829,2823
Alabama,1,2,85,15211,15219,15531
Alabama,1,3,0,477,499,501
Alabama,1,3,1,527,473,509
Alabama,1,3,2,587,573,534
Alabama,1,3,3,549,596,590
Alabama,1,3,4,577,608,635
Alabama,1,3,5,556,557,580
Alabama,1,3,6,608,609,616
Alabama,1,3,7,640,645,636
Alabama,1,3,8,639,660,680
Alabama,1,3,9,646,647,663
Alabama,1,3,10,673,660,659
Alabama,1,3,11,690,679,656
Alabama,1,3,12,740,744,749
Alabama,1,3,13,752,720,728
Alabama,1,3,14,754,765,741
Alabama,1,3,15,728,757,771
Alabama,1,3,16,726,747,764
Alabama,1,3,17,743,723,747
Alabama,1,3,18,813,783,785
Alabama,1,3,19,759,768,754
Alabama,1,3,20,804,772,783
Alabama,1,3,21,745,727,711
Alabama,1,3,22,798,800,788
Alabama,1,3,23,870,854,866
Alabama,1,3,24,808,840,838
Alabama,1,3,25,782,786,797
Alabama,1,3,26,809,837,850
Alabama,1,3,27,786,780,780
Alabama,1,3,28,816,777,792
Alabama,1,3,29,837,855,810
Alabama,1,3,30,800,814,834
Alabama,1,3,31,760,790,840
Alabama,1,3,32,726,811,831
Alabama,1,3,33,667,706,789
Alabama,1,3,34,643,672,706
Alabama,1,3,35,735,723,753
Alabama,1,3,36,721,698,695
Alabama,1,3,37,713,745,722
Alabama,1,3,38,768,749,774
Alabama,1,3,39,706,707,685
Alabama,1,3,40,739,753,750
Alabama,1,3,41,805,780,808
Alabama,1,3,42,692,749,729
Alabama,1,3,43,719,733,800
Alabama,1,3,44,713,693,709
Alabama,1,3,45,676,707,686
Alabama,1,3,46,659,665,686
Alabama,1,3,47,689,691,697
Alabama,1,3,48,692,684,690
Alabama,1,3,49,707,674,673
Alabama,1,3,50,755,703,672
Alabama,1,3,51,754,781,722
Alabama,1,3,52,748,762,784
Alabama,1,3,53,708,746,764
Alabama,1,3,54,711,714,752
Alabama,1,3,55,762,715,715
Alabama,1,3,56,833,758,724
Alabama,1,3,57,830,827,754
Alabama,1,3,58,811,807,813
Alabama,1,3,59,880,833,840
Alabama,1,3,60,898,895,842
Alabama,1,3,61,886,874,868
Alabama,1,3,62,887,882,879
Alabama,1,3,63,875,879,878
Alabama,1,3,64,888,931,912
Alabama,1,3,65,852,874,908
Alabama,1,3,66,824,861,883
Alabama,1,3,67,780,812,845
Alabama,1,3,68,759,791,822
Alabama,1,3,69,712,781,812
Alabama,1,3,70,687,731,801
Alabama,1,3,71,642,673,718
Alabama,1,3,72,622,629,655
Alabama,1,3,73,595,607,611
Alabama,1,3,74,604,572,579
Alabama,1,3,75,476,631,600
Alabama,1,3,76,459,476,637
Alabama,1,3,77,430,458,480
Alabama,1,3,78,431,428,457
Alabama,1,3,79,373,419,410
Alabama,1,3,80,320,355,399
Alabama,1,3,81,295,320,358
Alabama,1,3,82,255,277,298
Alabama,1,3,83,230,260,296
Alabama,1,3,84,196,241,273
Alabama,1,3,85,1115,1259,1454
Alabama,1,4,0,1238,1287,1300
Alabama,1,4,1,1285,1343,1393
Alabama,1,4,2,1386,1327,1373
Alabama,1,4,3,1469,1403,1373
Alabama,1,4,4,1526,1540,1467
Alabama,1,4,5,1499,1519,1486
Alabama,1,4,6,1472,1502,1538
Alabama,1,4,7,1409,1543,1532
Alabama,1,4,8,1394,1386,1521
Alabama,1,4,9,1412,1447,1434
Alabama,1,4,10,1438,1494,1515
Alabama,1,4,11,1375,1454,1529
Alabama,1,4,12,1329,1391,1468
Alabama,1,4,13,1377,1333,1393
Alabama,1,4,14,1421,1417,1409
Alabama,1,4,15,1398,1402,1369
Alabama,1,4,16,1426,1444,1455
Alabama,1,4,17,1444,1431,1438
Alabama,1,4,18,1473,1501,1483
Alabama,1,4,19,1507,1577,1658
Alabama,1,4,20,1505,1501,1619
Alabama,1,4,21,1509,1537,1580
Alabama,1,4,22,1606,1674,1732
Alabama,1,4,23,1599,1551,1662
Alabama,1,4,24,1649,1649,1613
Alabama,1,4,25,1535,1601,1634
Alabama,1,4,26,1437,1531,1584
Alabama,1,4,27,1464,1451,1535
Alabama,1,4,28,1383,1491,1456
Alabama,1,4,29,1575,1469,1542
Alabama,1,4,30,1600,1596,1483
Alabama,1,4,31,1427,1632,1587
Alabama,1,4,32,1439,1479,1658
Alabama,1,4,33,1347,1443,1499
Alabama,1,4,34,1430,1377,1493
Alabama,1,4,35,1450,1340,1370
Alabama,1,4,36,1498,1476,1363
Alabama,1,4,37,1558,1573,1490
Alabama,1,4,38,1510,1570,1577
Alabama,1,4,39,1487,1550,1577
Alabama,1,4,40,1398,1451,1514
Alabama,1,4,41,1406,1456,1517
Alabama,1,4,42,1339,1424,1455
Alabama,1,4,43,1306,1314,1425
Alabama,1,4,44,1318,1323,1339
Alabama,1,4,45,1309,1367,1344
Alabama,1,4,46,1278,1308,1337
Alabama,1,4,47,1247,1271,1271
Alabama,1,4,48,1340,1291,1297
Alabama,1,4,49,1388,1378,1341
Alabama,1,4,50,1383,1367,1373
Alabama,1,4,51,1305,1365,1361
Alabama,1,4,52,1223,1352,1401
Alabama,1,4,53,1181,1243,1371
Alabama,1,4,54,1057,1172,1243
Alabama,1,4,55,1017,1077,1196
Alabama,1,4,56,1018,1038,1095
Alabama,1,4,57,1024,1030,1068
Alabama,1,4,58,993,1034,1025
Alabama,1,4,59,937,971,1018
Alabama,1,4,60,908,935,959
Alabama,1,4,61,912,932,993
Alabama,1,4,62,814,906,915
Alabama,1,4,63,803,846,917
Alabama,1,4,64,738,780,831
Alabama,1,4,65,734,721,773
Alabama,1,4,66,691,722,723
Alabama,1,4,67,670,682,717
Alabama,1,4,68,640,668,684
Alabama,1,4,69,623,625,662
Alabama,1,4,70,571,607,614
Alabama,1,4,71,547,555,581
Alabama,1,4,72,492,570,574
Alabama,1,4,73,452,493,564
Alabama,1,4,74,435,464,500
Alabama,1,4,75,358,412,433
Alabama,1,4,76,318,331,400
Alabama,1,4,77,294,336,349
Alabama,1,4,78,271,308,350
Alabama,1,4,79,251,258,301
Alabama,1,4,80,213,258,258
Alabama,1,4,81,191,208,255
Alabama,1,4,82,185,185,203
Alabama,1,4,83,157,156,161
Alabama,1,4,84,140,147,148
Alabama,1,4,85,758,842,938
Alabama,1,5,0,87,90,88
Alabama,1,5,1,85,91,100
Alabama,1,5,2,115,103,116
Alabama,1,5,3,117,110,109
Alabama,1,5,4,115,122,119
Alabama,1,5,5,98,112,118
Alabama,1,5,6,100,103,117
Alabama,1,5,7,108,101,111
Alabama,1,5,8,96,106,102
Alabama,1,5,9,96,97,104
Alabama,1,5,10,97,108,109
Alabama,1,5,11,111,125,133
Alabama,1,5,12,105,114,124
Alabama,1,5,13,110,108,121
Alabama,1,5,14,101,108,107
Alabama,1,5,15,80,96,104
Alabama,1,5,16,101,105,128
Alabama,1,5,17,86,82,83
Alabama,1,5,18,93,94,96
Alabama,1,5,19,91,98,97
Alabama,1,5,20,86,89,95
Alabama,1,5,21,102,103,121
Alabama,1,5,22,91,91,98
Alabama,1,5,23,83,92,95
Alabama,1,5,24,85,82,96
Alabama,1,5,25,97,88,85
Alabama,1,5,26,86,94,97
Alabama,1,5,27,92,96,108
Alabama,1,5,28,72,81,92
Alabama,1,5,29,84,76,82
Alabama,1,5,30,82,86,79
Alabama,1,5,31,65,76,83
Alabama,1,5,32,78,80,93
Alabama,1,5,33,75,76,67
Alabama,1,5,34,63,78,83
Alabama,1,5,35,81,87,99
Alabama,1,5,36,86,80,72
Alabama,1,5,37,89,101,98
Alabama,1,5,38,73,74,86
Alabama,1,5,39,79,80,90
Alabama,1,5,40,92,77,82
Alabama,1,5,41,94,94,82
Alabama,1,5,42,63,91,83
Alabama,1,5,43,48,59,80
Alabama,1,5,44,76,67,87
Alabama,1,5,45,55,66,57
Alabama,1,5,46,50,58,72
Alabama,1,5,47,46,42,48
Alabama,1,5,48,69,49,56
Alabama,1,5,49,79,83,69
Alabama,1,5,50,59,57,58
Alabama,1,5,51,73,84,84
Alabama,1,5,52,51,61,73
Alabama,1,5,53,47,47,61
Alabama,1,5,54,55,59,56
Alabama,1,5,55,58,57,60
Alabama,1,5,56,51,51,51
Alabama,1,5,57,48,52,51
Alabama,1,5,58,57,55,54
Alabama,1,5,59,46,45,47
Alabama,1,5,60,50,50,45
Alabama,1,5,61,44,42,45
Alabama,1,5,62,47,48,46
Alabama,1,5,63,55,57,59
Alabama,1,5,64,49,53,53
Alabama,1,5,65,44,53,56
Alabama,1,5,66,39,43,50
Alabama,1,5,67,30,32,41
Alabama,1,5,68,46,46,50
Alabama,1,5,69,26,33,29
Alabama,1,5,70,23,24,30
Alabama,1,5,71,27,21,24
Alabama,1,5,72,27,30,24
Alabama,1,5,73,30,33,37
Alabama,1,5,74,34,35,40
Alabama,1,5,75,22,22,23
Alabama,1,5,76,20,21,24
Alabama,1,5,77,19,17,21
Alabama,1,5,78,9,14,12
Alabama,1,5,79,14,10,15
Alabama,1,5,80,24,24,16
Alabama,1,5,81,14,12,11
Alabama,1,5,82,8,10,8
Alabama,1,5,83,16,19,21
Alabama,1,5,84,8,8,8
Alabama,1,5,85,50,61,72
Alabama,2,1,0,5225,5566,5614
Alabama,2,1,1,4872,5317,5611
Alabama,2,1,2,5051,4919,5387
Alabama,2,1,3,5198,5109,5068
Alabama,2,1,4,5317,5262,5189
Alabama,2,1,5,5339,5385,5374
Alabama,2,1,6,5140,5363,5457
Alabama,2,1,7,5086,5200,5443
Alabama,2,1,8,5007,5158,5248
Alabama,2,1,9,5101,5027,5196
Alabama,2,1,10,5375,5142,5078
Alabama,2,1,11,5507,5463,5189
Alabama,2,1,12,5557,5629,5594
Alabama,2,1,13,5701,5636,5709
Alabama,2,1,14,5571,5788,5678
Alabama,2,1,15,5162,5649,5885
Alabama,2,1,16,4752,5247,5732
Alabama,2,1,17,4501,4788,5248
Alabama,2,1,18,4387,4621,4943
Alabama,2,1,19,4219,4485,4823
Alabama,2,1,20,4045,4141,4496
Alabama,2,1,21,3827,4077,4216
Alabama,2,1,22,3603,3948,4279
Alabama,2,1,23,3330,3555,3885
Alabama,2,1,24,3293,3471,3701
Alabama,2,1,25,3032,3284,3473
Alabama,2,1,26,2993,3040,3364
Alabama,2,1,27,3014,2960,3062
Alabama,2,1,28,3068,3038,3022
Alabama,2,1,29,3158,3132,3142
Alabama,2,1,30,3129,3186,3197
Alabama,2,1,31,3194,3218,3270
Alabama,2,1,32,3122,3228,3310
Alabama,2,1,33,3392,3226,3365
Alabama,2,1,34,3491,3379,3245
Alabama,2,1,35,3439,3435,3383
Alabama,2,1,36,3498,3406,3420
Alabama,2,1,37,3347,3476,3399
Alabama,2,1,38,3531,3366,3478
Alabama,2,1,39,3623,3492,3364
Alabama,2,1,40,3515,3661,3508
Alabama,2,1,41,3461,3582,3709
Alabama,2,1,42,3040,3375,3500
Alabama,2,1,43,3077,3069,3422
Alabama,2,1,44,3059,3093,3062
Alabama,2,1,45,2978,3063,3150
Alabama,2,1,46,2997,2977,3063
Alabama,2,1,47,2791,2979,2982
Alabama,2,1,48,2683,2823,2979
Alabama,2,1,49,2575,2756,2828
Alabama,2,1,50,2497,2565,2766
Alabama,2,1,51,2355,2522,2612
Alabama,2,1,52,2183,2365,2496
Alabama,2,1,53,2049,2177,2353
Alabama,2,1,54,1913,2068,2180
Alabama,2,1,55,1848,1936,2111
Alabama,2,1,56,1839,1909,1977
Alabama,2,1,57,1715,1812,1924
Alabama,2,1,58,1645,1730,1855
Alabama,2,1,59,1570,1686,1743
Alabama,2,1,60,1410,1564,1664
Alabama,2,1,61,1406,1410,1579
Alabama,2,1,62,1332,1403,1413
Alabama,2,1,63,1223,1339,1425
Alabama,2,1,64,1184,1209,1344
Alabama,2,1,65,1097,1188,1226
Alabama,2,1,66,998,1099,1191
Alabama,2,1,67,866,996,1090
Alabama,2,1,68,772,884,1018
Alabama,2,1,69,763,775,881
Alabama,2,1,70,709,745,785
Alabama,2,1,71,631,706,734
Alabama,2,1,72,601,627,708
Alabama,2,1,73,572,607,629
Alabama,2,1,74,506,552,587
Alabama,2,1,75,422,495,539
Alabama,2,1,76,396,418,492
Alabama,2,1,77,373,394,405
Alabama,2,1,78,346,374,394
Alabama,2,1,79,295,340,364
Alabama,2,1,80,294,283,336
Alabama,2,1,81,274,283,274
Alabama,2,1,82,247,266,268
Alabama,2,1,83,249,250,265
Alabama,2,1,84,201,236,244
Alabama,2,1,85,1383,1512,1669
Alabama,2,2,0,440,503,500
Alabama,2,2,1,630,467,543
Alabama,2,2,2,612,613,476
Alabama,2,2,3,528,602,619
Alabama,2,2,4,546,510,616
Alabama,2,2,5,554,563,551
Alabama,2,2,6,545,557,592
Alabama,2,2,7,471,554,546
Alabama,2,2,8,443,484,564
Alabama,2,2,9,460,470,510
Alabama,2,2,10,451,449,449
Alabama,2,2,11,541,496,496
Alabama,2,2,12,536,527,500
Alabama,2,2,13,576,535,530
Alabama,2,2,14,549,595,551
Alabama,2,2,15,478,526,567
Alabama,2,2,16,456,493,550
Alabama,2,2,17,441,466,524
Alabama,2,2,18,488,500,510
Alabama,2,2,19,478,495,532
Alabama,2,2,20,481,508,540
Alabama,2,2,21,434,442,464
Alabama,2,2,22,374,414,422
Alabama,2,2,23,399,390,429
Alabama,2,2,24,324,381,373
Alabama,2,2,25,296,326,380
Alabama,2,2,26,315,294,319
Alabama,2,2,27,317,331,308
Alabama,2,2,28,314,323,324
Alabama,2,2,29,373,337,355
Alabama,2,2,30,350,336,303
Alabama,2,2,31,364,356,353
Alabama,2,2,32,354,362,367
Alabama,2,2,33,322,339,359
Alabama,2,2,34,321,325,334
Alabama,2,2,35,341,344,346
Alabama,2,2,36,316,329,343
Alabama,2,2,37,321,345,352
Alabama,2,2,38,314,297,330
Alabama,2,2,39,323,313,292
Alabama,2,2,40,297,309,300
Alabama,2,2,41,304,315,332
Alabama,2,2,42,263,285,300
Alabama,2,2,43,295,275,300
Alabama,2,2,44,292,293,268
Alabama,2,2,45,260,316,309
Alabama,2,2,46,227,248,288
Alabama,2,2,47,232,240,254
Alabama,2,2,48,212,224,220
Alabama,2,2,49,218,218,242
Alabama,2,2,50,199,199,207
Alabama,2,2,51,206,221,214
Alabama,2,2,52,228,214,240
Alabama,2,2,53,217,230,204
Alabama,2,2,54,191,216,236
Alabama,2,2,55,187,196,223
Alabama,2,2,56,173,192,194
Alabama,2,2,57,165,176,185
Alabama,2,2,58,167,163,165
Alabama,2,2,59,175,182,171
Alabama,2,2,60,157,164,165
Alabama,2,2,61,141,149,151
Alabama,2,2,62,119,139,149
Alabama,2,2,63,123,134,151
Alabama,2,2,64,147,128,139
Alabama,2,2,65,131,140,125
Alabama,2,2,66,122,124,137
Alabama,2,2,67,122,134,134
Alabama,2,2,68,91,113,113
Alabama,2,2,69,67,101,122
Alabama,2,2,70,68,77,110
Alabama,2,2,71,74,65,75
Alabama,2,2,72,70,70,60
Alabama,2,2,73,63,63,63
Alabama,2,2,74,54,68,69
Alabama,2,2,75,46,55,66
Alabama,2,2,76,53,41,53
Alabama,2,2,77,42,54,42
Alabama,2,2,78,42,43,59
Alabama,2,2,79,35,40,35
Alabama,2,2,80,28,37,45
Alabama,2,2,81,31,34,42
Alabama,2,2,82,42,30,31
Alabama,2,2,83,38,46,32
Alabama,2,2,84,21,31,39
Alabama,2,2,85,113,132,160
Alabama,2,3,0,263,300,289
Alabama,2,3,1,380,240,300
Alabama,2,3,2,360,437,302
Alabama,2,3,3,297,360,445
Alabama,2,3,4,275,314,384
Alabama,2,3,5,303,318,351
Alabama,2,3,6,301,334,349
Alabama,2,3,7,245,288,311
Alabama,2,3,8,262,281,322
Alabama,2,3,9,266,291,300
Alabama,2,3,10,242,284,299
Alabama,2,3,11,255,225,256
Alabama,2,3,12,316,292,255
Alabama,2,3,13,331,317,289
Alabama,2,3,14,330,346,327
Alabama,2,3,15,322,336,349
Alabama,2,3,16,275,307,329
Alabama,2,3,17,241,269,295
Alabama,2,3,18,227,260,290
Alabama,2,3,19,239,241,282
Alabama,2,3,20,205,241,262
Alabama,2,3,21,199,218,267
Alabama,2,3,22,176,208,238
Alabama,2,3,23,174,188,222
Alabama,2,3,24,182,189,205
Alabama,2,3,25,159,181,194
Alabama,2,3,26,142,165,183
Alabama,2,3,27,149,173,204
Alabama,2,3,28,154,157,184
Alabama,2,3,29,165,176,172
Alabama,2,3,30,183,214,209
Alabama,2,3,31,208,202,235
Alabama,2,3,32,217,213,205
Alabama,2,3,33,205,210,214
Alabama,2,3,34,180,202,201
Alabama,2,3,35,185,198,224
Alabama,2,3,36,190,192,193
Alabama,2,3,37,181,190,189
Alabama,2,3,38,226,210,226
Alabama,2,3,39,200,195,181
Alabama,2,3,40,237,215,220
Alabama,2,3,41,219,228,200
Alabama,2,3,42,225,236,257
Alabama,2,3,43,197,185,206
Alabama,2,3,44,175,208,192
Alabama,2,3,45,149,167,209
Alabama,2,3,46,197,183,202
Alabama,2,3,47,147,189,183
Alabama,2,3,48,124,161,195
Alabama,2,3,49,138,123,162
Alabama,2,3,50,148,141,125
Alabama,2,3,51,120,158,143
Alabama,2,3,52,105,119,155
Alabama,2,3,53,96,102,113
Alabama,2,3,54,110,101,116
Alabama,2,3,55,112,117,106
Alabama,2,3,56,103,113,114
Alabama,2,3,57,73,92,104
Alabama,2,3,58,86,75,100
Alabama,2,3,59,94,88,82
Alabama,2,3,60,97,84,83
Alabama,2,3,61,86,91,90
Alabama,2,3,62,68,93,101
Alabama,2,3,63,57,51,82
Alabama,2,3,64,48,48,43
Alabama,2,3,65,67,68,72
Alabama,2,3,66,44,52,54
Alabama,2,3,67,35,45,49
Alabama,2,3,68,40,44,62
Alabama,2,3,69,40,41,49
Alabama,2,3,70,19,30,36
Alabama,2,3,71,15,21,27
Alabama,2,3,72,26,20,27
Alabama,2,3,73,24,29,22
Alabama,2,3,74,18,28,32
Alabama,2,3,75,17,19,27
Alabama,2,3,76,13,8,12
Alabama,2,3,77,11,16,8
Alabama,2,3,78,10,11,17
Alabama,2,3,79,11,7,8
Alabama,2,3,80,11,11,10
Alabama,2,3,81,7,10,10
Alabama,2,3,82,8,7,11
Alabama,2,3,83,4,3,4
Alabama,2,3,84,4,5,4
Alabama,2,3,85,43,45,49
Alabama,2,4,0,90,97,97
Alabama,2,4,1,129,102,107
Alabama,2,4,2,141,114,99
Alabama,2,4,3,208,137,121
Alabama,2,4,4,256,204,145
Alabama,2,4,5,210,222,204
Alabama,2,4,6,181,214,230
Alabama,2,4,7,151,198,246
Alabama,2,4,8,87,136,184
Alabama,2,4,9,68,73,124
Alabama,2,4,10,89,103,100
Alabama,2,4,11,78,76,92
Alabama,2,4,12,91,82,76
Alabama,2,4,13,105,113,93
Alabama,2,4,14,73,74,82
Alabama,2,4,15,84,84,88
Alabama,2,4,16,87,95,98
Alabama,2,4,17,75,79,85
Alabama,2,4,18,91,97,102
Alabama,2,4,19,59,69,73
Alabama,2,4,20,61,59,70
Alabama,2,4,21,53,59,58
Alabama,2,4,22,56,53,59
Alabama,2,4,23,51,51,45
Alabama,2,4,24,54,52,55
Alabama,2,4,25,70,66,65
Alabama,2,4,26,54,67,57
Alabama,2,4,27,62,65,67
Alabama,2,4,28,39,52,60
Alabama,2,4,29,44,37,55
Alabama,2,4,30,50,47,40
Alabama,2,4,31,42,50,45
Alabama,2,4,32,40,36,49
Alabama,2,4,33,33,42,43
Alabama,2,4,34,27,29,39
Alabama,2,4,35,39,45,55
Alabama,2,4,36,35,37,50
Alabama,2,4,37,36,32,43
Alabama,2,4,38,32,33,28
Alabama,2,4,39,61,58,58
Alabama,2,4,40,35,31,33
Alabama,2,4,41,45,47,59
Alabama,2,4,42,31,39,38
Alabama,2,4,43,51,31,45
Alabama,2,4,44,53,48,26
Alabama,2,4,45,49,46,47
Alabama,2,4,46,34,46,39
Alabama,2,4,47,49,46,60
Alabama,2,4,48,35,35,42
Alabama,2,4,49,32,29,26
Alabama,2,4,50,21,23,23
Alabama,2,4,51,24,18,19
Alabama,2,4,52,21,20,21
Alabama,2,4,53,37,38,34
Alabama,2,4,54,27,27,26
Alabama,2,4,55,28,24,26
Alabama,2,4,56,36,22,19
Alabama,2,4,57,26,29,18
Alabama,2,4,58,22,29,37
Alabama,2,4,59,9,12,16
Alabama,2,4,60,22,19,20
Alabama,2,4,61,28,26,29
Alabama,2,4,62,15,20,19
Alabama,2,4,63,14,18,20
Alabama,2,4,64,12,16,18
Alabama,2,4,65,12,16,19
Alabama,2,4,66,23,20,21
Alabama,2,4,67,16,15,16
Alabama,2,4,68,15,17,22
Alabama,2,4,69,4,5,5
Alabama,2,4,70,1,3,3
Alabama,2,4,71,3,1,3
Alabama,2,4,72,11,11,8
Alabama,2,4,73,3,1,3
Alabama,2,4,74,7,2,1
Alabama,2,4,75,13,13,9
Alabama,2,4,76,5,16,13
Alabama,2,4,77,8,8,17
Alabama,2,4,78,5,3,1
Alabama,2,4,79,9,6,7
