,YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)"
1257,2018,Hawaii,0-14,47.0,336843.0,13.953087937110167,-441.8789615206066
1258,2018,Hawaii,15-19,1666.0,336843.0,494.5924362388413,38.76038678112451
1259,2018,Hawaii,under 19,1713.0,336843.0,508.5455241759514,52.713474718234636
1260,2018,Idaho,0-14,44.0,485158.0,9.069210442783588,-446.7628390149332
1261,2018,Idaho,15-19,2180.0,485158.0,449.338153756096,-6.493895701620772
1262,2018,Idaho,under 19,2224.0,485158.0,458.4073641988796,2.5753147411627992
1263,2018,Illinois,0-14,814.0,3263837.0,24.93997096055961,-430.8920784971572
1264,2018,Illinois,15-19,25480.0,3263837.0,780.6762408784507,324.8441914207339
1265,2018,Illinois,under 19,26294.0,3263837.0,805.6162118390104,349.7841623812936
1266,2018,Indiana,0-14,330.0,1759907.0,18.75099081940125,-437.08105863831554
1267,2018,Indiana,15-19,12350.0,1759907.0,701.7416261200166,245.9095766622998
1268,2018,Indiana,under 19,12680.0,1759907.0,720.4926169394178,264.660567481701
1269,2018,Iowa,0-14,106.0,822354.0,12.889826035989367,-442.9422234217274
1270,2018,Iowa,15-19,4811.0,822354.0,585.0278590485362,129.19580959081947
1271,2018,Iowa,under 19,4917.0,822354.0,597.9176850845256,142.08563562680882
1272,2018,Kansas,0-14,119.0,796939.0,14.93213407801601,-440.89991537970076
1273,2018,Kansas,15-19,5160.0,796939.0,647.4774104417025,191.64536098398577
1274,2018,Kansas,under 19,5279.0,796939.0,662.4095445197186,206.5774950620018
1275,2018,Kentucky,0-14,189.0,1129569.0,16.73204558552864,-439.10000387218815
1276,2018,Kentucky,15-19,6427.0,1129569.0,568.9780792496962,113.1460297919794
1277,2018,Kentucky,under 19,6616.0,1129569.0,585.7101248352247,129.87807537750797
1278,2018,Louisiana,0-14,471.0,1226349.0,38.40668520951213,-417.42536424820463
1279,2018,Louisiana,15-19,14626.0,1226349.0,1192.6458128966551,736.8137634389384
1280,2018,Louisiana,under 19,15097.0,1226349.0,1231.0524981061671,775.2204486484504
1281,2018,Maine,0-14,13.0,287563.0,4.520748496851125,-451.31130096086565
1282,2018,Maine,15-19,910.0,287563.0,316.45239477957875,-139.37965467813802
1283,2018,Maine,under 19,923.0,287563.0,320.9731432764299,-134.8589061812869
1284,2018,Maryland,0-14,321.0,1499230.0,21.410990975367355,-434.4210584823494
1285,2018,Maryland,15-19,11662.0,1499230.0,777.8659711985486,322.0339217408318
1286,2018,Maryland,under 19,11983.0,1499230.0,799.2769621739159,343.4449127161991
1287,2018,Massachusetts,0-14,158.0,1588909.0,9.943930080325556,-445.8881193773912
1288,2018,Massachusetts,15-19,7514.0,1588909.0,472.9031052124445,17.071055754727695
1289,2018,Massachusetts,under 19,7672.0,1588909.0,482.8470352927701,27.014985835053324
1290,2018,Michigan,0-14,527.0,2468124.0,21.352249724892264,-434.4797997328245
1291,2018,Michigan,15-19,18529.0,2468124.0,750.7321350142862,294.9000855565694
1292,2018,Michigan,under 19,19056.0,2468124.0,772.0843847391784,316.2523352814616
1293,2018,Minnesota,0-14,142.0,1433662.0,9.90470557216415,-445.9273438855526
1294,2018,Minnesota,15-19,7244.0,1433662.0,505.2794870757543,49.4474376180375
1295,2018,Minnesota,under 19,7386.0,1433662.0,515.1841926479184,59.352143190201616
1296,2018,Mississippi,0-14,335.0,809389.0,41.38924546787762,-414.44280398983915
1297,2018,Mississippi,15-19,9517.0,809389.0,1175.8252212471382,719.9931717894215
1298,2018,Mississippi,under 19,9852.0,809389.0,1217.214466715016,761.3824172572993
1299,2018,Missouri,0-14,372.0,1543969.0,24.09374799623568,-431.7383014614811
1300,2018,Missouri,15-19,12499.0,1543969.0,809.5369790455636,353.70492958784683
1301,2018,Missouri,under 19,12871.0,1543969.0,833.6307270417994,377.79867758408267
1302,2018,Montana,0-14,62.0,254030.0,24.406566153603904,-431.42548330411284
1303,2018,Montana,15-19,1551.0,254030.0,610.5578081328977,154.72575867518088
1304,2018,Montana,under 19,1613.0,254030.0,634.9643742865017,179.13232482878487
1305,2018,Nebraska,0-14,58.0,525411.0,11.038977105542138,-444.79307235217465
1306,2018,Nebraska,15-19,2431.0,525411.0,462.68540247539545,6.853353017678671
1307,2018,Nebraska,under 19,2489.0,525411.0,473.7243795809376,17.892330123220802
1308,2018,Nevada,0-14,148.0,739121.0,20.023785009491004,-435.80826444822577
1309,2018,Nevada,15-19,4942.0,739121.0,668.632064303409,212.80001484569226
1310,2018,Nevada,under 19,5090.0,739121.0,688.6558493129,232.82379985518327
1311,2018,New Hampshire,0-14,12.0,301343.0,3.982173138251096,-451.8498763194657
1312,2018,New Hampshire,15-19,918.0,301343.0,304.6362450762088,-151.19580438150797
1313,2018,New Hampshire,under 19,930.0,301343.0,308.61841821445995,-147.21363124325683
1314,2018,New Jersey,0-14,168.0,2189857.0,7.671733816409017,-448.16031564130776
1315,2018,New Jersey,15-19,9118.0,2189857.0,416.37421986915126,-39.45782958856552
1316,2018,New Jersey,under 19,9286.0,2189857.0,424.0459536855603,-31.7860957721565
1317,2018,New Mexico,0-14,91.0,550298.0,16.536494771923575,-439.2955546857932
1318,2018,New Mexico,15-19,4177.0,550298.0,759.043282003569,303.21123254585217
1319,2018,New Mexico,under 19,4268.0,550298.0,775.5797767754925,319.74772731777574
1320,2018,New York,0-14,1124.0,4656061.0,24.140577196046184,-431.6914722616706
1321,2018,New York,15-19,32462.0,4656061.0,697.1987695178392,241.36672006012242
1322,2018,New York,under 19,33586.0,4656061.0,721.3393467138853,265.50729725616856
1323,2018,North Carolina,0-14,502.0,2573530.0,19.50628125570714,-436.3257682020096
1324,2018,North Carolina,15-19,23085.0,2573530.0,897.0169378247,441.1848883669832
1325,2018,North Carolina,under 19,23587.0,2573530.0,916.5232190804072,460.69116962269044
1326,2018,North Dakota,0-14,30.0,195397.0,15.353357523401076,-440.4786919343157
1327,2018,North Dakota,15-19,1014.0,195397.0,518.9434842909563,63.11143483323957
1328,2018,North Dakota,under 19,1044.0,195397.0,534.2968418143574,78.46479235664066
1329,2018,Ohio,0-14,745.0,2929364.0,25.4321415843166,-430.3999078734002
1330,2018,Ohio,15-19,23545.0,2929364.0,803.7580853727976,347.92603591508083
1331,2018,Ohio,under 19,24290.0,2929364.0,829.1902269571142,373.3581774993974
1332,2018,Oklahoma,0-14,179.0,1063985.0,16.823545444719617,-439.00850401299715
1333,2018,Oklahoma,15-19,7924.0,1063985.0,744.7473413628952,288.91529190517844
1334,2018,Oklahoma,under 19,8103.0,1063985.0,761.5708868076148,305.738837349898
1335,2018,Oregon,0-14,134.0,966207.0,13.86866375424728,-441.9633857034695
1336,2018,Oregon,15-19,5152.0,966207.0,533.2190721035969,77.38702264588011
1337,2018,Oregon,under 19,5286.0,966207.0,547.0877358578441,91.25568640012733
1338,2018,Pennsylvania,0-14,649.0,3027573.0,21.436312188013304,-434.3957372697035
1339,2018,Pennsylvania,15-19,18962.0,3027573.0,626.3102491665767,170.4781997088599
1340,2018,Pennsylvania,under 19,19611.0,3027573.0,647.74656135459,191.9145118968732
1341,2018,Rhode Island,0-14,32.0,244443.0,13.090986446738096,-442.7410630109787
1342,2018,Rhode Island,15-19,1577.0,244443.0,645.1401758283117,189.30812637059495
1343,2018,Rhode Island,under 19,1609.0,244443.0,658.2311622750499,202.3991128173331
1344,2018,South Carolina,0-14,385.0,1233413.0,31.21419994762501,-424.6178495100918
1345,2018,South Carolina,15-19,13057.0,1233413.0,1058.6072953665966,602.7752459088799
1346,2018,South Carolina,under 19,13442.0,1233413.0,1089.8214953142217,633.989445856505
1347,2018,South Dakota,0-14,53.0,236469.0,22.41308585903438,-433.4189635986824
1348,2018,South Dakota,15-19,1328.0,236469.0,561.5958117131632,105.76376225544647
1349,2018,South Dakota,under 19,1381.0,236469.0,584.0088975721976,128.17684811448083
1350,2018,Tennessee,0-14,378.0,1668647.0,22.65308360605928,-433.1789658516575
1351,2018,Tennessee,15-19,13480.0,1668647.0,807.8401243642305,352.00807490651374
1352,2018,Tennessee,under 19,13858.0,1668647.0,830.4932079702896,374.66115851257285
1353,2018,Texas,0-14,1275.0,8071626.0,15.796073802230184,-440.0359756554866
1354,2018,Texas,15-19,49168.0,8071626.0,609.1461621239637,153.3141126662469
1355,2018,Texas,under 19,50443.0,8071626.0,624.9422359261938,169.11018646847702
1356,2018,Utah,0-14,69.0,1008981.0,6.838582688871247,-448.9934667688455
1357,2018,Utah,15-19,2963.0,1008981.0,293.6626160452972,-162.16943341241955
1358,2018,Utah,under 19,3032.0,1008981.0,300.50119873416844,-155.33085072354834
1359,2018,Vermont,0-14,5.0,139372.0,3.5875211663748816,-452.2445282913419
1360,2018,Vermont,15-19,379.0,139372.0,271.934104411216,-183.89794504650075
1361,2018,Vermont,under 19,384.0,139372.0,275.5216255775909,-180.31042388012588
1362,2018,Virginia,0-14,99.0,2099921.0,4.714463067896364,-451.1175863898204
1363,2018,Virginia,15-19,9074.0,2099921.0,432.111493718097,-23.720555739619783
1364,2018,Virginia,under 19,9173.0,2099921.0,436.82595678599336,-19.006092671723422
1365,2018,Washington,0-14,213.0,1807233.0,11.785973363700196,-444.0460760940166
1366,2018,Washington,15-19,8735.0,1807233.0,483.3355743282687,27.503524870551928
1367,2018,Washington,under 19,8948.0,1807233.0,495.1215476919689,39.28949823425211
1368,2018,West Virginia,0-14,26.0,418768.0,6.20868834294884,-449.62336111476793
1369,2018,West Virginia,15-19,1166.0,418768.0,278.4357926107057,-177.3962568470111
1370,2018,West Virginia,under 19,1192.0,418768.0,284.6444809536545,-171.18756850406226
1371,2018,Wisconsin,0-14,362.0,1445269.0,25.047240340725494,-430.78480911699125
1372,2018,Wisconsin,15-19,9292.0,1445269.0,642.9252962597275,187.0932468020107
1373,2018,Wisconsin,under 19,9654.0,1445269.0,667.9725366004529,212.14048714273616
1374,2018,Wyoming,0-14,19.0,152624.0,12.448894014047593,-443.3831554436692
1375,2018,Wyoming,15-19,733.0,152624.0,480.265226962994,24.43317750527723
1376,2018,Wyoming,under 19,752.0,152624.0,492.7141209770416,36.882071519324825
1377,2019,Alabama,0-14,383.0,1227193.0,31.20943486476862,-438.72631976080044
1378,2019,Alabama,15-19,12756.0,1227193.0,1039.445303224513,569.509548598944
1379,2019,Alabama,under 19,13139.0,1227193.0,1070.654738089282,600.718983463713
1380,2019,Alaska,0-14,48.0,202020.0,23.76002376002376,-446.1757308655453
1381,2019,Alaska,15-19,1484.0,202020.0,734.5807345807345,264.64497995516547
1382,2019,Alaska,under 19,1532.0,202020.0,758.3407583407583,288.4050037151892
1383,2019,Arizona,0-14,243.0,1829622.0,13.281431902327364,-456.6543227232417
1384,2019,Arizona,15-19,11520.0,1829622.0,629.6382531473714,159.70249852180234
1385,2019,Arizona,under 19,11763.0,1829622.0,642.9196850496987,172.98393042412965
1386,2019,Arkansas,0-14,186.0,785419.0,23.68162725882618,-446.2541273667429
1387,2019,Arkansas,15-19,6684.0,785419.0,851.0107343978182,381.0749797722491
1388,2019,Arkansas,under 19,6870.0,785419.0,874.6923616566444,404.7566070310753
1389,2019,California,0-14,1058.0,10060387.0,10.51649404739599,-459.41926057817307
1390,2019,California,15-19,48370.0,10060387.0,480.7966134901173,10.86085886454822
1391,2019,California,under 19,49428.0,10060387.0,491.3131075375133,21.37735291194423
1392,2019,Colorado,0-14,235.0,1406793.0,16.70466088472149,-453.2310937408476
1393,2019,Colorado,15-19,8981.0,1406793.0,638.4023804497178,168.46662582414876
1394,2019,Colorado,under 19,9216.0,1406793.0,655.1070413344394,185.1712867088703
1395,2019,Connecticut,0-14,154.0,847382.0,18.173621814010684,-451.7621328115584
1396,2019,Connecticut,15-19,4626.0,847382.0,545.9167176078793,75.98096298231019
1397,2019,Connecticut,under 19,4780.0,847382.0,564.09033942189,94.15458479632093
1398,2019,Delaware,0-14,77.0,228704.0,33.66797257590597,-436.2677820496631
1399,2019,Delaware,15-19,2000.0,228704.0,874.4927941793759,404.5570395538068
1400,2019,Delaware,under 19,2077.0,228704.0,908.160766755282,438.2250121297129
1401,2019,District of Columbia,0-14,130.0,145686.0,89.23300797605809,-380.70274664951097
1402,2019,District of Columbia,15-19,2765.0,145686.0,1897.9174388753893,1427.9816842498203
1403,2019,District of Columbia,under 19,2895.0,145686.0,1987.1504468514477,1517.2146922258785
1404,2019,Florida,0-14,821.0,4664408.0,17.601376208942273,-452.3343784166268
1405,2019,Florida,15-19,34195.0,4664408.0,733.1048227342034,263.1690681086343
1406,2019,Florida,under 19,35016.0,4664408.0,750.7061989431456,280.77044431757656
1407,2019,Georgia,0-14,569.0,2800180.0,20.320122277853567,-449.6156323477155
1408,2019,Georgia,15-19,22907.0,2800180.0,818.0545536358377,348.1187990102686
1409,2019,Georgia,under 19,23476.0,2800180.0,838.3746759136912,368.4389212881222
1410,2019,Hawaii,0-14,45.0,335021.0,13.431993815313067,-456.503760810256
1411,2019,Hawaii,15-19,1684.0,335021.0,502.6550574441602,32.71930281859113
1412,2019,Hawaii,under 19,1729.0,335021.0,516.0870512594732,46.15129663390417
1413,2019,Idaho,0-14,63.0,487584.0,12.92085056113408,-457.014904064435
1414,2019,Idaho,15-19,2127.0,487584.0,436.2325260878126,-33.7032285377565
1415,2019,Idaho,under 19,2190.0,487584.0,449.1533766489466,-20.782377976622456
1416,2019,Illinois,0-14,746.0,3223468.0,23.14277666165757,-446.7929779639115
1417,2019,Illinois,15-19,26197.0,3223468.0,812.6961396855809,342.7603850600118
1418,2019,Illinois,under 19,26943.0,3223468.0,835.8389163472384,365.90316172166933
1419,2019,Indiana,0-14,320.0,1759860.0,18.18326457786415,-451.7524900477049
1420,2019,Indiana,15-19,12433.0,1759860.0,706.476651551828,236.54089692625894
1421,2019,Indiana,under 19,12753.0,1759860.0,724.6599161296922,254.72416150412312
1422,2019,Iowa,0-14,123.0,819641.0,15.006569949526684,-454.9291846760424
1423,2019,Iowa,15-19,5275.0,819641.0,643.5744429573435,173.63868833177446
1424,2019,Iowa,under 19,5398.0,819641.0,658.5810129068702,188.64525828130115
1425,2019,Kansas,0-14,155.0,792874.0,19.54913391030605,-450.386620715263
1426,2019,Kansas,15-19,5255.0,792874.0,662.7787012816665,192.8429466560974
1427,2019,Kansas,under 19,5410.0,792874.0,682.3278351919724,212.39208056640337
1428,2019,Kentucky,0-14,177.0,1127646.0,15.696415364396271,-454.2393392611728
1429,2019,Kentucky,15-19,7112.0,1127646.0,630.6943845852334,160.7586299596643
1430,2019,Kentucky,under 19,7289.0,1127646.0,646.3907999496296,176.4550453240605
1431,2019,Louisiana,0-14,457.0,1221119.0,37.42468997698013,-432.51106464858896
1432,2019,Louisiana,15-19,14622.0,1221119.0,1197.426295062152,727.4905404365828
1433,2019,Louisiana,under 19,15079.0,1221119.0,1234.8509850391322,764.9152304135631
1434,2019,Maine,0-14,9.0,285402.0,3.153446717261968,-466.78230790830713
1435,2019,Maine,15-19,463.0,285402.0,162.22731445469898,-307.70844017087006
1436,2019,Maine,under 19,472.0,285402.0,165.38076117196096,-304.5549934536081
1437,2019,Maryland,0-14,375.0,1497260.0,25.04575023709977,-444.8900043884693
1438,2019,Maryland,15-19,12584.0,1497260.0,840.4685892897694,370.5328346642003
1439,2019,Maryland,under 19,12959.0,1497260.0,865.5143395268692,395.57858490130013
1440,2019,Massachusetts,0-14,168.0,1579420.0,10.63681604639678,-459.2989385791723
1441,2019,Massachusetts,15-19,7674.0,1579420.0,485.8745615479101,15.93880692234103
1442,2019,Massachusetts,under 19,7842.0,1579420.0,496.5113775943068,26.57562296873772
1443,2019,Michigan,0-14,509.0,2446992.0,20.80104879787102,-449.13470582769804
1444,2019,Michigan,15-19,17841.0,2446992.0,729.0992369407011,259.163482315132
1445,2019,Michigan,under 19,18350.0,2446992.0,749.900285738572,279.964531113003
1446,2019,Minnesota,0-14,187.0,1437722.0,13.00668696729966,-456.9290676582694
1447,2019,Minnesota,15-19,7439.0,1437722.0,517.4157451857869,47.47999056021786
1448,2019,Minnesota,under 19,7626.0,1437722.0,530.4224321530866,60.486677527517486
1449,2019,Mississippi,0-14,400.0,800935.0,49.94163071909705,-419.99412390647205
1450,2019,Mississippi,15-19,10987.0,800935.0,1371.7717417767983,901.8359871512292
1451,2019,Mississippi,under 19,11387.0,800935.0,1421.713372495895,951.777617870326
1452,2019,Missouri,0-14,377.0,1540467.0,24.47309809298089,-445.4626565325882
1453,2019,Missouri,15-19,12351.0,1540467.0,801.7698529082415,331.83409828267247
1454,2019,Missouri,under 19,12728.0,1540467.0,826.2429510012223,356.30719637565323
1455,2019,Montana,0-14,51.0,255131.0,19.989730765763472,-449.9460238598056
1456,2019,Montana,15-19,1479.0,255131.0,579.7021922071407,109.76643758157161
1457,2019,Montana,under 19,1530.0,255131.0,599.6919229729041,129.756168347335
1458,2019,Nebraska,0-14,78.0,526976.0,14.80143308234151,-455.13432154322754
1459,2019,Nebraska,15-19,3078.0,526976.0,584.0873208647073,114.15156623913822
1460,2019,Nebraska,under 19,3156.0,526976.0,598.8887539470488,128.95299932147975
1461,2019,Nevada,0-14,93.0,746143.0,12.464098704939936,-457.47165592062913
1462,2019,Nevada,15-19,4934.0,746143.0,661.2673441954156,191.33158956984653
1463,2019,Nevada,under 19,5027.0,746143.0,673.7314429003555,203.79568827478647
1464,2019,New Hampshire,0-14,5.0,297932.0,1.678235302015225,-468.2575193235538
1465,2019,New Hampshire,15-19,895.0,297932.0,300.40411906072524,-169.53163556484384
1466,2019,New Hampshire,under 19,900.0,297932.0,302.0823543627405,-167.8534002628286
1467,2019,New Jersey,0-14,300.0,2176387.0,13.78431317591954,-456.15144144964955
1468,2019,New Jersey,15-19,11663.0,2176387.0,535.8881485691653,65.95239394359623
1469,2019,New Jersey,under 19,11963.0,2176387.0,549.6724617450849,79.73670711951581
1470,2019,New Mexico,0-14,138.0,544382.0,25.34984624767167,-444.5859083778974
1471,2019,New Mexico,15-19,4184.0,544382.0,768.5779471033209,298.6421924777518
1472,2019,New Mexico,under 19,4322.0,544382.0,793.9277933509925,323.9920387254234
1473,2019,New York,0-14,1211.0,4616798.0,26.23030074090311,-443.705453884666
1474,2019,New York,15-19,33398.0,4616798.0,723.4018035876813,253.46604896211227
1475,2019,New York,under 19,34609.0,4616798.0,749.6321043285844,279.69634970301536
1476,2019,North Carolina,0-14,604.0,2583429.0,23.379779355267747,-446.5559752703013
1477,2019,North Carolina,15-19,24150.0,2583429.0,934.8040917710532,464.86833714548413
1478,2019,North Carolina,under 19,24754.0,2583429.0,958.1838711263208,488.24811650075173
1479,2019,North Dakota,0-14,32.0,197233.0,16.22446547991462,-453.71128914565446
1480,2019,North Dakota,15-19,1061.0,197233.0,537.942433568419,68.00667894284993
1481,2019,North Dakota,under 19,1093.0,197233.0,554.1668990483337,84.2311444227646
1482,2019,Ohio,0-14,823.0,2916070.0,28.22291645948142,-441.71283816608764
1483,2019,Ohio,15-19,23632.0,2916070.0,810.4057858693378,340.47003124376874
1484,2019,Ohio,under 19,24455.0,2916070.0,838.6287023288194,368.6929477032503
1485,2019,Oklahoma,0-14,221.0,1063228.0,20.785758087635013,-449.14999653793404
1486,2019,Oklahoma,15-19,8380.0,1063228.0,788.1658496578344,318.23009503226535
1487,2019,Oklahoma,under 19,8601.0,1063228.0,808.9516077454695,339.0158531199004
1488,2019,Oregon,0-14,124.0,965776.0,12.839416179321084,-457.096338446248
1489,2019,Oregon,15-19,4785.0,965776.0,495.4565033713822,25.520748745813137
1490,2019,Oregon,under 19,4909.0,965776.0,508.2959195507033,38.3601649251342
1491,2019,Pennsylvania,0-14,757.0,3011933.0,25.133361200265742,-444.8023934253033
1492,2019,Pennsylvania,15-19,19899.0,3011933.0,660.6720667425205,190.73631211695147
1493,2019,Pennsylvania,under 19,20656.0,3011933.0,685.8054279427862,215.86967331721712
1494,2019,Rhode Island,0-14,34.0,242890.0,13.998106138581251,-455.9376484869878
1495,2019,Rhode Island,15-19,1529.0,242890.0,629.5030672320803,159.56731260651122
1496,2019,Rhode Island,under 19,1563.0,242890.0,643.5011733706616,173.56541874509253
1497,2019,South Carolina,0-14,406.0,1243068.0,32.661125537782326,-437.27462908778676
1498,2019,South Carolina,15-19,13471.0,1243068.0,1083.6897096538564,613.7539550282874
1499,2019,South Carolina,under 19,13877.0,1243068.0,1116.350835191639,646.4150805660698
1500,2019,South Dakota,0-14,53.0,237875.0,22.28060956384656,-447.6551450617225
1501,2019,South Dakota,15-19,1421.0,237875.0,597.3725696269048,127.43681500133573
1502,2019,South Dakota,under 19,1474.0,237875.0,619.6531791907514,149.71742456518234
1503,2019,Tennessee,0-14,399.0,1673712.0,23.83922682038487,-446.0965278051842
1504,2019,Tennessee,15-19,14562.0,1673712.0,870.0421577905876,400.1064031650185
1505,2019,Tennessee,under 19,14961.0,1673712.0,893.8813846109724,423.94562998540334
1506,2019,Texas,0-14,1181.0,8132046.0,14.522790451505069,-455.41296417406403
1507,2019,Texas,15-19,42686.0,8132046.0,524.9109510693864,54.97519644381737
1508,2019,Texas,under 19,43867.0,8132046.0,539.4337415208915,69.49798689532247
1509,2019,Utah,0-14,51.0,1016388.0,5.017768804826504,-464.91798582074256
1510,2019,Utah,15-19,2900.0,1016388.0,285.3241085097424,-184.61164611582666
1511,2019,Utah,under 19,2951.0,1016388.0,290.3418773145689,-179.5938773110002
1512,2019,Vermont,0-14,11.0,137673.0,7.989947193712639,-461.94580743185645
1513,2019,Vermont,15-19,427.0,137673.0,310.15522288320875,-159.78053174236032
1514,2019,Vermont,under 19,438.0,137673.0,318.1451700769214,-151.7905845486477
1515,2019,Virginia,0-14,97.0,2101250.0,4.616299821534801,-465.31945480403425
1516,2019,Virginia,15-19,10149.0,2101250.0,482.9982153480072,13.062460722438118
1517,2019,Virginia,under 19,10246.0,2101250.0,487.614515169542,17.678760543972942
1518,2019,Washington,0-14,230.0,1819479.0,12.640981291897296,-457.2947733336718
1519,2019,Washington,15-19,9379.0,1819479.0,515.4772327682815,45.541478142712435
1520,2019,Washington,under 19,9609.0,1819479.0,528.1182140601787,58.182459434609655
1521,2019,West Virginia,0-14,38.0,414168.0,9.175020764520678,-460.7607338610484
1522,2019,West Virginia,15-19,1586.0,414168.0,382.9363929613104,-86.99936166425869
1523,2019,West Virginia,under 19,1624.0,414168.0,392.111413725831,-77.82434089973805
1524,2019,Wisconsin,0-14,320.0,1436243.0,22.28035228021999,-447.6554023453491
1525,2019,Wisconsin,15-19,9712.0,1436243.0,676.2086917046768,206.2729370791077
1526,2019,Wisconsin,under 19,10032.0,1436243.0,698.4890439848966,228.55328935932755
1527,2019,Wyoming,0-14,14.0,151196.0,9.25950421968835,-460.67625040588075
1528,2019,Wyoming,15-19,675.0,151196.0,446.4403820206884,-23.495372604880686
1529,2019,Wyoming,under 19,689.0,151196.0,455.6998862403767,-14.235868385192362
1530,2020,Alabama,0-14,330.0,1225220.0,26.93393839473727,-386.9071014521163
1531,2020,Alabama,15-19,11039.0,1225220.0,900.9810483015294,487.14000845467586
1532,2020,Alabama,under 19,11369.0,1225220.0,927.9149866962669,514.0739468494132
1533,2020,Alaska,0-14,28.0,200779.0,13.945681570283746,-399.8953582765698
1534,2020,Alaska,15-19,1276.0,200779.0,635.5246315600735,221.68359171321998
1535,2020,Alaska,under 19,1304.0,200779.0,649.4703131303572,235.62927328350366
1536,2020,Arizona,0-14,264.0,1836857.0,14.372376292765304,-399.46866355408827
1537,2020,Arizona,15-19,10435.0,1836857.0,568.089949299265,154.2489094524114
1538,2020,Arizona,under 19,10699.0,1836857.0,582.4623255920303,168.62128574517675
1539,2020,Arkansas,0-14,178.0,784019.0,22.70353141951917,-391.1375084273344
1540,2020,Arkansas,15-19,6592.0,784019.0,840.7959500981482,426.9549102512946
1541,2020,Arkansas,under 19,6770.0,784019.0,863.4994815176673,449.6584416708137
1542,2020,California,0-14,868.0,9986244.0,8.691956655575408,-405.1490831912782
1543,2020,California,15-19,37254.0,9986244.0,373.05317194332525,-40.78786790352831
1544,2020,California,under 19,38122.0,9986244.0,381.74512859890064,-32.09591124795293
1545,2020,Colorado,0-14,200.0,1405688.0,14.227908326741067,-399.6131315201125
1546,2020,Colorado,15-19,7903.0,1405688.0,562.2157975311733,148.37475768431972
1547,2020,Colorado,under 19,8103.0,1405688.0,576.4437058579144,162.60266601106088
1548,2020,Connecticut,0-14,138.0,837963.0,16.46850755940298,-397.37253228745055
1549,2020,Connecticut,15-19,3714.0,837963.0,443.2176599682802,29.37662012142664
1550,2020,Connecticut,under 19,3852.0,837963.0,459.6861675276832,45.84512768082965
1551,2020,Delaware,0-14,46.0,229327.0,20.05869348136068,-393.78234636549286
1552,2020,Delaware,15-19,1524.0,229327.0,664.5532362085581,250.71219636170457
1553,2020,Delaware,under 19,1570.0,229327.0,684.6119296899188,270.7708898430653
1554,2020,District of Columbia,0-14,66.0,147288.0,44.8101678344468,-369.03087201240675
1555,2020,District of Columbia,15-19,1801.0,147288.0,1222.7744283308891,808.9333884840355
1556,2020,District of Columbia,under 19,1867.0,147288.0,1267.5845961653358,853.7435563184822
1557,2020,Florida,0-14,826.0,4696991.0,17.585726691833134,-396.2553131550204
1558,2020,Florida,15-19,31889.0,4696991.0,678.9240175252625,265.0829776784089
1559,2020,Florida,under 19,32715.0,4696991.0,696.5097442170957,282.6687043702421
1560,2020,Georgia,0-14,543.0,2804940.0,19.35870285995422,-394.4823369868993
1561,2020,Georgia,15-19,20711.0,2804940.0,738.3758654374069,324.53482559055334
1562,2020,Georgia,under 19,21254.0,2804940.0,757.7345682973611,343.8935284505075
1563,2020,Hawaii,0-14,38.0,332002.0,11.445714182444684,-402.39532566440886
1564,2020,Hawaii,15-19,1299.0,332002.0,391.2627032367275,-22.578336610126087
1565,2020,Hawaii,under 19,1337.0,332002.0,402.7084174191722,-11.132622427681383
1566,2020,Idaho,0-14,46.0,491963.0,9.350296668651913,-404.4907431782016
1567,2020,Idaho,15-19,1922.0,491963.0,390.6797868945429,-23.16125295231069
1568,2020,Idaho,under 19,1968.0,491963.0,400.0300835631948,-13.810956283658754
1569,2020,Illinois,0-14,632.0,3185189.0,19.84183670105604,-393.99920314579754
1570,2020,Illinois,15-19,23037.0,3185189.0,723.2537849402344,309.4127450933808
1571,2020,Illinois,under 19,23669.0,3185189.0,743.0956216412904,329.2545817944369
1572,2020,Indiana,0-14,309.0,1757799.0,17.578801671863506,-396.26223817499005
1573,2020,Indiana,15-19,11903.0,1757799.0,677.153644984438,263.3126051375844
1574,2020,Indiana,under 19,12212.0,1757799.0,694.7324466563015,280.8914068094479
1575,2020,Iowa,0-14,136.0,818198.0,16.621893478106767,-397.2191463687468
1576,2020,Iowa,15-19,5091.0,818198.0,622.2210271841291,208.3799873372755
1577,2020,Iowa,under 19,5227.0,818198.0,638.8429206622359,225.00188081538232
1578,2020,Kansas,0-14,136.0,786862.0,17.28384392688934,-396.5571959199642
1579,2020,Kansas,15-19,5279.0,786862.0,670.8927359562414,257.0516961093878
1580,2020,Kansas,under 19,5415.0,786862.0,688.1765798831308,274.3355400362772
1581,2020,Kentucky,0-14,232.0,1125883.0,20.606048763503846,-393.2349910833497
1582,2020,Kentucky,15-19,6125.0,1125883.0,544.0174511916425,130.17641134478896
1583,2020,Kentucky,under 19,6357.0,1125883.0,564.6234999551464,150.7824601082928
1584,2020,Louisiana,0-14,484.0,1213692.0,39.87832168293109,-373.9627181639225
1585,2020,Louisiana,15-19,14029.0,1213692.0,1155.894576218678,742.0535363718243
1586,2020,Louisiana,under 19,14513.0,1213692.0,1195.7728979016092,781.9318580547556
1587,2020,Maine,0-14,19.0,283323.0,6.70612692933507,-407.1349129175185
1588,2020,Maine,15-19,430.0,283323.0,151.77024103232,-262.07079881453353
