,YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)"
68,2010,Michigan,under 19,25357.0,2727917.0,929.537079024032,494.6209918299298
69,2010,Minnesota,0-14,134.0,1431372.0,9.361647426385314,-425.5544397677169
70,2010,Minnesota,15-19,5388.0,1431372.0,376.4220621892841,-58.49402500481813
71,2010,Minnesota,under 19,5522.0,1431372.0,385.7837096156695,-49.13237757843268
72,2010,Mississippi,0-14,490.0,851587.0,57.53962895159273,-377.37645824250944
73,2010,Mississippi,15-19,10698.0,851587.0,1256.2427561717122,821.3266689776101
74,2010,Mississippi,under 19,11188.0,851587.0,1313.7823851233052,878.866297929203
75,2010,Missouri,0-14,403.0,1603432.0,25.13358845276881,-409.78249874133337
76,2010,Missouri,15-19,11925.0,1603432.0,743.7172265490523,308.80113935495007
77,2010,Missouri,under 19,12328.0,1603432.0,768.850815001821,333.93472780771884
78,2010,Montana,0-14,38.0,251297.0,15.12154940170396,-419.7945377923982
79,2010,Montana,15-19,1078.0,251297.0,428.9744803957071,-5.941606798395128
80,2010,Montana,under 19,1116.0,251297.0,444.0960297974111,9.179942603308916
81,2010,Nebraska,0-14,55.0,506535.0,10.858084831255493,-424.0580023628467
82,2010,Nebraska,15-19,1905.0,506535.0,376.08457460984926,-58.83151258425295
83,2010,Nebraska,under 19,1960.0,506535.0,386.9426594411048,-47.973427752997395
84,2010,Nevada,0-14,118.0,724299.0,16.29161437472646,-418.62447281937574
85,2010,Nevada,15-19,3593.0,724299.0,496.0658512575608,61.149764063458576
86,2010,Nevada,under 19,3711.0,724299.0,512.3574656322872,77.44137843818504
87,2010,New Hampshire,0-14,14.0,335346.0,4.174792602267509,-430.7412945918347
88,2010,New Hampshire,15-19,778.0,335346.0,231.99918889743728,-202.91689829666493
89,2010,New Hampshire,under 19,792.0,335346.0,236.1739814997048,-198.7421056943974
90,2010,New Jersey,0-14,401.0,2305800.0,17.3909272269928,-417.5251599671094
91,2010,New Jersey,15-19,10648.0,2305800.0,461.7920027756094,26.875915581507172
92,2010,New Jersey,under 19,11049.0,2305800.0,479.1829300026021,44.266842808499916
93,2010,New Mexico,0-14,120.0,573245.0,20.933457771110085,-413.9826294229921
94,2010,New Mexico,15-19,3714.0,573245.0,647.8905180158571,212.97443082175488
95,2010,New Mexico,under 19,3834.0,573245.0,668.8239757869671,233.90788859286494
96,2010,New York,0-14,1690.0,4949029.0,34.14811269038836,-400.76797450371384
97,2010,New York,15-19,37849.0,4949029.0,764.776282377816,329.86019518371376
98,2010,New York,under 19,39539.0,4949029.0,798.9243950682044,364.0083078741022
99,2010,North Carolina,0-14,551.0,2509625.0,21.955471434975344,-412.9606157591269
100,2010,North Carolina,15-19,18778.0,2509625.0,748.2392787767096,313.3231915826074
101,2010,North Carolina,under 19,19329.0,2509625.0,770.194750211685,335.2786630175828
102,2010,North Dakota,0-14,23.0,170447.0,13.49393066466409,-421.4221565294381
103,2010,North Dakota,15-19,670.0,170447.0,393.0840671880409,-41.83202000606133
104,2010,North Dakota,under 19,693.0,170447.0,406.577997852705,-28.33808934139722
105,2010,Ohio,0-14,1048.0,3102541.0,33.77876392286194,-401.13732327124023
106,2010,Ohio,15-19,25325.0,3102541.0,816.2664087275558,381.3503215334536
107,2010,Ohio,under 19,26373.0,3102541.0,850.0451726504178,415.12908545631564
108,2010,Oklahoma,0-14,187.0,1023740.0,18.26635669212886,-416.64973050197335
109,2010,Oklahoma,15-19,6221.0,1023740.0,607.6738234317306,172.75773623762842
110,2010,Oklahoma,under 19,6408.0,1023740.0,625.9401801238596,191.0240929297574
111,2010,Oregon,0-14,115.0,966791.0,11.895021778233351,-423.02106541586886
112,2010,Oregon,15-19,4055.0,966791.0,419.4288113977064,-15.487275796395807
113,2010,Oregon,under 19,4170.0,966791.0,431.3238331759398,-3.592254018162407
114,2010,Pennsylvania,0-14,972.0,3210285.0,30.277685626042544,-404.63840156805963
115,2010,Pennsylvania,15-19,22371.0,3210285.0,696.8540176339484,261.9379304398462
116,2010,Pennsylvania,under 19,23343.0,3210285.0,727.1317032599909,292.2156160658887
117,2010,Rhode Island,0-14,33.0,267674.0,12.32842935809978,-422.58765783600245
118,2010,Rhode Island,15-19,1204.0,267674.0,449.8008771864283,14.884789992326091
119,2010,Rhode Island,under 19,1237.0,267674.0,462.1293065445281,27.213219350425902
120,2010,South Carolina,0-14,406.0,1209682.0,33.562539576516805,-401.3535476175854
121,2010,South Carolina,15-19,12173.0,1209682.0,1006.2975228200468,571.3814356259445
122,2010,South Carolina,under 19,12579.0,1209682.0,1039.8600623965638,604.9439752024616
123,2010,South Dakota,0-14,27.0,223513.0,12.079834282569694,-422.8362529115325
124,2010,South Dakota,15-19,1055.0,223513.0,472.00833955966766,37.09225236556546
125,2010,South Dakota,under 19,1082.0,223513.0,484.0881738422374,49.17208664813518
126,2010,Tennessee,0-14,410.0,1662976.0,24.65459513546798,-410.26149205863425
127,2010,Tennessee,15-19,12599.0,1662976.0,757.617668565271,322.70158137116874
128,2010,Tennessee,under 19,13009.0,1662976.0,782.2722637007389,347.3561765066367
129,2010,Texas,0-14,1768.0,7410591.0,23.85774629850709,-411.0583408955951
130,2010,Texas,15-19,49788.0,7410591.0,671.8492492704023,236.9331620763001
131,2010,Texas,under 19,51556.0,7410591.0,695.7069955689094,260.7909083748072
132,2010,Utah,0-14,54.0,923645.0,5.846402026752703,-429.0696851673495
133,2010,Utah,15-19,2019.0,923645.0,218.5904757780316,-216.32561141607061
134,2010,Utah,under 19,2073.0,923645.0,224.43687780478436,-210.47920938931784
135,2010,Vermont,0-14,7.0,153610.0,4.556994987305514,-430.3590922067967
136,2010,Vermont,15-19,359.0,153610.0,233.7087429203828,-201.2073442737194
137,2010,Vermont,under 19,366.0,153610.0,238.2657379076883,-196.6503492864139
138,2010,Virginia,0-14,308.0,2076626.0,14.831751119363814,-420.0843360747384
139,2010,Virginia,15-19,11960.0,2076626.0,575.9342317778936,141.0181445837914
140,2010,Virginia,under 19,12268.0,2076626.0,590.7659828972573,155.84989570315514
141,2010,Washington,0-14,236.0,1745436.0,13.52097699371389,-421.39511020038833
142,2010,Washington,15-19,6659.0,1745436.0,381.5092618692407,-53.40682532486153
143,2010,Washington,under 19,6895.0,1745436.0,395.0302388629546,-39.8858483311476
144,2010,West Virginia,0-14,42.0,441113.0,9.52136980773634,-425.39471738636587
145,2010,West Virginia,15-19,1530.0,441113.0,346.84990013896663,-88.06618705513557
146,2010,West Virginia,under 19,1572.0,441113.0,356.371269946703,-78.54481724739918
147,2010,Wisconsin,0-14,357.0,1506888.0,23.69120996384602,-411.2248772302562
148,2010,Wisconsin,15-19,9332.0,1506888.0,619.2895556935885,184.37346849948625
149,2010,Wisconsin,under 19,9689.0,1506888.0,642.9807656574344,208.0646784633322
150,2010,Wyoming,0-14,16.0,147263.0,10.864915151803237,-424.05117204229896
151,2010,Wyoming,15-19,652.0,147263.0,442.74529243598187,7.829205241879663
152,2010,Wyoming,under 19,668.0,147263.0,453.6102075877851,18.69412039368291
153,2011,Alabama,0-14,614.0,1274184.0,48.187702874938005,-405.23021734728735
154,2011,Alabama,15-19,13503.0,1274184.0,1059.7370552447685,606.3191350225432
155,2011,Alabama,under 19,14117.0,1274184.0,1107.9247581197064,654.5068378974811
156,2011,Alaska,0-14,53.0,206788.0,25.63011393311024,-427.7878062891151
157,2011,Alaska,15-19,1784.0,206788.0,862.7193067295974,409.30138650737206
158,2011,Alaska,under 19,1837.0,206788.0,888.3494206627078,434.9315004404824
159,2011,Arizona,0-14,281.0,1808301.0,15.539448355113446,-437.8784718671119
160,2011,Arizona,15-19,9900.0,1808301.0,547.4752267459897,94.0573065237644
161,2011,Arizona,under 19,10181.0,1808301.0,563.0146751011032,109.59675487887785
162,2011,Arkansas,0-14,280.0,792733.0,35.32084573242189,-418.09707448980345
163,2011,Arkansas,15-19,7457.0,792733.0,940.6698093809644,487.251889158739
164,2011,Arkansas,under 19,7737.0,792733.0,975.9906551133864,522.5727348911611
165,2011,California,0-14,1380.0,10428927.0,13.23242554099765,-440.1854946812277
166,2011,California,15-19,48011.0,10428927.0,460.36375554263634,6.945835320410993
167,2011,California,under 19,49391.0,10428927.0,473.596181083634,20.17826086140866
168,2011,Colorado,0-14,224.0,1351518.0,16.57395609973378,-436.84396412249157
169,2011,Colorado,15-19,6990.0,1351518.0,517.1962193622282,63.7782991400029
170,2011,Colorado,under 19,7214.0,1351518.0,533.770175461962,80.35225523973668
171,2011,Connecticut,0-14,146.0,920953.0,15.853143428600587,-437.5647767936248
172,2011,Connecticut,15-19,4791.0,920953.0,520.22198744127,66.80406721904467
173,2011,Connecticut,under 19,4937.0,920953.0,536.0751308698707,82.65721064764534
174,2011,Delaware,0-14,58.0,232773.0,24.91697920291443,-428.5009410193109
175,2011,Delaware,15-19,1786.0,232773.0,767.2711182138822,313.8531979916569
176,2011,Delaware,under 19,1844.0,232773.0,792.1880974167966,338.77017719457126
177,2011,District of Columbia,0-14,197.0,127777.0,154.1748514990961,-299.2430687231292
178,2011,District of Columbia,15-19,3414.0,127777.0,2671.8423503447416,2218.4244301225162
179,2011,District of Columbia,under 19,3611.0,127777.0,2826.017201843837,2372.5992816216117
180,2011,Florida,0-14,907.0,4511036.0,20.10624610399917,-433.31167411822616
181,2011,Florida,15-19,29075.0,4511036.0,644.5304360240086,191.11251580178327
182,2011,Florida,under 19,29982.0,4511036.0,664.6366821280078,211.21876190578246
183,2011,Georgia,0-14,921.0,2772817.0,33.21531857313339,-420.20260164909195
184,2011,Georgia,15-19,23542.0,2772817.0,849.0282625936006,395.6103423713753
185,2011,Georgia,under 19,24463.0,2772817.0,882.2435811667341,428.82566094450874
186,2011,Hawaii,0-14,52.0,335875.0,15.481950130256791,-437.93597009196856
187,2011,Hawaii,15-19,1504.0,335875.0,447.78563453665794,-5.63228568556741
188,2011,Hawaii,under 19,1556.0,335875.0,463.2675846669149,9.849664444689552
189,2011,Idaho,0-14,40.0,470101.0,8.508809808955947,-444.9091104132694
190,2011,Idaho,15-19,1427.0,470101.0,303.55178993450346,-149.8661302877219
191,2011,Idaho,under 19,1467.0,470101.0,312.0605997434594,-141.35732047876593
192,2011,Illinois,0-14,1091.0,3506242.0,31.115935522990146,-422.3019846992352
193,2011,Illinois,15-19,28718.0,3506242.0,819.0535621899458,365.6356419677204
194,2011,Illinois,under 19,29809.0,3506242.0,850.1694977129359,396.7515774907106
195,2011,Indiana,0-14,348.0,1803049.0,19.30064019336136,-434.117280028864
196,2011,Indiana,15-19,11299.0,1803049.0,626.6607285769827,173.24280835475736
197,2011,Indiana,under 19,11647.0,1803049.0,645.961368770344,192.5434485481187
198,2011,Iowa,0-14,135.0,819119.0,16.48112179060674,-436.9367984316186
199,2011,Iowa,15-19,3972.0,819119.0,484.91122779474046,31.493307572515107
200,2011,Iowa,under 19,4107.0,819119.0,501.3923495853472,47.97442936312183
201,2011,Kansas,0-14,103.0,803514.0,12.81869388710091,-440.59922633512446
202,2011,Kansas,15-19,3933.0,803514.0,489.4749811453193,36.05706092309396
203,2011,Kansas,under 19,4036.0,803514.0,502.2936750324201,48.875754810194735
204,2011,Kentucky,0-14,231.0,1143722.0,20.197215756975908,-433.22070446524947
205,2011,Kentucky,15-19,6953.0,1143722.0,607.9274509015303,154.50953067930493
206,2011,Kentucky,under 19,7184.0,1143722.0,628.1246666585062,174.7067464362808
207,2011,Louisiana,0-14,789.0,1247310.0,63.25612718570363,-390.1617930365217
208,2011,Louisiana,15-19,14500.0,1247310.0,1162.5017036662898,709.0837834440645
209,2011,Louisiana,under 19,15289.0,1247310.0,1225.7578308519935,772.3399106297682
210,2011,Maine,0-14,30.0,314414.0,9.541559854204966,-443.87636036802036
211,2011,Maine,15-19,957.0,314414.0,304.3757593491384,-149.04216087308697
212,2011,Maine,under 19,987.0,314414.0,313.91731920334337,-139.50060101888198
213,2011,Maryland,0-14,567.0,1519537.0,37.31399761901158,-416.1039226032138
214,2011,Maryland,15-19,11539.0,1519537.0,759.3760467826713,305.958126560446
215,2011,Maryland,under 19,12106.0,1519537.0,796.6900444016829,343.2721241794576
216,2011,Massachusetts,0-14,126.0,1629585.0,7.732029934001601,-445.68589028822373
217,2011,Massachusetts,15-19,6350.0,1629585.0,389.6697625469061,-63.74815767531925
218,2011,Massachusetts,under 19,6476.0,1629585.0,397.4017924809077,-56.01612774131763
219,2011,Michigan,0-14,846.0,2681980.0,31.543859387467467,-421.87406083475787
220,2011,Michigan,15-19,23443.0,2681980.0,874.0930208278958,420.6751006056704
221,2011,Michigan,under 19,24289.0,2681980.0,905.6368802153632,452.2189599931379
222,2011,Minnesota,0-14,183.0,1429907.0,12.798035116969144,-440.61988510525623
223,2011,Minnesota,15-19,5691.0,1429907.0,397.99791175230274,-55.42000846992261
224,2011,Minnesota,under 19,5874.0,1429907.0,410.7959468692719,-42.62197335295343
225,2011,Mississippi,0-14,433.0,850580.0,50.906440311316985,-402.51147991090835
226,2011,Mississippi,15-19,9964.0,850580.0,1171.435961344024,718.0180411217987
227,2011,Mississippi,under 19,10397.0,850580.0,1222.342401655341,768.9244814331157
228,2011,Missouri,0-14,387.0,1600083.0,24.186245338523065,-429.2316748837023
229,2011,Missouri,15-19,12109.0,1600083.0,756.7732423880511,303.3553221658258
230,2011,Missouri,under 19,12496.0,1600083.0,780.9594877265743,327.5415675043489
231,2011,Montana,0-14,32.0,252279.0,12.684369289556406,-440.73355093266895
232,2011,Montana,15-19,1143.0,252279.0,453.0698155613428,-0.3481046608825409
233,2011,Montana,under 19,1175.0,252279.0,465.7541848508992,12.33626462867386
234,2011,Nebraska,0-14,89.0,509755.0,17.45936773548077,-435.95855248674457
235,2011,Nebraska,15-19,2369.0,509755.0,464.7330580376848,11.31513781545948
236,2011,Nebraska,under 19,2458.0,509755.0,482.1924257731656,28.774505550940262
237,2011,Nevada,0-14,126.0,730292.0,17.253372623553318,-436.164547598672
238,2011,Nevada,15-19,3702.0,730292.0,506.9205194634475,53.50259924122213
239,2011,Nevada,under 19,3828.0,730292.0,524.1738920870008,70.75597186477546
240,2011,New Hampshire,0-14,23.0,330521.0,6.958710641683886,-446.4592095805415
241,2011,New Hampshire,15-19,959.0,330521.0,290.1479784945586,-163.26994172766678
242,2011,New Hampshire,under 19,982.0,330521.0,297.1066891362425,-156.31123108598285
243,2011,New Jersey,0-14,316.0,2294820.0,13.770143192058638,-439.6477770301667
244,2011,New Jersey,15-19,10388.0,2294820.0,452.6716692376745,-0.7462509845508407
245,2011,New Jersey,under 19,10704.0,2294820.0,466.441812429733,13.023892207507629
246,2011,New Mexico,0-14,113.0,576284.0,19.608387531147837,-433.8095326910775
247,2011,New Mexico,15-19,3662.0,576284.0,635.4505764518883,182.03265622966296
248,2011,New Mexico,under 19,3775.0,576284.0,655.0589639830362,201.64104376081082
249,2011,New York,0-14,1798.0,4916543.0,36.57041136424516,-416.8475088579802
250,2011,New York,15-19,38776.0,4916543.0,788.684244193532,335.26632397130663
251,2011,New York,under 19,40574.0,4916543.0,825.254655557777,371.8367353355517
252,2011,North Carolina,0-14,631.0,2538364.0,24.85853092779444,-428.5593892944309
253,2011,North Carolina,15-19,23467.0,2538364.0,924.49309870452,471.07517848229463
254,2011,North Carolina,under 19,24098.0,2538364.0,949.3516296323144,495.933709410089
255,2011,North Dakota,0-14,17.0,170922.0,9.946057265887363,-443.471862956338
256,2011,North Dakota,15-19,714.0,170922.0,417.7344051672693,-35.68351505495605
257,2011,North Dakota,under 19,731.0,170922.0,427.6804624331567,-25.73745778906863
258,2011,Ohio,0-14,1052.0,3078530.0,34.17215359278617,-419.2457666294392
259,2011,Ohio,15-19,24697.0,3078530.0,802.2335335371102,348.8156133148849
260,2011,Ohio,under 19,25749.0,3078530.0,836.4056871298964,382.987766907671
261,2011,Oklahoma,0-14,177.0,1032236.0,17.147241522287537,-436.27067869993783
262,2011,Oklahoma,15-19,5850.0,1032236.0,566.7308638722153,113.31294364998996
263,2011,Oklahoma,under 19,6027.0,1032236.0,583.8781053945029,130.46018517227753
264,2011,Oregon,0-14,138.0,968639.0,14.246793697135878,-439.17112652508945
265,2011,Oregon,15-19,4493.0,968639.0,463.846696240808,10.428776018582653
266,2011,Oregon,under 19,4631.0,968639.0,478.09348993794384,24.675569715718495
267,2011,Pennsylvania,0-14,1145.0,3193630.0,35.852619119935625,-417.5653011022897
268,2011,Pennsylvania,15-19,23948.0,3193630.0,749.867705401064,296.4497851788386
269,2011,Pennsylvania,under 19,25093.0,3193630.0,785.7203245209996,332.30240429877426
270,2011,Rhode Island,0-14,36.0,264420.0,13.614703880190604,-439.8032163420347
271,2011,Rhode Island,15-19,1423.0,264420.0,538.1589894864231,84.74106926419779
272,2011,Rhode Island,under 19,1459.0,264420.0,551.7736933666137,98.35577314438831
273,2011,South Carolina,0-14,426.0,1216633.0,35.014667529156284,-418.4032526930691
274,2011,South Carolina,15-19,12566.0,1216633.0,1032.8504980548776,579.4325778326522
275,2011,South Carolina,under 19,12992.0,1216633.0,1067.865165584034,614.4472453618087
276,2011,South Dakota,0-14,44.0,224789.0,19.573911534817096,-433.84400868740823
277,2011,South Dakota,15-19,1147.0,224789.0,510.2562847826184,56.838364560393074
278,2011,South Dakota,under 19,1191.0,224789.0,529.8301963174355,76.41227609521013
279,2011,Tennessee,0-14,428.0,1667543.0,25.66650455190661,-427.75141567031875
280,2011,Tennessee,15-19,13137.0,1667543.0,787.8057717252269,334.38785150300157
281,2011,Tennessee,under 19,13565.0,1667543.0,813.4722762771335,360.0543560549081
282,2011,Texas,0-14,1758.0,7522427.0,23.370117117786585,-430.04780310443874
283,2011,Texas,15-19,49857.0,7522427.0,662.7781166902649,209.3601964680396
284,2011,Texas,under 19,51615.0,7522427.0,686.1482338080516,232.73031358582625
285,2011,Utah,0-14,58.0,942404.0,6.154473028552511,-447.26344719367285
286,2011,Utah,15-19,2082.0,942404.0,220.924359404247,-232.49356081797833
287,2011,Utah,under 19,2140.0,942404.0,227.07883243279952,-226.33908778942583
288,2011,Vermont,0-14,7.0,151611.0,4.617079235675512,-448.8008409865498
289,2011,Vermont,15-19,458.0,151611.0,302.0888985627692,-151.32902165945615
290,2011,Vermont,under 19,465.0,151611.0,306.7059777984447,-146.71194242378067
291,2011,Virginia,0-14,347.0,2078758.0,16.69265975164016,-436.72526047058517
292,2011,Virginia,15-19,12819.0,2078758.0,616.6662978567009,163.24837763447556
293,2011,Virginia,under 19,13166.0,2078758.0,633.3589576083411,179.9410373861158
294,2011,Washington,0-14,212.0,1754796.0,12.081176387454724,-441.33674383477063
295,2011,Washington,15-19,6881.0,1754796.0,392.1253524626224,-61.292567759602946
296,2011,Washington,under 19,7093.0,1754796.0,404.2065288500772,-49.21139137214817
297,2011,West Virginia,0-14,44.0,440702.0,9.984070868750312,-443.433849353475
298,2011,West Virginia,15-19,1578.0,440702.0,358.0650870656362,-95.35283315658916
299,2011,West Virginia,under 19,1622.0,440702.0,368.0491579343865,-85.36876228783882
300,2011,Wisconsin,0-14,372.0,1503399.0,24.743930254044333,-428.673989968181
301,2011,Wisconsin,15-19,9514.0,1503399.0,632.8326678413382,179.41474761911286
302,2011,Wisconsin,under 19,9886.0,1503399.0,657.5765980953825,204.1586778731571
303,2011,Wyoming,0-14,17.0,149336.0,11.383725290619813,-442.03419493160555
304,2011,Wyoming,15-19,674.0,149336.0,451.3312262281031,-2.0866939941222427
305,2011,Wyoming,under 19,691.0,149336.0,462.7149515187229,9.29703129649755
306,2012,Alabama,0-14,500.0,1270094.0,39.36716494999583,-393.5490132049714
307,2012,Alabama,15-19,13336.0,1270094.0,1050.0010235462887,617.0848453913216
308,2012,Alabama,under 19,13836.0,1270094.0,1089.3681884962846,656.4520103413174
309,2012,Alaska,0-14,39.0,207094.0,18.832027967975893,-414.08415018699134
310,2012,Alaska,15-19,1415.0,207094.0,683.2646044791254,250.3484263241582
311,2012,Alaska,under 19,1454.0,207094.0,702.0966324471013,269.18045429213413
312,2012,Arizona,0-14,268.0,1810148.0,14.805419225389306,-418.1107589295779
313,2012,Arizona,15-19,9880.0,1810148.0,545.8117236822624,112.89554552729516
314,2012,Arizona,under 19,10148.0,1810148.0,560.6171429076518,127.70096475268457
315,2012,Arkansas,0-14,301.0,794184.0,37.9005369032869,-395.01564125168034
