,STATE,YEAR,Birth Rate per 1000 People,AGE,Birth Rate per 1000 People (Adjusted),"Birth Rate per 100,000 People (Adjusted)"
1092,Oklahoma,2000,59.6,15-19,13.84117647,1384.117647
1093,Oklahoma,2001,58.24,15-19,13.90784314,1390.784314
1094,Oklahoma,2002,56.88,15-19,13.9745098,1397.45098
1095,Oklahoma,2003,55.52,15-19,14.04117647,1404.117647
1096,Oklahoma,2004,54.16,15-19,14.10784314,1410.784314
1097,Oklahoma,2005,52.8,15-19,14.1745098,1417.45098
1098,Oklahoma,2006,56.6,15-19,16.26666667,1626.666667
1099,Oklahoma,2007,58.5,15-19,17.46666667,1746.666667
1100,Oklahoma,2008,57.8,15-19,17.72745098,1772.745098
1101,Oklahoma,2009,57.4,15-19,19.50392157,1950.392157
1102,Oklahoma,2010,50.7,15-19,16.34901961,1634.901961
1103,Oklahoma,2011,48,15-19,16.51764706,1651.764706
1104,Oklahoma,2012,47.3,15-19,17.60588235,1760.588235
1105,Oklahoma,2013,42.9,15-19,16.12352941,1612.352941
1106,Oklahoma,2014,38.6,15-19,14.02156863,1402.156863
1107,Oklahoma,2015,34.7,15-19,11.93529412,1193.529412
1108,Oklahoma,2016,33.3,15-19,12.50196078,1250.196078
1109,Oklahoma,2017,29.7,15-19,10.44901961,1044.901961
1110,Oregon,1988,47.9,15-19,-3.539215686,-353.9215686
1111,Oregon,1989,49.175,15-19,-3.756862745,-375.6862745
1112,Oregon,1990,50.45,15-19,-3.974509804,-397.4509804
1113,Oregon,1991,51.725,15-19,-4.192156863,-419.2156863
1114,Oregon,1992,53,15-19,-4.409803922,-440.9803922
1115,Oregon,1993,52.375,15-19,-3.388235294,-338.8235294
1116,Oregon,1994,51.75,15-19,-2.366666667,-236.6666667
1117,Oregon,1995,51.125,15-19,-1.345098039,-134.5098039
1118,Oregon,1996,50.5,15-19,-0.323529412,-32.35294118
1119,Oregon,1997,48.55,15-19,-1.007352941,-100.7352941
1120,Oregon,1998,46.6,15-19,-1.691176471,-169.1176471
1121,Oregon,1999,44.65,15-19,-2.375,-237.5
1122,Oregon,2000,42.7,15-19,-3.058823529,-305.8823529
1123,Oregon,2001,40.7,15-19,-3.632156863,-363.2156863
1124,Oregon,2002,38.7,15-19,-4.205490196,-420.5490196
1125,Oregon,2003,36.7,15-19,-4.778823529,-477.8823529
1126,Oregon,2004,34.7,15-19,-5.352156863,-535.2156863
1127,Oregon,2005,32.7,15-19,-5.925490196,-592.5490196
1128,Oregon,2006,34.5,15-19,-5.833333333,-583.3333333
1129,Oregon,2007,34.5,15-19,-6.533333333,-653.3333333
1130,Oregon,2008,35.6,15-19,-4.47254902,-447.254902
1131,Oregon,2009,32.5,15-19,-5.396078431,-539.6078431
1132,Oregon,2010,28.3,15-19,-6.050980392,-605.0980392
1133,Oregon,2011,25.8,15-19,-5.682352941,-568.2352941
1134,Oregon,2012,23.7,15-19,-5.994117647,-599.4117647
1135,Oregon,2013,21.8,15-19,-4.976470588,-497.6470588
1136,Oregon,2014,20.1,15-19,-4.478431373,-447.8431373
1137,Oregon,2015,19.2,15-19,-3.564705882,-356.4705882
1138,Oregon,2016,16.7,15-19,-4.098039216,-409.8039216
1139,Oregon,2017,15.1,15-19,-4.150980392,-415.0980392
1140,Pennsylvania,1988,41.3,15-19,-10.13921569,-1013.921569
1141,Pennsylvania,1989,42.175,15-19,-10.75686275,-1075.686275
1142,Pennsylvania,1990,43.05,15-19,-11.3745098,-1137.45098
1143,Pennsylvania,1991,43.925,15-19,-11.99215686,-1199.215686
1144,Pennsylvania,1992,44.8,15-19,-12.60980392,-1260.980392
1145,Pennsylvania,1993,43.2,15-19,-12.56323529,-1256.323529
1146,Pennsylvania,1994,41.6,15-19,-12.51666667,-1251.666667
1147,Pennsylvania,1995,40,15-19,-12.47009804,-1247.009804
1148,Pennsylvania,1996,38.4,15-19,-12.42352941,-1242.352941
1149,Pennsylvania,1997,37.3,15-19,-12.25735294,-1225.735294
1150,Pennsylvania,1998,36.2,15-19,-12.09117647,-1209.117647
1151,Pennsylvania,1999,35.1,15-19,-11.925,-1192.5
1152,Pennsylvania,2000,34,15-19,-11.75882353,-1175.882353
1153,Pennsylvania,2001,33.04,15-19,-11.29215686,-1129.215686
1154,Pennsylvania,2002,32.08,15-19,-10.8254902,-1082.54902
1155,Pennsylvania,2003,31.12,15-19,-10.35882353,-1035.882353
1156,Pennsylvania,2004,30.16,15-19,-9.892156863,-989.2156863
1157,Pennsylvania,2005,29.2,15-19,-9.425490196,-942.5490196
1158,Pennsylvania,2006,30.4,15-19,-9.933333333,-993.3333333
1159,Pennsylvania,2007,30.7,15-19,-10.33333333,-1033.333333
1160,Pennsylvania,2008,30.4,15-19,-9.67254902,-967.254902
1161,Pennsylvania,2009,28.7,15-19,-9.196078431,-919.6078431
1162,Pennsylvania,2010,27.1,15-19,-7.250980392,-725.0980392
1163,Pennsylvania,2011,25,15-19,-6.482352941,-648.2352941
1164,Pennsylvania,2012,23.7,15-19,-5.994117647,-599.4117647
1165,Pennsylvania,2013,20.8,15-19,-5.976470588,-597.6470588
1166,Pennsylvania,2014,19.3,15-19,-5.278431373,-527.8431373
1167,Pennsylvania,2015,17.8,15-19,-4.964705882,-496.4705882
1168,Pennsylvania,2016,15.9,15-19,-4.898039216,-489.8039216
1169,Pennsylvania,2017,14.8,15-19,-4.450980392,-445.0980392
1170,Rhode Island,1988,38.3,15-19,-13.13921569,-1313.921569
1171,Rhode Island,1989,40.275,15-19,-12.65686275,-1265.686275
1172,Rhode Island,1990,42.25,15-19,-12.1745098,-1217.45098
1173,Rhode Island,1991,44.225,15-19,-11.69215686,-1169.215686
1174,Rhode Island,1992,46.2,15-19,-11.20980392,-1120.980392
1175,Rhode Island,1993,44.375,15-19,-11.38823529,-1138.823529
1176,Rhode Island,1994,42.55,15-19,-11.56666667,-1156.666667
1177,Rhode Island,1995,40.725,15-19,-11.74509804,-1174.509804
1178,Rhode Island,1996,38.9,15-19,-11.92352941,-1192.352941
1179,Rhode Island,1997,37.55,15-19,-12.00735294,-1200.735294
1180,Rhode Island,1998,36.2,15-19,-12.09117647,-1209.117647
1181,Rhode Island,1999,34.85,15-19,-12.175,-1217.5
1182,Rhode Island,2000,33.5,15-19,-12.25882353,-1225.882353
1183,Rhode Island,2001,32.36,15-19,-11.97215686,-1197.215686
1184,Rhode Island,2002,31.22,15-19,-11.6854902,-1168.54902
1185,Rhode Island,2003,30.08,15-19,-11.39882353,-1139.882353
1186,Rhode Island,2004,28.94,15-19,-11.11215686,-1111.215686
1187,Rhode Island,2005,27.8,15-19,-10.8254902,-1082.54902
1188,Rhode Island,2006,27.5,15-19,-12.83333333,-1283.333333
1189,Rhode Island,2007,29.2,15-19,-11.83333333,-1183.333333
1190,Rhode Island,2008,27.6,15-19,-12.47254902,-1247.254902
1191,Rhode Island,2009,25.8,15-19,-12.09607843,-1209.607843
1192,Rhode Island,2010,22.4,15-19,-11.95098039,-1195.098039
1193,Rhode Island,2011,21.3,15-19,-10.18235294,-1018.235294
1194,Rhode Island,2012,19.8,15-19,-9.894117647,-989.4117647
1195,Rhode Island,2013,17.5,15-19,-9.276470588,-927.6470588
1196,Rhode Island,2014,15.8,15-19,-8.778431373,-877.8431373
1197,Rhode Island,2015,14.3,15-19,-8.464705882,-846.4705882
1198,Rhode Island,2016,13,15-19,-7.798039216,-779.8039216
1199,Rhode Island,2017,11.4,15-19,-7.850980392,-785.0980392
1200,South Carolina,1988,65.1,15-19,13.66078431,1366.078431
1201,South Carolina,1989,66.25,15-19,13.31813725,1331.813725
1202,South Carolina,1990,67.4,15-19,12.9754902,1297.54902
1203,South Carolina,1991,68.55,15-19,12.63284314,1263.284314
1204,South Carolina,1992,69.7,15-19,12.29019608,1229.019608
1205,South Carolina,1993,67.325,15-19,11.56176471,1156.176471
1206,South Carolina,1994,64.95,15-19,10.83333333,1083.333333
1207,South Carolina,1995,62.575,15-19,10.10490196,1010.490196
1208,South Carolina,1996,60.2,15-19,9.376470588,937.6470588
1209,South Carolina,1997,59.6,15-19,10.04264706,1004.264706
1210,South Carolina,1998,59,15-19,10.70882353,1070.882353
1211,South Carolina,1999,58.4,15-19,11.375,1137.5
1212,South Carolina,2000,57.8,15-19,12.04117647,1204.117647
1213,South Carolina,2001,55.98,15-19,11.64784314,1164.784314
1214,South Carolina,2002,54.16,15-19,11.2545098,1125.45098
1215,South Carolina,2003,52.34,15-19,10.86117647,1086.117647
1216,South Carolina,2004,50.52,15-19,10.46784314,1046.784314
1217,South Carolina,2005,48.7,15-19,10.0745098,1007.45098
1218,South Carolina,2006,52,15-19,11.66666667,1166.666667
1219,South Carolina,2007,51.9,15-19,10.86666667,1086.666667
1220,South Carolina,2008,51.2,15-19,11.12745098,1112.745098
1221,South Carolina,2009,47,15-19,9.103921569,910.3921569
1222,South Carolina,2010,42.9,15-19,8.549019608,854.9019608
1223,South Carolina,2011,38.9,15-19,7.417647059,741.7647059
1224,South Carolina,2012,36.4,15-19,6.705882353,670.5882353
1225,South Carolina,2013,31.7,15-19,4.923529412,492.3529412
1226,South Carolina,2014,28.5,15-19,3.921568627,392.1568627
1227,South Carolina,2015,26.2,15-19,3.435294118,343.5294118
1228,South Carolina,2016,23.7,15-19,2.901960784,290.1960784
1229,South Carolina,2017,21.7,15-19,2.449019608,244.9019608
1230,South Dakota,1988,46.1,15-19,-5.339215686,-533.9215686
1231,South Dakota,1989,46.65,15-19,-6.281862745,-628.1862745
1232,South Dakota,1990,47.2,15-19,-7.224509804,-722.4509804
1233,South Dakota,1991,47.75,15-19,-8.167156863,-816.7156863
1234,South Dakota,1992,48.3,15-19,-9.109803922,-910.9803922
1235,South Dakota,1993,46.25,15-19,-9.513235294,-951.3235294
1236,South Dakota,1994,44.2,15-19,-9.916666667,-991.6666667
1237,South Dakota,1995,42.15,15-19,-10.32009804,-1032.009804
1238,South Dakota,1996,40.1,15-19,-10.72352941,-1072.352941
1239,South Dakota,1997,39.575,15-19,-9.982352941,-998.2352941
1240,South Dakota,1998,39.05,15-19,-9.241176471,-924.1176471
1241,South Dakota,1999,38.525,15-19,-8.5,-850
1242,South Dakota,2000,38,15-19,-7.758823529,-775.8823529
1243,South Dakota,2001,37.76,15-19,-6.572156863,-657.2156863
1244,South Dakota,2002,37.52,15-19,-5.385490196,-538.5490196
1245,South Dakota,2003,37.28,15-19,-4.198823529,-419.8823529
1246,South Dakota,2004,37.04,15-19,-3.012156863,-301.2156863
1247,South Dakota,2005,36.8,15-19,-1.825490196,-182.5490196
1248,South Dakota,2006,38.7,15-19,-1.633333333,-163.3333333
1249,South Dakota,2007,41.3,15-19,0.266666667,26.66666667
1250,South Dakota,2008,39.1,15-19,-0.97254902,-97.25490196
1251,South Dakota,2009,38.7,15-19,0.803921569,80.39215686
1252,South Dakota,2010,34.8,15-19,0.449019608,44.90196078
1253,South Dakota,2011,34.4,15-19,2.917647059,291.7647059
1254,South Dakota,2012,33.5,15-19,3.805882353,380.5882353
1255,South Dakota,2013,29.6,15-19,2.823529412,282.3529412
1256,South Dakota,2014,26.8,15-19,2.221568627,222.1568627
1257,South Dakota,2015,26.5,15-19,3.735294118,373.5294118
1258,South Dakota,2016,24.9,15-19,4.101960784,410.1960784
1259,South Dakota,2017,22.3,15-19,3.049019608,304.9019608
1260,Tennessee,1988,64.3,15-19,12.86078431,1286.078431
1261,Tennessee,1989,65.95,15-19,13.01813725,1301.813725
1262,Tennessee,1990,67.6,15-19,13.1754902,1317.54902
1263,Tennessee,1991,69.25,15-19,13.33284314,1333.284314
1264,Tennessee,1992,70.9,15-19,13.49019608,1349.019608
1265,Tennessee,1993,69.3,15-19,13.53676471,1353.676471
1266,Tennessee,1994,67.7,15-19,13.58333333,1358.333333
1267,Tennessee,1995,66.1,15-19,13.62990196,1362.990196
1268,Tennessee,1996,64.5,15-19,13.67647059,1367.647059
1269,Tennessee,1997,63.2,15-19,13.64264706,1364.264706
1270,Tennessee,1998,61.9,15-19,13.60882353,1360.882353
1271,Tennessee,1999,60.6,15-19,13.575,1357.5
1272,Tennessee,2000,59.3,15-19,13.54117647,1354.117647
1273,Tennessee,2001,58.1,15-19,13.76784314,1376.784314
1274,Tennessee,2002,56.9,15-19,13.9945098,1399.45098
1275,Tennessee,2003,55.7,15-19,14.22117647,1422.117647
1276,Tennessee,2004,54.5,15-19,14.44784314,1444.784314
1277,Tennessee,2005,53.3,15-19,14.6745098,1467.45098
1278,Tennessee,2006,52.1,15-19,11.76666667,1176.666667
1279,Tennessee,2007,53.4,15-19,12.36666667,1236.666667
1280,Tennessee,2008,52.2,15-19,12.12745098,1212.745098
1281,Tennessee,2009,48.4,15-19,10.50392157,1050.392157
1282,Tennessee,2010,43.5,15-19,9.149019608,914.9019608
1283,Tennessee,2011,40.8,15-19,9.317647059,931.7647059
1284,Tennessee,2012,38.4,15-19,8.705882353,870.5882353
1285,Tennessee,2013,34.8,15-19,8.023529412,802.3529412
1286,Tennessee,2014,33.2,15-19,8.621568627,862.1568627
1287,Tennessee,2015,30.6,15-19,7.835294118,783.5294118
1288,Tennessee,2016,27.9,15-19,7.101960784,710.1960784
1289,Tennessee,2017,26.6,15-19,7.349019608,734.9019608
1290,Texas,1988,69.1,15-19,17.66078431,1766.078431
1291,Texas,1989,71.375,15-19,18.44313725,1844.313725
1292,Texas,1990,73.65,15-19,19.2254902,1922.54902
1293,Texas,1991,75.925,15-19,20.00784314,2000.784314
1294,Texas,1992,78.2,15-19,20.79019608,2079.019608
1295,Texas,1993,76.925,15-19,21.16176471,2116.176471
1296,Texas,1994,75.65,15-19,21.53333333,2153.333333
1297,Texas,1995,74.375,15-19,21.90490196,2190.490196
1298,Texas,1996,73.1,15-19,22.27647059,2227.647059
1299,Texas,1997,71.95,15-19,22.39264706,2239.264706
1300,Texas,1998,70.8,15-19,22.50882353,2250.882353
1301,Texas,1999,69.65,15-19,22.625,2262.5
1302,Texas,2000,68.5,15-19,22.74117647,2274.117647
1303,Texas,2001,66.98,15-19,22.64784314,2264.784314
1304,Texas,2002,65.46,15-19,22.5545098,2255.45098
1305,Texas,2003,63.94,15-19,22.46117647,2246.117647
1306,Texas,2004,62.42,15-19,22.36784314,2236.784314
1307,Texas,2005,60.9,15-19,22.2745098,2227.45098
1308,Texas,2006,61.6,15-19,21.26666667,2126.666667
1309,Texas,2007,61.8,15-19,20.76666667,2076.666667
1310,Texas,2008,60.7,15-19,20.62745098,2062.745098
1311,Texas,2009,57.9,15-19,20.00392157,2000.392157
1312,Texas,2010,52.2,15-19,17.84901961,1784.901961
1313,Texas,2011,46.8,15-19,15.31764706,1531.764706
1314,Texas,2012,44.2,15-19,14.50588235,1450.588235
1315,Texas,2013,40.7,15-19,13.92352941,1392.352941
1316,Texas,2014,37.6,15-19,13.02156863,1302.156863
1317,Texas,2015,34.4,15-19,11.63529412,1163.529412
1318,Texas,2016,30.7,15-19,9.901960784,990.1960784
1319,Texas,2017,27.5,15-19,8.249019608,824.9019608
1320,Utah,1988,46,15-19,-5.439215686,-543.9215686
1321,Utah,1989,45.925,15-19,-7.006862745,-700.6862745
1322,Utah,1990,45.85,15-19,-8.574509804,-857.4509804
1323,Utah,1991,45.775,15-19,-10.14215686,-1014.215686
1324,Utah,1992,45.7,15-19,-11.70980392,-1170.980392
1325,Utah,1993,44.575,15-19,-11.18823529,-1118.823529
1326,Utah,1994,43.45,15-19,-10.66666667,-1066.666667
1327,Utah,1995,42.325,15-19,-10.14509804,-1014.509804
1328,Utah,1996,41.2,15-19,-9.623529412,-962.3529412
1329,Utah,1997,40.4,15-19,-9.157352941,-915.7352941
1330,Utah,1998,39.6,15-19,-8.691176471,-869.1176471
1331,Utah,1999,38.8,15-19,-8.225,-822.5
1332,Utah,2000,38,15-19,-7.758823529,-775.8823529
1333,Utah,2001,36.5,15-19,-7.832156863,-783.2156863
1334,Utah,2002,35,15-19,-7.905490196,-790.5490196
1335,Utah,2003,33.5,15-19,-7.978823529,-797.8823529
1336,Utah,2004,32,15-19,-8.052156863,-805.2156863
1337,Utah,2005,30.5,15-19,-8.125490196,-812.5490196
1338,Utah,2006,33.3,15-19,-7.033333333,-703.3333333
1339,Utah,2007,35.4,15-19,-5.633333333,-563.3333333
1340,Utah,2008,34.6,15-19,-5.47254902,-547.254902
1341,Utah,2009,30.7,15-19,-7.196078431,-719.6078431
1342,Utah,2010,28,15-19,-6.350980392,-635.0980392
1343,Utah,2011,23.8,15-19,-7.682352941,-768.2352941
1344,Utah,2012,23.3,15-19,-6.394117647,-639.4117647
1345,Utah,2013,20.8,15-19,-5.976470588,-597.6470588
1346,Utah,2014,19.6,15-19,-4.978431373,-497.8431373
1347,Utah,2015,17.9,15-19,-4.864705882,-486.4705882
1348,Utah,2016,15.7,15-19,-5.098039216,-509.8039216
1349,Utah,2017,15.1,15-19,-4.150980392,-415.0980392
1350,Vermont,1988,33.6,15-19,-17.83921569,-1783.921569
1351,Vermont,1989,34.1,15-19,-18.83186275,-1883.186275
1352,Vermont,1990,34.6,15-19,-19.8245098,-1982.45098
1353,Vermont,1991,35.1,15-19,-20.81715686,-2081.715686
1354,Vermont,1992,35.6,15-19,-21.80980392,-2180.980392
1355,Vermont,1993,34.075,15-19,-21.68823529,-2168.823529
1356,Vermont,1994,32.55,15-19,-21.56666667,-2156.666667
1357,Vermont,1995,31.025,15-19,-21.44509804,-2144.509804
1358,Vermont,1996,29.5,15-19,-21.32352941,-2132.352941
1359,Vermont,1997,27.975,15-19,-21.58235294,-2158.235294
1360,Vermont,1998,26.45,15-19,-21.84117647,-2184.117647
1361,Vermont,1999,24.925,15-19,-22.1,-2210
1362,Vermont,2000,23.4,15-19,-22.35882353,-2235.882353
1363,Vermont,2001,22.2,15-19,-22.13215686,-2213.215686
1364,Vermont,2002,21,15-19,-21.9054902,-2190.54902
1365,Vermont,2003,19.8,15-19,-21.67882353,-2167.882353
1366,Vermont,2004,18.6,15-19,-21.45215686,-2145.215686
1367,Vermont,2005,17.4,15-19,-21.2254902,-2122.54902
1368,Vermont,2006,19.8,15-19,-20.53333333,-2053.333333
1369,Vermont,2007,21,15-19,-20.03333333,-2003.333333
1370,Vermont,2008,20.3,15-19,-19.77254902,-1977.254902
1371,Vermont,2009,17.3,15-19,-20.59607843,-2059.607843
1372,Vermont,2010,17.9,15-19,-16.45098039,-1645.098039
1373,Vermont,2011,16.7,15-19,-14.78235294,-1478.235294
1374,Vermont,2012,16.2,15-19,-13.49411765,-1349.411765
1375,Vermont,2013,14.5,15-19,-12.27647059,-1227.647059
1376,Vermont,2014,14.3,15-19,-10.27843137,-1027.843137
1377,Vermont,2015,11.5,15-19,-11.26470588,-1126.470588
1378,Vermont,2016,10.2,15-19,-10.59803922,-1059.803922
1379,Vermont,2017,10,15-19,-9.250980392,-925.0980392
1380,Virginia,1988,45.5,15-19,-5.939215686,-593.9215686
1381,Virginia,1989,47.05,15-19,-5.881862745,-588.1862745
1382,Virginia,1990,48.6,15-19,-5.824509804,-582.4509804
1383,Virginia,1991,50.15,15-19,-5.767156863,-576.7156863
1384,Virginia,1992,51.7,15-19,-5.709803922,-570.9803922
1385,Virginia,1993,50.125,15-19,-5.638235294,-563.8235294
1386,Virginia,1994,48.55,15-19,-5.566666667,-556.6666667
1387,Virginia,1995,46.975,15-19,-5.495098039,-549.5098039
1388,Virginia,1996,45.4,15-19,-5.423529412,-542.3529412
1389,Virginia,1997,44.225,15-19,-5.332352941,-533.2352941
1390,Virginia,1998,43.05,15-19,-5.241176471,-524.1176471
1391,Virginia,1999,41.875,15-19,-5.15,-515
1392,Virginia,2000,40.7,15-19,-5.058823529,-505.8823529
1393,Virginia,2001,39.28,15-19,-5.052156863,-505.2156863
1394,Virginia,2002,37.86,15-19,-5.045490196,-504.5490196
1395,Virginia,2003,36.44,15-19,-5.038823529,-503.8823529
1396,Virginia,2004,35.02,15-19,-5.032156863,-503.2156863
1397,Virginia,2005,33.6,15-19,-5.025490196,-502.5490196
1398,Virginia,2006,34.2,15-19,-6.133333333,-613.3333333
1399,Virginia,2007,34.2,15-19,-6.833333333,-683.3333333
1400,Virginia,2008,32.5,15-19,-7.57254902,-757.254902
1401,Virginia,2009,30.4,15-19,-7.496078431,-749.6078431
1402,Virginia,2010,27.4,15-19,-6.950980392,-695.0980392
1403,Virginia,2011,24.5,15-19,-6.982352941,-698.2352941
1404,Virginia,2012,22.9,15-19,-6.794117647,-679.4117647
1405,Virginia,2013,20.1,15-19,-6.676470588,-667.6470588
1406,Virginia,2014,18.5,15-19,-6.078431373,-607.8431373
1407,Virginia,2015,17.1,15-19,-5.664705882,-566.4705882
1408,Virginia,2016,15.5,15-19,-5.298039216,-529.8039216
1409,Virginia,2017,15,15-19,-4.250980392,-425.0980392
1410,Washington,1988,47.1,15-19,-4.339215686,-433.9215686
1411,Washington,1989,48.075,15-19,-4.856862745,-485.6862745
1412,Washington,1990,49.05,15-19,-5.374509804,-537.4509804
1413,Washington,1991,50.025,15-19,-5.892156863,-589.2156863
1414,Washington,1992,51,15-19,-6.409803922,-640.9803922
1415,Washington,1993,49.65,15-19,-6.113235294,-611.3235294
1416,Washington,1994,48.3,15-19,-5.816666667,-581.6666667
1417,Washington,1995,46.95,15-19,-5.520098039,-552.0098039
1418,Washington,1996,45.6,15-19,-5.223529412,-522.3529412
1419,Washington,1997,43.95,15-19,-5.607352941,-560.7352941
1420,Washington,1998,42.3,15-19,-5.991176471,-599.1176471
1421,Washington,1999,40.65,15-19,-6.375,-637.5
1422,Washington,2000,39,15-19,-6.758823529,-675.8823529
1423,Washington,2001,37.42,15-19,-6.912156863,-691.2156863
1424,Washington,2002,35.84,15-19,-7.065490196,-706.5490196
1425,Washington,2003,34.26,15-19,-7.218823529,-721.8823529
1426,Washington,2004,32.68,15-19,-7.372156863,-737.2156863
1427,Washington,2005,31.1,15-19,-7.525490196,-752.5490196
1428,Washington,2006,32.2,15-19,-8.133333333,-813.3333333
1429,Washington,2007,33.3,15-19,-7.733333333,-773.3333333
1430,Washington,2008,32.8,15-19,-7.27254902,-727.254902
1431,Washington,2009,30.4,15-19,-7.496078431,-749.6078431
1432,Washington,2010,26.9,15-19,-7.450980392,-745.0980392
1433,Washington,2011,25.3,15-19,-6.182352941,-618.2352941
1434,Washington,2012,23.3,15-19,-6.394117647,-639.4117647
1435,Washington,2013,20.5,15-19,-6.276470588,-627.6470588
1436,Washington,2014,19.2,15-19,-5.378431373,-537.8431373
1437,Washington,2015,17.6,15-19,-5.164705882,-516.4705882
1438,Washington,2016,16.6,15-19,-4.198039216,-419.8039216
1439,Washington,2017,14.7,15-19,-4.550980392,-455.0980392
1440,West Virginia,1988,49.9,15-19,-1.539215686,-153.9215686
1441,West Virginia,1989,51.5,15-19,-1.431862745,-143.1862745
1442,West Virginia,1990,53.1,15-19,-1.324509804,-132.4509804
1443,West Virginia,1991,54.7,15-19,-1.217156863,-121.7156863
1444,West Virginia,1992,56.3,15-19,-1.109803922,-110.9803922
1445,West Virginia,1993,54.85,15-19,-0.913235294,-91.32352941
1446,West Virginia,1994,53.4,15-19,-0.716666667,-71.66666667
1447,West Virginia,1995,51.95,15-19,-0.520098039,-52.00980392
1448,West Virginia,1996,50.5,15-19,-0.323529412,-32.35294118
1449,West Virginia,1997,49.5,15-19,-0.057352941,-5.735294118
1450,West Virginia,1998,48.5,15-19,0.208823529,20.88235294
1451,West Virginia,1999,47.5,15-19,0.475,47.5
1452,West Virginia,2000,46.5,15-19,0.741176471,74.11764706
1453,West Virginia,2001,45.64,15-19,1.307843137,130.7843137
1454,West Virginia,2002,44.78,15-19,1.874509804,187.4509804
1455,West Virginia,2003,43.92,15-19,2.441176471,244.1176471
1456,West Virginia,2004,43.06,15-19,3.007843137,300.7843137
1457,West Virginia,2005,42.2,15-19,3.574509804,357.4509804
1458,West Virginia,2006,44.2,15-19,3.866666667,386.6666667
1459,West Virginia,2007,45.8,15-19,4.766666667,476.6666667
1460,West Virginia,2008,46.9,15-19,6.82745098,682.745098
1461,West Virginia,2009,48.2,15-19,10.30392157,1030.392157
1462,West Virginia,2010,45.2,15-19,10.84901961,1084.901961
1463,West Virginia,2011,43.9,15-19,12.41764706,1241.764706
1464,West Virginia,2012,43.9,15-19,14.20588235,1420.588235
1465,West Virginia,2013,40.2,15-19,13.42352941,1342.352941
1466,West Virginia,2014,36.6,15-19,12.02156863,1202.156863
1467,West Virginia,2015,32.1,15-19,9.335294118,933.5294118
1468,West Virginia,2016,29.4,15-19,8.601960784,860.1960784
1469,West Virginia,2017,27.1,15-19,7.849019608,784.9019608
1470,Wisconsin,1988,38.3,15-19,-13.13921569,-1313.921569
1471,Wisconsin,1989,39.225,15-19,-13.70686275,-1370.686275
1472,Wisconsin,1990,40.15,15-19,-14.2745098,-1427.45098
1473,Wisconsin,1991,41.075,15-19,-14.84215686,-1484.215686
1474,Wisconsin,1992,42,15-19,-15.40980392,-1540.980392
1475,Wisconsin,1993,40.725,15-19,-15.03823529,-1503.823529
1476,Wisconsin,1994,39.45,15-19,-14.66666667,-1466.666667
1477,Wisconsin,1995,38.175,15-19,-14.29509804,-1429.509804
1478,Wisconsin,1996,36.9,15-19,-13.92352941,-1392.352941
1479,Wisconsin,1997,36.45,15-19,-13.10735294,-1310.735294
1480,Wisconsin,1998,36,15-19,-12.29117647,-1229.117647
1481,Wisconsin,1999,35.55,15-19,-11.475,-1147.5
1482,Wisconsin,2000,35.1,15-19,-10.65882353,-1065.882353
1483,Wisconsin,2001,34.02,15-19,-10.31215686,-1031.215686
1484,Wisconsin,2002,32.94,15-19,-9.965490196,-996.5490196
1485,Wisconsin,2003,31.86,15-19,-9.618823529,-961.8823529
1486,Wisconsin,2004,30.78,15-19,-9.272156863,-927.2156863
1487,Wisconsin,2005,29.7,15-19,-8.925490196,-892.5490196
1488,Wisconsin,2006,29.9,15-19,-10.43333333,-1043.333333
1489,Wisconsin,2007,31.1,15-19,-9.933333333,-993.3333333
1490,Wisconsin,2008,30.3,15-19,-9.77254902,-977.254902
1491,Wisconsin,2009,29.4,15-19,-8.496078431,-849.6078431
1492,Wisconsin,2010,26.2,15-19,-8.150980392,-815.0980392
1493,Wisconsin,2011,23.3,15-19,-8.182352941,-818.2352941
1494,Wisconsin,2012,21.8,15-19,-7.894117647,-789.4117647
1495,Wisconsin,2013,19.5,15-19,-7.276470588,-727.6470588
1496,Wisconsin,2014,18,15-19,-6.578431373,-657.8431373
1497,Wisconsin,2015,16.2,15-19,-6.564705882,-656.4705882
1498,Wisconsin,2016,15,15-19,-5.798039216,-579.8039216
1499,Wisconsin,2017,13.8,15-19,-5.450980392,-545.0980392
1500,Wyoming,1988,49.3,15-19,-2.139215686,-213.9215686
1501,Wyoming,1989,49.425,15-19,-3.506862745,-350.6862745
1502,Wyoming,1990,49.55,15-19,-4.874509804,-487.4509804
1503,Wyoming,1991,49.675,15-19,-6.242156863,-624.2156863
1504,Wyoming,1992,49.8,15-19,-7.609803922,-760.9803922
1505,Wyoming,1993,48.525,15-19,-7.238235294,-723.8235294
1506,Wyoming,1994,47.25,15-19,-6.866666667,-686.6666667
1507,Wyoming,1995,45.975,15-19,-6.495098039,-649.5098039
1508,Wyoming,1996,44.7,15-19,-6.123529412,-612.3529412
1509,Wyoming,1997,43.925,15-19,-5.632352941,-563.2352941
1510,Wyoming,1998,43.15,15-19,-5.141176471,-514.1176471
1511,Wyoming,1999,42.375,15-19,-4.65,-465
1512,Wyoming,2000,41.6,15-19,-4.158823529,-415.8823529
1513,Wyoming,2001,41.82,15-19,-2.512156863,-251.2156863
1514,Wyoming,2002,42.04,15-19,-0.865490196,-86.54901961
1515,Wyoming,2003,42.26,15-19,0.781176471,78.11764706
1516,Wyoming,2004,42.48,15-19,2.427843137,242.7843137
