,STATE,YEAR,Birth Rate per 1000 People,AGE,Birth Rate per 1000 People (Adjusted),"Birth Rate per 100,000 People (Adjusted)"
651,Massachusetts,2009,19.5,15-19,-18.39607843,-1839.607843
652,Massachusetts,2010,17,15-19,-17.35098039,-1735.098039
653,Massachusetts,2011,15.1,15-19,-16.38235294,-1638.235294
654,Massachusetts,2012,14,15-19,-15.69411765,-1569.411765
655,Massachusetts,2013,11.9,15-19,-14.87647059,-1487.647059
656,Massachusetts,2014,10.5,15-19,-14.07843137,-1407.843137
657,Massachusetts,2015,9.4,15-19,-13.36470588,-1336.470588
658,Massachusetts,2016,8.5,15-19,-12.29803922,-1229.803922
659,Massachusetts,2017,8,15-19,-11.25098039,-1125.098039
660,Michigan,1988,47,15-19,-4.439215686,-443.9215686
661,Michigan,1989,49.4,15-19,-3.531862745,-353.1862745
662,Michigan,1990,51.8,15-19,-2.624509804,-262.4509804
663,Michigan,1991,54.2,15-19,-1.717156863,-171.7156863
664,Michigan,1992,56.6,15-19,-0.809803922,-80.98039216
665,Michigan,1993,54.05,15-19,-1.713235294,-171.3235294
666,Michigan,1994,51.5,15-19,-2.616666667,-261.6666667
667,Michigan,1995,48.95,15-19,-3.520098039,-352.0098039
668,Michigan,1996,46.4,15-19,-4.423529412,-442.3529412
669,Michigan,1997,44.825,15-19,-4.732352941,-473.2352941
670,Michigan,1998,43.25,15-19,-5.041176471,-504.1176471
671,Michigan,1999,41.675,15-19,-5.35,-535
672,Michigan,2000,40.1,15-19,-5.658823529,-565.8823529
673,Michigan,2001,38.52,15-19,-5.812156863,-581.2156863
674,Michigan,2002,36.94,15-19,-5.965490196,-596.5490196
675,Michigan,2003,35.36,15-19,-6.118823529,-611.8823529
676,Michigan,2004,33.78,15-19,-6.272156863,-627.2156863
677,Michigan,2005,32.2,15-19,-6.425490196,-642.5490196
678,Michigan,2006,33.2,15-19,-7.133333333,-713.3333333
679,Michigan,2007,33.5,15-19,-7.533333333,-753.3333333
680,Michigan,2008,32.3,15-19,-7.77254902,-777.254902
681,Michigan,2009,31.9,15-19,-5.996078431,-599.6078431
682,Michigan,2010,30.3,15-19,-4.050980392,-405.0980392
683,Michigan,2011,27.7,15-19,-3.782352941,-378.2352941
684,Michigan,2012,26.1,15-19,-3.594117647,-359.4117647
685,Michigan,2013,23.5,15-19,-3.276470588,-327.6470588
686,Michigan,2014,21,15-19,-3.578431373,-357.8431373
687,Michigan,2015,19.3,15-19,-3.464705882,-346.4705882
688,Michigan,2016,17.7,15-19,-3.098039216,-309.8039216
689,Michigan,2017,16.4,15-19,-2.850980392,-285.0980392
690,Minnesota,1988,31.2,15-19,-20.23921569,-2023.921569
691,Minnesota,1989,32.375,15-19,-20.55686275,-2055.686275
692,Minnesota,1990,33.55,15-19,-20.8745098,-2087.45098
693,Minnesota,1991,34.725,15-19,-21.19215686,-2119.215686
694,Minnesota,1992,35.9,15-19,-21.50980392,-2150.980392
695,Minnesota,1993,35,15-19,-20.76323529,-2076.323529
696,Minnesota,1994,34.1,15-19,-20.01666667,-2001.666667
697,Minnesota,1995,33.2,15-19,-19.27009804,-1927.009804
698,Minnesota,1996,32.3,15-19,-18.52352941,-1852.352941
699,Minnesota,1997,31.7,15-19,-17.85735294,-1785.735294
700,Minnesota,1998,31.1,15-19,-17.19117647,-1719.117647
701,Minnesota,1999,30.5,15-19,-16.525,-1652.5
702,Minnesota,2000,29.9,15-19,-15.85882353,-1585.882353
703,Minnesota,2001,29.02,15-19,-15.31215686,-1531.215686
704,Minnesota,2002,28.14,15-19,-14.7654902,-1476.54902
705,Minnesota,2003,27.26,15-19,-14.21882353,-1421.882353
706,Minnesota,2004,26.38,15-19,-13.67215686,-1367.215686
707,Minnesota,2005,25.5,15-19,-13.1254902,-1312.54902
708,Minnesota,2006,27.3,15-19,-13.03333333,-1303.333333
709,Minnesota,2007,27.9,15-19,-13.13333333,-1313.333333
710,Minnesota,2008,26.5,15-19,-13.57254902,-1357.254902
711,Minnesota,2009,24.1,15-19,-13.79607843,-1379.607843
712,Minnesota,2010,22.5,15-19,-11.85098039,-1185.098039
713,Minnesota,2011,19.3,15-19,-12.18235294,-1218.235294
714,Minnesota,2012,18.6,15-19,-11.09411765,-1109.411765
715,Minnesota,2013,16.8,15-19,-9.976470588,-997.6470588
716,Minnesota,2014,15.5,15-19,-9.078431373,-907.8431373
717,Minnesota,2015,13.7,15-19,-9.064705882,-906.4705882
718,Minnesota,2016,12.6,15-19,-8.198039216,-819.8039216
719,Minnesota,2017,12.1,15-19,-7.150980392,-715.0980392
720,Mississippi,1988,74,15-19,22.56078431,2256.078431
721,Mississippi,1989,76.4,15-19,23.46813725,2346.813725
722,Mississippi,1990,78.8,15-19,24.3754902,2437.54902
723,Mississippi,1991,81.2,15-19,25.28284314,2528.284314
724,Mississippi,1992,83.6,15-19,26.19019608,2619.019608
725,Mississippi,1993,81.2,15-19,25.43676471,2543.676471
726,Mississippi,1994,78.8,15-19,24.68333333,2468.333333
727,Mississippi,1995,76.4,15-19,23.92990196,2392.990196
728,Mississippi,1996,74,15-19,23.17647059,2317.647059
729,Mississippi,1997,73.025,15-19,23.46764706,2346.764706
730,Mississippi,1998,72.05,15-19,23.75882353,2375.882353
731,Mississippi,1999,71.075,15-19,24.05,2405
732,Mississippi,2000,70.1,15-19,24.34117647,2434.117647
733,Mississippi,2001,67.74,15-19,23.40784314,2340.784314
734,Mississippi,2002,65.38,15-19,22.4745098,2247.45098
735,Mississippi,2003,63.02,15-19,21.54117647,2154.117647
736,Mississippi,2004,60.66,15-19,20.60784314,2060.784314
737,Mississippi,2005,58.3,15-19,19.6745098,1967.45098
738,Mississippi,2006,67.2,15-19,26.86666667,2686.666667
739,Mississippi,2007,70.1,15-19,29.06666667,2906.666667
740,Mississippi,2008,64,15-19,23.92745098,2392.745098
741,Mississippi,2009,62.2,15-19,24.30392157,2430.392157
742,Mississippi,2010,55.4,15-19,21.04901961,2104.901961
743,Mississippi,2011,50.5,15-19,19.01764706,1901.764706
744,Mississippi,2012,46,15-19,16.30588235,1630.588235
745,Mississippi,2013,42.2,15-19,15.42352941,1542.352941
746,Mississippi,2014,37.8,15-19,13.22156863,1322.156863
747,Mississippi,2015,34.7,15-19,11.93529412,1193.529412
748,Mississippi,2016,32.6,15-19,11.80196078,1180.196078
749,Mississippi,2017,30.9,15-19,11.64901961,1164.901961
750,Missouri,1988,55.5,15-19,4.060784314,406.0784314
751,Missouri,1989,57.4,15-19,4.468137255,446.8137255
752,Missouri,1990,59.3,15-19,4.875490196,487.5490196
753,Missouri,1991,61.2,15-19,5.282843137,528.2843137
754,Missouri,1992,63.1,15-19,5.690196078,569.0196078
755,Missouri,1993,60.625,15-19,4.861764706,486.1764706
756,Missouri,1994,58.15,15-19,4.033333333,403.3333333
757,Missouri,1995,55.675,15-19,3.204901961,320.4901961
758,Missouri,1996,53.2,15-19,2.376470588,237.6470588
759,Missouri,1997,52.025,15-19,2.467647059,246.7647059
760,Missouri,1998,50.85,15-19,2.558823529,255.8823529
761,Missouri,1999,49.675,15-19,2.65,265
762,Missouri,2000,48.5,15-19,2.741176471,274.1176471
763,Missouri,2001,47.14,15-19,2.807843137,280.7843137
764,Missouri,2002,45.78,15-19,2.874509804,287.4509804
765,Missouri,2003,44.42,15-19,2.941176471,294.1176471
766,Missouri,2004,43.06,15-19,3.007843137,300.7843137
767,Missouri,2005,41.7,15-19,3.074509804,307.4509804
768,Missouri,2006,44.1,15-19,3.766666667,376.6666667
769,Missouri,2007,44,15-19,2.966666667,296.6666667
770,Missouri,2008,43.5,15-19,3.42745098,342.745098
771,Missouri,2009,40.6,15-19,2.703921569,270.3921569
772,Missouri,2010,37.2,15-19,2.849019608,284.9019608
773,Missouri,2011,34.6,15-19,3.117647059,311.7647059
774,Missouri,2012,32.2,15-19,2.505882353,250.5882353
775,Missouri,2013,30,15-19,3.223529412,322.3529412
776,Missouri,2014,27.3,15-19,2.721568627,272.1568627
777,Missouri,2015,25.2,15-19,2.435294118,243.5294118
778,Missouri,2016,23.4,15-19,2.601960784,260.1960784
779,Missouri,2017,22.5,15-19,3.249019608,324.9019608
780,Montana,1988,40.2,15-19,-11.23921569,-1123.921569
781,Montana,1989,41.65,15-19,-11.28186275,-1128.186275
782,Montana,1990,43.1,15-19,-11.3245098,-1132.45098
783,Montana,1991,44.55,15-19,-11.36715686,-1136.715686
784,Montana,1992,46,15-19,-11.40980392,-1140.980392
785,Montana,1993,44.325,15-19,-11.43823529,-1143.823529
786,Montana,1994,42.65,15-19,-11.46666667,-1146.666667
787,Montana,1995,40.975,15-19,-11.49509804,-1149.509804
788,Montana,1996,39.3,15-19,-11.52352941,-1152.352941
789,Montana,1997,38.625,15-19,-10.93235294,-1093.235294
790,Montana,1998,37.95,15-19,-10.34117647,-1034.117647
791,Montana,1999,37.275,15-19,-9.75,-975
792,Montana,2000,36.6,15-19,-9.158823529,-915.8823529
793,Montana,2001,36.18,15-19,-8.152156863,-815.2156863
794,Montana,2002,35.76,15-19,-7.145490196,-714.5490196
795,Montana,2003,35.34,15-19,-6.138823529,-613.8823529
796,Montana,2004,34.92,15-19,-5.132156863,-513.2156863
797,Montana,2005,34.5,15-19,-4.125490196,-412.5490196
798,Montana,2006,37.6,15-19,-2.733333333,-273.3333333
799,Montana,2007,35.3,15-19,-5.733333333,-573.3333333
800,Montana,2008,38.9,15-19,-1.17254902,-117.254902
801,Montana,2009,38.4,15-19,0.503921569,50.39215686
802,Montana,2010,35.1,15-19,0.749019608,74.90196078
803,Montana,2011,29.3,15-19,-2.182352941,-218.2352941
804,Montana,2012,28.8,15-19,-0.894117647,-89.41176471
805,Montana,2013,27.8,15-19,1.023529412,102.3529412
806,Montana,2014,26.6,15-19,2.021568627,202.1568627
807,Montana,2015,25.5,15-19,2.735294118,273.5294118
808,Montana,2016,23.7,15-19,2.901960784,290.1960784
809,Montana,2017,21.1,15-19,1.849019608,184.9019608
810,Nebraska,1988,38.5,15-19,-12.93921569,-1293.921569
811,Nebraska,1989,39.15,15-19,-13.78186275,-1378.186275
812,Nebraska,1990,39.8,15-19,-14.6245098,-1462.45098
813,Nebraska,1991,40.45,15-19,-15.46715686,-1546.715686
814,Nebraska,1992,41.1,15-19,-16.30980392,-1630.980392
815,Nebraska,1993,40.55,15-19,-15.21323529,-1521.323529
816,Nebraska,1994,40,15-19,-14.11666667,-1411.666667
817,Nebraska,1995,39.45,15-19,-13.02009804,-1302.009804
818,Nebraska,1996,38.9,15-19,-11.92352941,-1192.352941
819,Nebraska,1997,38.575,15-19,-10.98235294,-1098.235294
820,Nebraska,1998,38.25,15-19,-10.04117647,-1004.117647
821,Nebraska,1999,37.925,15-19,-9.1,-910
822,Nebraska,2000,37.6,15-19,-8.158823529,-815.8823529
823,Nebraska,2001,36.7,15-19,-7.632156863,-763.2156863
824,Nebraska,2002,35.8,15-19,-7.105490196,-710.5490196
825,Nebraska,2003,34.9,15-19,-6.578823529,-657.8823529
826,Nebraska,2004,34,15-19,-6.052156863,-605.2156863
827,Nebraska,2005,33.1,15-19,-5.525490196,-552.5490196
828,Nebraska,2006,32.8,15-19,-7.533333333,-753.3333333
829,Nebraska,2007,35.5,15-19,-5.533333333,-553.3333333
830,Nebraska,2008,35.8,15-19,-4.27254902,-427.254902
831,Nebraska,2009,34.8,15-19,-3.096078431,-309.6078431
832,Nebraska,2010,31.1,15-19,-3.250980392,-325.0980392
833,Nebraska,2011,27.4,15-19,-4.082352941,-408.2352941
834,Nebraska,2012,26.7,15-19,-2.994117647,-299.4117647
835,Nebraska,2013,24.9,15-19,-1.876470588,-187.6470588
836,Nebraska,2014,22.3,15-19,-2.278431373,-227.8431373
837,Nebraska,2015,22.1,15-19,-0.664705882,-66.47058824
838,Nebraska,2016,19.2,15-19,-1.598039216,-159.8039216
839,Nebraska,2017,18.2,15-19,-1.050980392,-105.0980392
840,Nevada,1988,64,15-19,12.56078431,1256.078431
841,Nevada,1989,65.65,15-19,12.71813725,1271.813725
842,Nevada,1990,67.3,15-19,12.8754902,1287.54902
843,Nevada,1991,68.95,15-19,13.03284314,1303.284314
844,Nevada,1992,70.6,15-19,13.19019608,1319.019608
845,Nevada,1993,70.325,15-19,14.56176471,1456.176471
846,Nevada,1994,70.05,15-19,15.93333333,1593.333333
847,Nevada,1995,69.775,15-19,17.30490196,1730.490196
848,Nevada,1996,69.5,15-19,18.67647059,1867.647059
849,Nevada,1997,67.7,15-19,18.14264706,1814.264706
850,Nevada,1998,65.9,15-19,17.60882353,1760.882353
851,Nevada,1999,64.1,15-19,17.075,1707.5
852,Nevada,2000,62.3,15-19,16.54117647,1654.117647
853,Nevada,2001,60.16,15-19,15.82784314,1582.784314
854,Nevada,2002,58.02,15-19,15.1145098,1511.45098
855,Nevada,2003,55.88,15-19,14.40117647,1440.117647
856,Nevada,2004,53.74,15-19,13.68784314,1368.784314
857,Nevada,2005,51.6,15-19,12.9745098,1297.45098
858,Nevada,2006,53.4,15-19,13.06666667,1306.666667
859,Nevada,2007,51.7,15-19,10.66666667,1066.666667
860,Nevada,2008,49.1,15-19,9.02745098,902.745098
861,Nevada,2009,44,15-19,6.103921569,610.3921569
862,Nevada,2010,39,15-19,4.649019608,464.9019608
863,Nevada,2011,36,15-19,4.517647059,451.7647059
864,Nevada,2012,33.8,15-19,4.105882353,410.5882353
865,Nevada,2013,30.8,15-19,4.023529412,402.3529412
866,Nevada,2014,28.9,15-19,4.321568627,432.1568627
867,Nevada,2015,27.8,15-19,5.035294118,503.5294118
868,Nevada,2016,24.2,15-19,3.401960784,340.1960784
869,Nevada,2017,22,15-19,2.749019608,274.9019608
870,New Hampshire,1988,32.6,15-19,-18.83921569,-1883.921569
871,New Hampshire,1989,32.275,15-19,-20.65686275,-2065.686275
872,New Hampshire,1990,31.95,15-19,-22.4745098,-2247.45098
873,New Hampshire,1991,31.625,15-19,-24.29215686,-2429.215686
874,New Hampshire,1992,31.3,15-19,-26.10980392,-2610.980392
875,New Hampshire,1993,30.525,15-19,-25.23823529,-2523.823529
876,New Hampshire,1994,29.75,15-19,-24.36666667,-2436.666667
877,New Hampshire,1995,28.975,15-19,-23.49509804,-2349.509804
878,New Hampshire,1996,28.2,15-19,-22.62352941,-2262.352941
879,New Hampshire,1997,26.975,15-19,-22.58235294,-2258.235294
880,New Hampshire,1998,25.75,15-19,-22.54117647,-2254.117647
881,New Hampshire,1999,24.525,15-19,-22.5,-2250
882,New Hampshire,2000,23.3,15-19,-22.45882353,-2245.882353
883,New Hampshire,2001,22.24,15-19,-22.09215686,-2209.215686
884,New Hampshire,2002,21.18,15-19,-21.7254902,-2172.54902
885,New Hampshire,2003,20.12,15-19,-21.35882353,-2135.882353
886,New Hampshire,2004,19.06,15-19,-20.99215686,-2099.215686
887,New Hampshire,2005,18,15-19,-20.6254902,-2062.54902
888,New Hampshire,2006,18.1,15-19,-22.23333333,-2223.333333
889,New Hampshire,2007,19.3,15-19,-21.73333333,-2173.333333
890,New Hampshire,2008,19.1,15-19,-20.97254902,-2097.254902
891,New Hampshire,2009,16.4,15-19,-21.49607843,-2149.607843
892,New Hampshire,2010,15.7,15-19,-18.65098039,-1865.098039
893,New Hampshire,2011,13.6,15-19,-17.88235294,-1788.235294
894,New Hampshire,2012,13.8,15-19,-15.89411765,-1589.411765
895,New Hampshire,2013,12.5,15-19,-14.27647059,-1427.647059
896,New Hampshire,2014,11,15-19,-13.57843137,-1357.843137
897,New Hampshire,2015,10.9,15-19,-11.86470588,-1186.470588
898,New Hampshire,2016,9.2,15-19,-11.59803922,-1159.803922
899,New Hampshire,2017,8.4,15-19,-10.85098039,-1085.098039
900,New Jersey,1988,37.9,15-19,-13.53921569,-1353.921569
901,New Jersey,1989,38.15,15-19,-14.78186275,-1478.186275
902,New Jersey,1990,38.4,15-19,-16.0245098,-1602.45098
903,New Jersey,1991,38.65,15-19,-17.26715686,-1726.715686
904,New Jersey,1992,38.9,15-19,-18.50980392,-1850.980392
905,New Jersey,1993,37.975,15-19,-17.78823529,-1778.823529
906,New Jersey,1994,37.05,15-19,-17.06666667,-1706.666667
907,New Jersey,1995,36.125,15-19,-16.34509804,-1634.509804
908,New Jersey,1996,35.2,15-19,-15.62352941,-1562.352941
909,New Jersey,1997,34.35,15-19,-15.20735294,-1520.735294
910,New Jersey,1998,33.5,15-19,-14.79117647,-1479.117647
911,New Jersey,1999,32.65,15-19,-14.375,-1437.5
912,New Jersey,2000,31.8,15-19,-13.95882353,-1395.882353
913,New Jersey,2001,30.28,15-19,-14.05215686,-1405.215686
914,New Jersey,2002,28.76,15-19,-14.1454902,-1414.54902
915,New Jersey,2003,27.24,15-19,-14.23882353,-1423.882353
916,New Jersey,2004,25.72,15-19,-14.33215686,-1433.215686
917,New Jersey,2005,24.2,15-19,-14.4254902,-1442.54902
918,New Jersey,2006,24.8,15-19,-15.53333333,-1553.333333
919,New Jersey,2007,24.9,15-19,-16.13333333,-1613.333333
920,New Jersey,2008,24,15-19,-16.07254902,-1607.254902
921,New Jersey,2009,22,15-19,-15.89607843,-1589.607843
922,New Jersey,2010,20,15-19,-14.35098039,-1435.098039
923,New Jersey,2011,18.6,15-19,-12.88235294,-1288.235294
924,New Jersey,2012,16.7,15-19,-12.99411765,-1299.411765
925,New Jersey,2013,14.9,15-19,-11.87647059,-1187.647059
926,New Jersey,2014,13.2,15-19,-11.37843137,-1137.843137
927,New Jersey,2015,12.2,15-19,-10.56470588,-1056.470588
928,New Jersey,2016,11.2,15-19,-9.598039216,-959.8039216
929,New Jersey,2017,10.4,15-19,-8.850980392,-885.0980392
930,New Mexico,1988,72.4,15-19,20.96078431,2096.078431
931,New Mexico,1989,74.225,15-19,21.29313725,2129.313725
932,New Mexico,1990,76.05,15-19,21.6254902,2162.54902
933,New Mexico,1991,77.875,15-19,21.95784314,2195.784314
934,New Mexico,1992,79.7,15-19,22.29019608,2229.019608
935,New Mexico,1993,77.4,15-19,21.63676471,2163.676471
936,New Mexico,1994,75.1,15-19,20.98333333,2098.333333
937,New Mexico,1995,72.8,15-19,20.32990196,2032.990196
938,New Mexico,1996,70.5,15-19,19.67647059,1967.647059
939,New Mexico,1997,69.25,15-19,19.69264706,1969.264706
940,New Mexico,1998,68,15-19,19.70882353,1970.882353
941,New Mexico,1999,66.75,15-19,19.725,1972.5
942,New Mexico,2000,65.5,15-19,19.74117647,1974.117647
943,New Mexico,2001,64.64,15-19,20.30784314,2030.784314
944,New Mexico,2002,63.78,15-19,20.8745098,2087.45098
945,New Mexico,2003,62.92,15-19,21.44117647,2144.117647
946,New Mexico,2004,62.06,15-19,22.00784314,2200.784314
947,New Mexico,2005,61.2,15-19,22.5745098,2257.45098
948,New Mexico,2006,62.7,15-19,22.36666667,2236.666667
949,New Mexico,2007,63.9,15-19,22.86666667,2286.666667
950,New Mexico,2008,61.4,15-19,21.32745098,2132.745098
951,New Mexico,2009,60.3,15-19,22.40392157,2240.392157
952,New Mexico,2010,53.2,15-19,18.84901961,1884.901961
953,New Mexico,2011,48.3,15-19,16.81764706,1681.764706
954,New Mexico,2012,46.8,15-19,17.10588235,1710.588235
955,New Mexico,2013,43,15-19,16.22352941,1622.352941
956,New Mexico,2014,37.3,15-19,12.72156863,1272.156863
957,New Mexico,2015,34.1,15-19,11.33529412,1133.529412
958,New Mexico,2016,29.6,15-19,8.801960784,880.1960784
959,New Mexico,2017,27.9,15-19,8.649019608,864.9019608
960,New York,1988,39.6,15-19,-11.83921569,-1183.921569
961,New York,1989,40.825,15-19,-12.10686275,-1210.686275
962,New York,1990,42.05,15-19,-12.3745098,-1237.45098
963,New York,1991,43.275,15-19,-12.64215686,-1264.215686
964,New York,1992,44.5,15-19,-12.90980392,-1290.980392
965,New York,1993,43.35,15-19,-12.41323529,-1241.323529
966,New York,1994,42.2,15-19,-11.91666667,-1191.666667
967,New York,1995,41.05,15-19,-11.42009804,-1142.009804
968,New York,1996,39.9,15-19,-10.92352941,-1092.352941
969,New York,1997,38.225,15-19,-11.33235294,-1133.235294
970,New York,1998,36.55,15-19,-11.74117647,-1174.117647
971,New York,1999,34.875,15-19,-12.15,-1215
972,New York,2000,33.2,15-19,-12.55882353,-1255.882353
973,New York,2001,31.7,15-19,-12.63215686,-1263.215686
974,New York,2002,30.2,15-19,-12.7054902,-1270.54902
975,New York,2003,28.7,15-19,-12.77882353,-1277.882353
976,New York,2004,27.2,15-19,-12.85215686,-1285.215686
977,New York,2005,25.7,15-19,-12.9254902,-1292.54902
978,New York,2006,26,15-19,-14.33333333,-1433.333333
979,New York,2007,26,15-19,-15.03333333,-1503.333333
980,New York,2008,25.5,15-19,-14.57254902,-1457.254902
981,New York,2009,24.2,15-19,-13.69607843,-1369.607843
982,New York,2010,22.8,15-19,-11.55098039,-1155.098039
983,New York,2011,21.1,15-19,-10.38235294,-1038.235294
984,New York,2012,19.7,15-19,-9.994117647,-999.4117647
985,New York,2013,17.7,15-19,-9.076470588,-907.6470588
986,New York,2014,16.2,15-19,-8.378431373,-837.8431373
987,New York,2015,14.8,15-19,-7.964705882,-796.4705882
988,New York,2016,13.4,15-19,-7.398039216,-739.8039216
989,New York,2017,12.7,15-19,-6.550980392,-655.0980392
990,North Carolina,1988,60.9,15-19,9.460784314,946.0784314
991,North Carolina,1989,62.975,15-19,10.04313725,1004.313725
992,North Carolina,1990,65.05,15-19,10.6254902,1062.54902
993,North Carolina,1991,67.125,15-19,11.20784314,1120.784314
994,North Carolina,1992,69.2,15-19,11.79019608,1179.019608
995,North Carolina,1993,67.475,15-19,11.71176471,1171.176471
996,North Carolina,1994,65.75,15-19,11.63333333,1163.333333
997,North Carolina,1995,64.025,15-19,11.55490196,1155.490196
998,North Carolina,1996,62.3,15-19,11.47647059,1147.647059
999,North Carolina,1997,61.375,15-19,11.81764706,1181.764706
1000,North Carolina,1998,60.45,15-19,12.15882353,1215.882353
1001,North Carolina,1999,59.525,15-19,12.5,1250
1002,North Carolina,2000,58.6,15-19,12.84117647,1284.117647
1003,North Carolina,2001,56.28,15-19,11.94784314,1194.784314
1004,North Carolina,2002,53.96,15-19,11.0545098,1105.45098
1005,North Carolina,2003,51.64,15-19,10.16117647,1016.117647
1006,North Carolina,2004,49.32,15-19,9.267843137,926.7843137
1007,North Carolina,2005,47,15-19,8.374509804,837.4509804
1008,North Carolina,2006,48.1,15-19,7.766666667,776.6666667
1009,North Carolina,2007,48,15-19,6.966666667,696.6666667
1010,North Carolina,2008,47.3,15-19,7.22745098,722.745098
1011,North Carolina,2009,43.7,15-19,5.803921569,580.3921569
1012,North Carolina,2010,38.3,15-19,3.949019608,394.9019608
1013,North Carolina,2011,34.8,15-19,3.317647059,331.7647059
1014,North Carolina,2012,31.8,15-19,2.105882353,210.5882353
1015,North Carolina,2013,28.4,15-19,1.623529412,162.3529412
1016,North Carolina,2014,26,15-19,1.421568627,142.1568627
1017,North Carolina,2015,23.6,15-19,0.835294118,83.52941176
1018,North Carolina,2016,21.7,15-19,0.901960784,90.19607843
1019,North Carolina,2017,20.5,15-19,1.249019608,124.9019608
1020,North Dakota,1988,32.3,15-19,-19.13921569,-1913.921569
1021,North Dakota,1989,33.45,15-19,-19.48186275,-1948.186275
1022,North Dakota,1990,34.6,15-19,-19.8245098,-1982.45098
1023,North Dakota,1991,35.75,15-19,-20.16715686,-2016.715686
1024,North Dakota,1992,36.9,15-19,-20.50980392,-2050.980392
1025,North Dakota,1993,35.575,15-19,-20.18823529,-2018.823529
1026,North Dakota,1994,34.25,15-19,-19.86666667,-1986.666667
1027,North Dakota,1995,32.925,15-19,-19.54509804,-1954.509804
1028,North Dakota,1996,31.6,15-19,-19.22352941,-1922.352941
1029,North Dakota,1997,30.525,15-19,-19.03235294,-1903.235294
1030,North Dakota,1998,29.45,15-19,-18.84117647,-1884.117647
1031,North Dakota,1999,28.375,15-19,-18.65,-1865
1032,North Dakota,2000,27.3,15-19,-18.45882353,-1845.882353
1033,North Dakota,2001,27.24,15-19,-17.09215686,-1709.215686
1034,North Dakota,2002,27.18,15-19,-15.7254902,-1572.54902
1035,North Dakota,2003,27.12,15-19,-14.35882353,-1435.882353
1036,North Dakota,2004,27.06,15-19,-12.99215686,-1299.215686
1037,North Dakota,2005,27,15-19,-11.6254902,-1162.54902
1038,North Dakota,2006,26.1,15-19,-14.23333333,-1423.333333
1039,North Dakota,2007,29.2,15-19,-11.83333333,-1183.333333
1040,North Dakota,2008,28.3,15-19,-11.77254902,-1177.254902
1041,North Dakota,2009,28.7,15-19,-9.196078431,-919.6078431
1042,North Dakota,2010,28.9,15-19,-5.450980392,-545.0980392
1043,North Dakota,2011,28.4,15-19,-3.082352941,-308.2352941
1044,North Dakota,2012,26.5,15-19,-3.194117647,-319.4117647
1045,North Dakota,2013,24.4,15-19,-2.376470588,-237.6470588
1046,North Dakota,2014,24.4,15-19,-0.178431373,-17.84313725
1047,North Dakota,2015,22.7,15-19,-0.064705882,-6.470588235
1048,North Dakota,2016,20.5,15-19,-0.298039216,-29.80392157
1049,North Dakota,2017,16.3,15-19,-2.950980392,-295.0980392
1050,Ohio,1988,51.8,15-19,0.360784314,36.07843137
1051,Ohio,1989,53.35,15-19,0.418137255,41.81372549
1052,Ohio,1990,54.9,15-19,0.475490196,47.54901961
1053,Ohio,1991,56.45,15-19,0.532843137,53.28431373
1054,Ohio,1992,58,15-19,0.590196078,59.01960784
1055,Ohio,1993,56.1,15-19,0.336764706,33.67647059
1056,Ohio,1994,54.2,15-19,0.083333333,8.333333333
1057,Ohio,1995,52.3,15-19,-0.170098039,-17.00980392
1058,Ohio,1996,50.4,15-19,-0.423529412,-42.35294118
1059,Ohio,1997,49.3,15-19,-0.257352941,-25.73529412
1060,Ohio,1998,48.2,15-19,-0.091176471,-9.117647059
1061,Ohio,1999,47.1,15-19,0.075,7.5
1062,Ohio,2000,46,15-19,0.241176471,24.11764706
1063,Ohio,2001,44.46,15-19,0.127843137,12.78431373
1064,Ohio,2002,42.92,15-19,0.014509804,1.450980392
1065,Ohio,2003,41.38,15-19,-0.098823529,-9.882352941
1066,Ohio,2004,39.84,15-19,-0.212156863,-21.21568627
1067,Ohio,2005,38.3,15-19,-0.325490196,-32.54901961
1068,Ohio,2006,38.9,15-19,-1.433333333,-143.3333333
1069,Ohio,2007,39.9,15-19,-1.133333333,-113.3333333
1070,Ohio,2008,39.5,15-19,-0.57254902,-57.25490196
1071,Ohio,2009,37.9,15-19,0.003921569,0.392156863
1072,Ohio,2010,34.3,15-19,-0.050980392,-5.098039216
1073,Ohio,2011,31.4,15-19,-0.082352941,-8.235294118
1074,Ohio,2012,29.7,15-19,0.005882353,0.588235294
1075,Ohio,2013,27.2,15-19,0.423529412,42.35294118
1076,Ohio,2014,25.1,15-19,0.521568627,52.15686275
1077,Ohio,2015,23.3,15-19,0.535294118,53.52941176
1078,Ohio,2016,21.7,15-19,0.901960784,90.19607843
1079,Ohio,2017,20.8,15-19,1.549019608,154.9019608
1080,Oklahoma,1988,63.5,15-19,12.06078431,1206.078431
1081,Oklahoma,1989,65.075,15-19,12.14313725,1214.313725
1082,Oklahoma,1990,66.65,15-19,12.2254902,1222.54902
1083,Oklahoma,1991,68.225,15-19,12.30784314,1230.784314
1084,Oklahoma,1992,69.8,15-19,12.39019608,1239.019608
1085,Oklahoma,1993,68.125,15-19,12.36176471,1236.176471
1086,Oklahoma,1994,66.45,15-19,12.33333333,1233.333333
1087,Oklahoma,1995,64.775,15-19,12.30490196,1230.490196
1088,Oklahoma,1996,63.1,15-19,12.27647059,1227.647059
1089,Oklahoma,1997,62.225,15-19,12.66764706,1266.764706
1090,Oklahoma,1998,61.35,15-19,13.05882353,1305.882353
1091,Oklahoma,1999,60.475,15-19,13.45,1345
