YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People"
2020,Colorado,under 19,8103.0,1405688.0,576.4437058579144
2020,Connecticut,0-14,138.0,837963.0,16.46850755940298
2020,Connecticut,15-19,3714.0,837963.0,443.2176599682802
2020,Connecticut,under 19,3852.0,837963.0,459.68616752768315
2020,Delaware,0-14,46.0,229327.0,20.058693481360677
2020,Delaware,15-19,1524.0,229327.0,664.5532362085581
2020,Delaware,under 19,1570.0,229327.0,684.6119296899188
2020,District of Columbia,0-14,66.0,147288.0,44.810167834446794
2020,District of Columbia,15-19,1801.0,147288.0,1222.7744283308891
2020,District of Columbia,under 19,1867.0,147288.0,1267.5845961653358
2020,Florida,0-14,826.0,4696991.0,17.585726691833134
2020,Florida,15-19,31889.0,4696991.0,678.9240175252625
2020,Florida,under 19,32715.0,4696991.0,696.5097442170957
2020,Georgia,0-14,543.0,2804940.0,19.35870285995422
2020,Georgia,15-19,20711.0,2804940.0,738.3758654374069
2020,Georgia,under 19,21254.0,2804940.0,757.7345682973611
2020,Hawaii,0-14,38.0,332002.0,11.445714182444684
2020,Hawaii,15-19,1299.0,332002.0,391.2627032367275
2020,Hawaii,under 19,1337.0,332002.0,402.7084174191722
2020,Idaho,0-14,46.0,491963.0,9.350296668651911
2020,Idaho,15-19,1922.0,491963.0,390.6797868945429
2020,Idaho,under 19,1968.0,491963.0,400.0300835631948
2020,Illinois,0-14,632.0,3185189.0,19.841836701056042
2020,Illinois,15-19,23037.0,3185189.0,723.2537849402344
2020,Illinois,under 19,23669.0,3185189.0,743.0956216412904
2020,Indiana,0-14,309.0,1757799.0,17.578801671863506
2020,Indiana,15-19,11903.0,1757799.0,677.153644984438
2020,Indiana,under 19,12212.0,1757799.0,694.7324466563015
2020,Iowa,0-14,136.0,818198.0,16.621893478106767
2020,Iowa,15-19,5091.0,818198.0,622.2210271841291
2020,Iowa,under 19,5227.0,818198.0,638.8429206622359
2020,Kansas,0-14,136.0,786862.0,17.28384392688934
2020,Kansas,15-19,5279.0,786862.0,670.8927359562414
2020,Kansas,under 19,5415.0,786862.0,688.1765798831308
2020,Kentucky,0-14,232.0,1125883.0,20.606048763503846
2020,Kentucky,15-19,6125.0,1125883.0,544.0174511916425
2020,Kentucky,under 19,6357.0,1125883.0,564.6234999551464
2020,Louisiana,0-14,484.0,1213692.0,39.87832168293109
2020,Louisiana,15-19,14029.0,1213692.0,1155.8945762186781
2020,Louisiana,under 19,14513.0,1213692.0,1195.7728979016092
2020,Maine,0-14,19.0,283323.0,6.70612692933507
2020,Maine,15-19,430.0,283323.0,151.77024103232
2020,Maine,under 19,449.0,283323.0,158.47636796165506
2020,Maryland,0-14,298.0,1494818.0,19.935537302868976
2020,Maryland,15-19,10935.0,1494818.0,731.5271825733969
2020,Maryland,under 19,11233.0,1494818.0,751.4627198762659
2020,Massachusetts,0-14,124.0,1569281.0,7.901707852194732
2020,Massachusetts,15-19,6096.0,1569281.0,388.45815376596033
2020,Massachusetts,under 19,6220.0,1569281.0,396.3598616181551
2020,Michigan,0-14,446.0,2427988.0,18.36911879300886
2020,Michigan,15-19,16341.0,2427988.0,673.0263905752416
2020,Michigan,under 19,16787.0,2427988.0,691.3955093682506
2020,Minnesota,0-14,212.0,1440287.0,14.71928858623316
2020,Minnesota,15-19,7269.0,1440287.0,504.69107893079644
2020,Minnesota,under 19,7481.0,1440287.0,519.4103675170296
2020,Mississippi,0-14,474.0,793589.0,59.72865047272581
2020,Mississippi,15-19,10575.0,793589.0,1332.5537526351802
2020,Mississippi,under 19,11049.0,793589.0,1392.282403107906
2020,Missouri,0-14,378.0,1538996.0,24.561467346243916
2020,Missouri,15-19,12038.0,1538996.0,782.1982643229742
2020,Missouri,under 19,12416.0,1538996.0,806.759731669218
2020,Montana,0-14,40.0,254709.0,15.704195768504452
2020,Montana,15-19,1309.0,254709.0,513.9198065243081
2020,Montana,under 19,1349.0,254709.0,529.6240022928126
2020,Nebraska,0-14,87.0,528367.0,16.46582772958947
2020,Nebraska,15-19,2850.0,528367.0,539.3978049348275
2020,Nebraska,under 19,2937.0,528367.0,555.863632664417
2020,Nevada,0-14,79.0,753880.0,10.47912134557224
2020,Nevada,15-19,3555.0,753880.0,471.5604605507508
2020,Nevada,under 19,3634.0,753880.0,482.03958189632306
2020,New Hampshire,0-14,15.0,295162.0,5.081954994206571
2020,New Hampshire,15-19,669.0,295162.0,226.65519274161306
2020,New Hampshire,under 19,684.0,295162.0,231.73714773581963
2020,New Jersey,0-14,221.0,2166430.0,10.20111427555933
2020,New Jersey,15-19,9549.0,2166430.0,440.7712227027875
2020,New Jersey,under 19,9770.0,2166430.0,450.9723369783469
2020,New Mexico,0-14,98.0,539036.0,18.180603892875432
2020,New Mexico,15-19,3458.0,539036.0,641.5155945057473
2020,New Mexico,under 19,3556.0,539036.0,659.6961983986226
2020,New York,0-14,879.0,4570918.0,19.230272781091237
2020,New York,15-19,27607.0,4570918.0,603.9705809642614
2020,New York,under 19,28486.0,4570918.0,623.2008537453527
2020,North Carolina,0-14,571.0,2591493.0,22.03363080664312
2020,North Carolina,15-19,22190.0,2591493.0,856.263165673224
2020,North Carolina,under 19,22761.0,2591493.0,878.2967964798671
2020,North Dakota,0-14,9.0,199589.0,4.509266542745341
2020,North Dakota,15-19,1034.0,199589.0,518.0646227998537
2020,North Dakota,under 19,1043.0,199589.0,522.573889342599
2020,Ohio,0-14,724.0,2903720.0,24.933533536291375
2020,Ohio,15-19,22100.0,2903720.0,761.092667337071
2020,Ohio,under 19,22824.0,2903720.0,786.0262008733624
2020,Oklahoma,0-14,202.0,1062437.0,19.012892058540885
2020,Oklahoma,15-19,7629.0,1062437.0,718.0661065079623
2020,Oklahoma,under 19,7831.0,1062437.0,737.0789985665032
2020,Oregon,0-14,128.0,965716.0,13.254414341276318
2020,Oregon,15-19,4034.0,965716.0,417.72115197428644
2020,Oregon,under 19,4162.0,965716.0,430.9755663155628
2020,Pennsylvania,0-14,647.0,2993035.0,21.61685379556203
2020,Pennsylvania,15-19,17534.0,2993035.0,585.8267611304244
2020,Pennsylvania,under 19,18181.0,2993035.0,607.4436149259865
2020,Rhode Island,0-14,22.0,240788.0,9.136667940262804
2020,Rhode Island,15-19,1286.0,240788.0,534.0797714171803
2020,Rhode Island,under 19,1308.0,240788.0,543.216439357443
2020,South Carolina,0-14,395.0,1248209.0,31.645341445222716
2020,South Carolina,15-19,12684.0,1248209.0,1016.1759769397594
2020,South Carolina,under 19,13079.0,1248209.0,1047.8213183849819
2020,South Dakota,0-14,56.0,239882.0,23.34481119883943
2020,South Dakota,15-19,1352.0,239882.0,563.6104418005519
2020,South Dakota,under 19,1408.0,239882.0,586.9552529993913
2020,Tennessee,0-14,392.0,1676526.0,23.3816833141866
2020,Tennessee,15-19,13587.0,1676526.0,810.4258448720748
2020,Tennessee,under 19,13979.0,1676526.0,833.8075281862614
2020,Texas,0-14,1403.0,8184708.0,17.141723321100766
2020,Texas,15-19,45387.0,8184708.0,554.5341385422669
2020,Texas,under 19,46790.0,8184708.0,571.6758618633676
2020,Utah,0-14,50.0,1022625.0,4.889377826671556
2020,Utah,15-19,2792.0,1022625.0,273.0228578413397
2020,Utah,under 19,2842.0,1022625.0,277.91223566801125
2020,Vermont,0-14,4.0,136559.0,2.929136856596782
2020,Vermont,15-19,297.0,136559.0,217.4884116023111
2020,Vermont,under 19,301.0,136559.0,220.41754845890785
2020,Virginia,0-14,74.0,2104366.0,3.5164985558595796
2020,Virginia,15-19,6978.0,2104366.0,331.5963097674074
2020,Virginia,under 19,7052.0,2104366.0,335.11280832326696
2020,Washington,0-14,203.0,1830822.0,11.087915701253316
2020,Washington,15-19,7584.0,1830822.0,414.24016097687274
2020,Washington,under 19,7787.0,1830822.0,425.32807667812597
2020,West Virginia,0-14,38.0,410076.0,9.266574976345847
2020,West Virginia,15-19,1579.0,410076.0,385.0505759907919
2020,West Virginia,under 19,1617.0,410076.0,394.31715096713776
2020,Wisconsin,0-14,285.0,1428309.0,19.95366548835021
2020,Wisconsin,15-19,8891.0,1428309.0,622.4843503751639
2020,Wisconsin,under 19,9176.0,1428309.0,642.4380158635141
2020,Wyoming,0-14,18.0,149548.0,12.036269291464949
2020,Wyoming,15-19,569.0,149548.0,380.4798459357531
2020,Wyoming,under 19,587.0,149548.0,392.516115227218
2021,Alabama,0-14,364.0,1256972.0,28.95848117539611
2021,Alabama,15-19,10695.0,1256972.0,850.8542751946742
2021,Alabama,under 19,11059.0,1256972.0,879.8127563700704
2021,Alaska,0-14,44.0,200789.0,21.913551041142693
2021,Alaska,15-19,1257.0,200789.0,626.0303104253719
2021,Alaska,under 19,1301.0,200789.0,647.9438614665146
2021,Arizona,0-14,214.0,1809340.0,11.827517216222489
2021,Arizona,15-19,10835.0,1809340.0,598.8371450363115
2021,Arizona,under 19,11049.0,1809340.0,610.6646622525341
2021,Arkansas,0-14,228.0,787006.0,28.97055422703258
2021,Arkansas,15-19,6983.0,787006.0,887.2867551200371
2021,Arkansas,under 19,7211.0,787006.0,916.2573093470698
2021,California,0-14,802.0,10031434.0,7.994868929008554
2021,California,15-19,37161.0,10031434.0,370.4455414848964
2021,California,under 19,37963.0,10031434.0,378.44041041390494
2021,Colorado,0-14,188.0,1412149.0,13.313042745489323
2021,Colorado,15-19,7299.0,1412149.0,516.8718031879073
2021,Colorado,under 19,7487.0,1412149.0,530.1848459333966
2021,Connecticut,0-14,131.0,848823.0,15.433135058781394
2021,Connecticut,15-19,4281.0,848823.0,504.3454289056729
2021,Connecticut,under 19,4412.0,848823.0,519.7785639644543
2021,Delaware,0-14,61.0,233391.0,26.136397718849487
2021,Delaware,15-19,1632.0,233391.0,699.2557553633173
2021,Delaware,under 19,1693.0,233391.0,725.3921530821668
2021,District of Columbia,0-14,64.0,146117.0,43.80051602482942
2021,District of Columbia,15-19,1729.0,146117.0,1183.2983157332822
2021,District of Columbia,under 19,1793.0,146117.0,1227.0988317581116
2021,Florida,0-14,889.0,4745993.0,18.73159104954432
2021,Florida,15-19,31303.0,4745993.0,659.5669230864858
2021,Florida,under 19,32192.0,4745993.0,678.2985141360301
2021,Georgia,0-14,603.0,2837193.0,21.25340080847514
2021,Georgia,15-19,23083.0,2837193.0,813.5858223250938
2021,Georgia,under 19,23686.0,2837193.0,834.839223133569
2021,Hawaii,0-14,35.0,342269.0,10.225874969687585
2021,Hawaii,15-19,1128.0,342269.0,329.56534188021703
2021,Hawaii,under 19,1163.0,342269.0,339.79121684990463
2021,Idaho,0-14,48.0,508120.0,9.446587420294419
2021,Idaho,15-19,1780.0,508120.0,350.3109501692513
2021,Idaho,under 19,1828.0,508120.0,359.7575375895458
2021,Illinois,0-14,612.0,3223474.0,18.985727820357788
2021,Illinois,15-19,21077.0,3223474.0,653.85977985242
2021,Illinois,under 19,21689.0,3223474.0,672.8455076727779
2021,Indiana,0-14,295.0,1785231.0,16.524472183151648
2021,Indiana,15-19,11615.0,1785231.0,650.6160827366318
2021,Indiana,under 19,11910.0,1785231.0,667.1405549197834
2021,Iowa,0-14,141.0,834199.0,16.902441743516835
2021,Iowa,15-19,5108.0,834199.0,612.3239179140709
2021,Iowa,under 19,5249.0,834199.0,629.2263596575876
2021,Kansas,0-14,123.0,798325.0,15.40725894842326
2021,Kansas,15-19,5107.0,798325.0,639.7144020292487
2021,Kansas,under 19,5230.0,798325.0,655.121660977672
2021,Kentucky,0-14,205.0,1141971.0,17.951419081570375
2021,Kentucky,15-19,5899.0,1141971.0,516.5630300594323
2021,Kentucky,under 19,6104.0,1141971.0,534.5144491410027
2021,Louisiana,0-14,549.0,1217742.0,45.08344132008258
2021,Louisiana,15-19,14529.0,1217742.0,1193.1098705637155
2021,Louisiana,under 19,15078.0,1217742.0,1238.193311883798
2021,Maine,0-14,6.0,287371.0,2.0878933504076613
2021,Maine,15-19,310.0,287371.0,107.8744897710625
2021,Maine,under 19,316.0,287371.0,109.96238312147015
2021,Maryland,0-14,0.0,1531707.0,0.0
2021,Maryland,15-19,0.0,1531707.0,0.0
2021,Maryland,under 19,0.0,1531707.0,0.0
2021,Massachusetts,0-14,119.0,1602329.0,7.426689525060085
2021,Massachusetts,15-19,6325.0,1602329.0,394.7379096302944
2021,Massachusetts,under 19,6444.0,1602329.0,402.1645991553545
2021,Michigan,0-14,449.0,2456656.0,18.27687718589823
2021,Michigan,15-19,15457.0,2456656.0,629.1886206290177
2021,Michigan,under 19,15906.0,2456656.0,647.4654978149159
2021,Minnesota,0-14,235.0,1468162.0,16.00640801219484
2021,Minnesota,15-19,6846.0,1468162.0,466.2973159637696
2021,Minnesota,under 19,7081.0,1468162.0,482.3037239759645
2021,Mississippi,0-14,455.0,793584.0,57.33482529889716
2021,Mississippi,15-19,9992.0,793584.0,1259.097965684792
2021,Mississippi,under 19,10447.0,793584.0,1316.432790983689
2021,Missouri,0-14,379.0,1553073.0,24.40323152871758
2021,Missouri,15-19,11197.0,1553073.0,720.9577399130627
2021,Missouri,under 19,11576.0,1553073.0,745.3609714417803
2021,Montana,0-14,52.0,259711.0,20.02225550708287
2021,Montana,15-19,1355.0,259711.0,521.7337733095634
2021,Montana,under 19,1407.0,259711.0,541.7560288166462
2021,Nebraska,0-14,59.0,541212.0,10.90145820861326
2021,Nebraska,15-19,2827.0,541212.0,522.3461416228761
2021,Nebraska,under 19,2886.0,541212.0,533.2475998314893
2021,Nevada,0-14,71.0,761823.0,9.319750125685362
2021,Nevada,15-19,3173.0,761823.0,416.5009457577416
2021,Nevada,under 19,3244.0,761823.0,425.82069588342705
2021,New Hampshire,0-14,12.0,299597.0,4.005380561220573
2021,New Hampshire,15-19,666.0,299597.0,222.2986211477418
2021,New Hampshire,under 19,678.0,299597.0,226.30400170896235
2021,New Jersey,0-14,256.0,2263261.0,11.311112593730904
2021,New Jersey,15-19,9097.0,2263261.0,401.9421533795704
2021,New Jersey,under 19,9353.0,2263261.0,413.2532659733013
2021,New Mexico,0-14,73.0,542550.0,13.454981107732005
2021,New Mexico,15-19,3213.0,542550.0,592.2034835499032
2021,New Mexico,under 19,3286.0,542550.0,605.6584646576352
2021,New York,0-14,778.0,4735976.0,16.427448112068134
2021,New York,15-19,25645.0,4735976.0,541.4934535141225
2021,New York,under 19,26423.0,4735976.0,557.9209016261907
2021,North Carolina,0-14,566.0,2595659.0,21.80563779756894
2021,North Carolina,15-19,20834.0,2595659.0,802.6478054320694
2021,North Carolina,under 19,21400.0,2595659.0,824.4534432296384
2021,North Dakota,0-14,24.0,207052.0,11.591291076637752
2021,North Dakota,15-19,1071.0,207052.0,517.2613642949598
2021,North Dakota,under 19,1095.0,207052.0,528.8526553715975
2021,Ohio,0-14,656.0,2943864.0,22.283638102847142
2021,Ohio,15-19,20605.0,2943864.0,699.9304315688497
2021,Ohio,under 19,21261.0,2943864.0,722.2140696716968
2021,Oklahoma,0-14,151.0,1068894.0,14.12675157686356
2021,Oklahoma,15-19,7067.0,1068894.0,661.1506847264556
2021,Oklahoma,under 19,7218.0,1068894.0,675.2774363033192
2021,Oregon,0-14,100.0,973744.0,10.269639658883648
2021,Oregon,15-19,3673.0,973744.0,377.2038646707964
2021,Oregon,under 19,3773.0,973744.0,387.4735043296801
2021,Pennsylvania,0-14,686.0,3054899.0,22.455734215762945
2021,Pennsylvania,15-19,17644.0,3054899.0,577.5641027739379
2021,Pennsylvania,under 19,18330.0,3054899.0,600.0198369897008
2021,Rhode Island,0-14,21.0,248907.0,8.436886065880028
2021,Rhode Island,15-19,1290.0,248907.0,518.2658583326303
2021,Rhode Island,under 19,1311.0,248907.0,526.7027443985103
2021,South Carolina,0-14,376.0,1248743.0,30.110278896458276
2021,South Carolina,15-19,12633.0,1248743.0,1011.6573226036102
2021,South Carolina,under 19,13009.0,1248743.0,1041.7676015000686
2021,South Dakota,0-14,59.0,243431.0,24.23684740234399
2021,South Dakota,15-19,1639.0,243431.0,673.2914049566407
2021,South Dakota,under 19,1698.0,243431.0,697.5282523589847
2021,Tennessee,0-14,390.0,1707314.0,22.842898260074012
2021,Tennessee,15-19,13046.0,1707314.0,764.1242325664757
2021,Tennessee,under 19,13436.0,1707314.0,786.9671308265498
2021,Texas,0-14,1444.0,8261232.0,17.47923312164578
2021,Texas,15-19,46843.0,8261232.0,567.0219647626407
2021,Texas,under 19,48287.0,8261232.0,584.5011978842865
2021,Utah,0-14,72.0,1044736.0,6.891693212447929
2021,Utah,15-19,2746.0,1044736.0,262.84152168586127
2021,Utah,under 19,2818.0,1044736.0,269.73321489830926
2021,Vermont,0-14,4.0,140476.0,2.8474614880833737
2021,Vermont,15-19,216.0,140476.0,153.76292035650218
2021,Vermont,under 19,220.0,140476.0,156.61038184458556
2021,Virginia,0-14,76.0,2129278.0,3.5692849876812707
2021,Virginia,15-19,5841.0,2129278.0,274.3183370137671
2021,Virginia,under 19,5917.0,2129278.0,277.88762200144834
2021,Washington,0-14,179.0,1860600.0,9.62055250994303
2021,Washington,15-19,6768.0,1860600.0,363.75362786198
2021,Washington,under 19,6947.0,1860600.0,373.37418037192305
2021,West Virginia,0-14,38.0,412201.0,9.218803447832489
2021,West Virginia,15-19,1520.0,412201.0,368.7521379132996
2021,West Virginia,under 19,1558.0,412201.0,377.9709413611321
2021,Wisconsin,0-14,366.0,1450652.0,25.230034494834047
2021,Wisconsin,15-19,9254.0,1450652.0,637.9200525005308
2021,Wisconsin,under 19,9620.0,1450652.0,663.1500869953649
2021,Wyoming,0-14,22.0,149507.0,14.715030065481884
2021,Wyoming,15-19,632.0,149507.0,422.72268188111593
2021,Wyoming,under 19,654.0,149507.0,437.43771194659786
