YEAR,STATE,AGE,STD,Population,"STD Rate per 100,000 People"
2010,Alabama,0-14,480.0,1274341.0,37.66652724820123
2010,Alabama,15-19,12536.0,1274341.0,983.7241366321888
2010,Alabama,under 19,13016.0,1274341.0,1021.3906638803899
2010,Alaska,0-14,46.0,206185.0,22.31006135266872
2010,Alaska,15-19,1860.0,206185.0,902.1024807818221
2010,Alaska,under 19,1906.0,206185.0,924.4125421344909
2010,Arizona,0-14,325.0,1796293.0,18.092816706405916
2010,Arizona,15-19,9051.0,1796293.0,503.8710277220921
2010,Arizona,under 19,9376.0,1796293.0,521.963844428498
2010,Arkansas,0-14,288.0,790993.0,36.40993030279661
2010,Arkansas,15-19,7290.0,790993.0,921.6263607895393
2010,Arkansas,under 19,7578.0,790993.0,958.0362910923358
2010,California,0-14,1342.0,10440856.0,12.853352253876501
2010,California,15-19,46213.0,10440856.0,442.6169655055103
2010,California,under 19,47555.0,10440856.0,455.4703177593868
2010,Colorado,0-14,251.0,1340977.0,18.71769612752493
2010,Colorado,15-19,6664.0,1340977.0,496.95110356106034
2010,Colorado,under 19,6915.0,1340977.0,515.6687996885853
2010,Connecticut,0-14,134.0,926273.0,14.46657734814682
2010,Connecticut,15-19,4491.0,926273.0,484.8462602278162
2010,Connecticut,under 19,4625.0,926273.0,499.31283757596304
2010,Delaware,0-14,54.0,232339.0,23.241900843164515
2010,Delaware,15-19,1926.0,232339.0,828.9611300728677
2010,Delaware,under 19,1980.0,232339.0,852.2030309160323
2010,District of Columbia,0-14,150.0,128887.0,116.38101592868172
2010,District of Columbia,15-19,3112.0,128887.0,2414.5181438003833
2010,District of Columbia,under 19,3262.0,128887.0,2530.899159729065
2010,Florida,0-14,938.0,4514927.0,20.775529704024006
2010,Florida,15-19,30399.0,4514927.0,673.2999226787056
2010,Florida,under 19,31337.0,4514927.0,694.0754523827295
2010,Georgia,0-14,787.0,2755353.0,28.562583451194822
2010,Georgia,15-19,21297.0,2755353.0,772.9318167218502
2010,Georgia,under 19,22084.0,2755353.0,801.494400173045
2010,Hawaii,0-14,41.0,334346.0,12.262745778325446
2010,Hawaii,15-19,1497.0,334346.0,447.7397665891023
2010,Hawaii,under 19,1538.0,334346.0,460.0025123674277
2010,Idaho,0-14,35.0,465254.0,7.52277250706066
2010,Idaho,15-19,1307.0,465254.0,280.9218190493795
2010,Idaho,under 19,1342.0,465254.0,288.4445915564401
2010,Illinois,0-14,1059.0,3524822.0,30.04407031050079
2010,Illinois,15-19,27120.0,3524822.0,769.4005541272722
2010,Illinois,under 19,28179.0,3524822.0,799.4446244377731
2010,Indiana,0-14,298.0,1802752.0,16.530282590173247
2010,Indiana,15-19,9839.0,1802752.0,545.7766792104516
2010,Indiana,under 19,10137.0,1802752.0,562.3069618006248
2010,Iowa,0-14,146.0,815908.0,17.89417434318575
2010,Iowa,15-19,4084.0,815908.0,500.54663025733294
2010,Iowa,under 19,4230.0,815908.0,518.4408046005187
2010,Kansas,0-14,96.0,800929.0,11.986081163249178
2010,Kansas,15-19,3652.0,800929.0,455.9705042519374
2010,Kansas,under 19,3748.0,800929.0,467.9565854151867
2010,Kentucky,0-14,247.0,1141601.0,21.636280977329207
2010,Kentucky,15-19,7031.0,1141601.0,615.8894394801687
2010,Kentucky,under 19,7278.0,1141601.0,637.5257204574978
2010,Louisiana,0-14,706.0,1240759.0,56.90065516349267
2010,Louisiana,15-19,13398.0,1240759.0,1079.822914844865
2010,Louisiana,under 19,14104.0,1240759.0,1136.7235700083577
2010,Maine,0-14,14.0,318478.0,4.395908037603853
2010,Maine,15-19,783.0,318478.0,245.85685667455834
2010,Maine,under 19,797.0,318478.0,250.25276471216225
2010,Maryland,0-14,531.0,1524881.0,34.822389419239926
2010,Maryland,15-19,12775.0,1524881.0,837.7702915834088
2010,Maryland,under 19,13306.0,1524881.0,872.5926810026486
2010,Massachusetts,0-14,152.0,1635036.0,9.29643139355953
2010,Massachusetts,15-19,6409.0,1635036.0,391.9791368508094
2010,Massachusetts,under 19,6561.0,1635036.0,401.2755682443689
2010,Michigan,0-14,905.0,2727917.0,33.17549617528685
2010,Michigan,15-19,24452.0,2727917.0,896.361582848745
2010,Michigan,under 19,25357.0,2727917.0,929.5370790240319
2010,Minnesota,0-14,134.0,1431372.0,9.361647426385314
2010,Minnesota,15-19,5388.0,1431372.0,376.42206218928413
2010,Minnesota,under 19,5522.0,1431372.0,385.78370961566947
2010,Mississippi,0-14,490.0,851587.0,57.53962895159273
2010,Mississippi,15-19,10698.0,851587.0,1256.2427561717122
2010,Mississippi,under 19,11188.0,851587.0,1313.7823851233052
2010,Missouri,0-14,403.0,1603432.0,25.133588452768812
2010,Missouri,15-19,11925.0,1603432.0,743.7172265490523
2010,Missouri,under 19,12328.0,1603432.0,768.850815001821
2010,Montana,0-14,38.0,251297.0,15.12154940170396
2010,Montana,15-19,1078.0,251297.0,428.9744803957071
2010,Montana,under 19,1116.0,251297.0,444.09602979741106
2010,Nebraska,0-14,55.0,506535.0,10.858084831255491
2010,Nebraska,15-19,1905.0,506535.0,376.08457460984926
2010,Nebraska,under 19,1960.0,506535.0,386.94265944110475
2010,Nevada,0-14,118.0,724299.0,16.29161437472646
2010,Nevada,15-19,3593.0,724299.0,496.0658512575608
2010,Nevada,under 19,3711.0,724299.0,512.3574656322872
2010,New Hampshire,0-14,14.0,335346.0,4.174792602267509
2010,New Hampshire,15-19,778.0,335346.0,231.99918889743728
2010,New Hampshire,under 19,792.0,335346.0,236.1739814997048
2010,New Jersey,0-14,401.0,2305800.0,17.3909272269928
2010,New Jersey,15-19,10648.0,2305800.0,461.7920027756094
2010,New Jersey,under 19,11049.0,2305800.0,479.1829300026021
2010,New Mexico,0-14,120.0,573245.0,20.933457771110085
2010,New Mexico,15-19,3714.0,573245.0,647.8905180158571
2010,New Mexico,under 19,3834.0,573245.0,668.8239757869671
2010,New York,0-14,1690.0,4949029.0,34.14811269038836
2010,New York,15-19,37849.0,4949029.0,764.776282377816
2010,New York,under 19,39539.0,4949029.0,798.9243950682044
2010,North Carolina,0-14,551.0,2509625.0,21.955471434975344
2010,North Carolina,15-19,18778.0,2509625.0,748.2392787767096
2010,North Carolina,under 19,19329.0,2509625.0,770.194750211685
2010,North Dakota,0-14,23.0,170447.0,13.49393066466409
2010,North Dakota,15-19,670.0,170447.0,393.0840671880409
2010,North Dakota,under 19,693.0,170447.0,406.577997852705
2010,Ohio,0-14,1048.0,3102541.0,33.77876392286194
2010,Ohio,15-19,25325.0,3102541.0,816.2664087275558
2010,Ohio,under 19,26373.0,3102541.0,850.0451726504178
2010,Oklahoma,0-14,187.0,1023740.0,18.26635669212886
2010,Oklahoma,15-19,6221.0,1023740.0,607.6738234317306
2010,Oklahoma,under 19,6408.0,1023740.0,625.9401801238596
2010,Oregon,0-14,115.0,966791.0,11.895021778233351
2010,Oregon,15-19,4055.0,966791.0,419.4288113977064
2010,Oregon,under 19,4170.0,966791.0,431.3238331759398
2010,Pennsylvania,0-14,972.0,3210285.0,30.277685626042544
2010,Pennsylvania,15-19,22371.0,3210285.0,696.8540176339484
2010,Pennsylvania,under 19,23343.0,3210285.0,727.1317032599909
2010,Rhode Island,0-14,33.0,267674.0,12.328429358099779
2010,Rhode Island,15-19,1204.0,267674.0,449.8008771864283
2010,Rhode Island,under 19,1237.0,267674.0,462.12930654452805
2010,South Carolina,0-14,406.0,1209682.0,33.562539576516805
2010,South Carolina,15-19,12173.0,1209682.0,1006.2975228200469
2010,South Carolina,under 19,12579.0,1209682.0,1039.8600623965638
2010,South Dakota,0-14,27.0,223513.0,12.079834282569694
2010,South Dakota,15-19,1055.0,223513.0,472.00833955966766
2010,South Dakota,under 19,1082.0,223513.0,484.0881738422374
2010,Tennessee,0-14,410.0,1662976.0,24.65459513546798
2010,Tennessee,15-19,12599.0,1662976.0,757.617668565271
2010,Tennessee,under 19,13009.0,1662976.0,782.2722637007389
2010,Texas,0-14,1768.0,7410591.0,23.857746298507095
2010,Texas,15-19,49788.0,7410591.0,671.8492492704023
2010,Texas,under 19,51556.0,7410591.0,695.7069955689094
2010,Utah,0-14,54.0,923645.0,5.846402026752703
2010,Utah,15-19,2019.0,923645.0,218.59047577803162
2010,Utah,under 19,2073.0,923645.0,224.43687780478433
2010,Vermont,0-14,7.0,153610.0,4.556994987305514
2010,Vermont,15-19,359.0,153610.0,233.70874292038278
2010,Vermont,under 19,366.0,153610.0,238.2657379076883
2010,Virginia,0-14,308.0,2076626.0,14.831751119363814
2010,Virginia,15-19,11960.0,2076626.0,575.9342317778936
2010,Virginia,under 19,12268.0,2076626.0,590.7659828972573
2010,Washington,0-14,236.0,1745436.0,13.52097699371389
2010,Washington,15-19,6659.0,1745436.0,381.5092618692407
2010,Washington,under 19,6895.0,1745436.0,395.0302388629546
2010,West Virginia,0-14,42.0,441113.0,9.52136980773634
2010,West Virginia,15-19,1530.0,441113.0,346.84990013896663
2010,West Virginia,under 19,1572.0,441113.0,356.371269946703
2010,Wisconsin,0-14,357.0,1506888.0,23.69120996384602
2010,Wisconsin,15-19,9332.0,1506888.0,619.2895556935885
2010,Wisconsin,under 19,9689.0,1506888.0,642.9807656574344
2010,Wyoming,0-14,16.0,147263.0,10.864915151803237
2010,Wyoming,15-19,652.0,147263.0,442.74529243598187
2010,Wyoming,under 19,668.0,147263.0,453.6102075877851
2011,Alabama,0-14,614.0,1274184.0,48.187702874938005
2011,Alabama,15-19,13503.0,1274184.0,1059.7370552447685
2011,Alabama,under 19,14117.0,1274184.0,1107.9247581197064
2011,Alaska,0-14,53.0,206788.0,25.630113933110238
2011,Alaska,15-19,1784.0,206788.0,862.7193067295974
2011,Alaska,under 19,1837.0,206788.0,888.3494206627078
2011,Arizona,0-14,281.0,1808301.0,15.539448355113446
2011,Arizona,15-19,9900.0,1808301.0,547.4752267459897
2011,Arizona,under 19,10181.0,1808301.0,563.0146751011032
2011,Arkansas,0-14,280.0,792733.0,35.32084573242189
2011,Arkansas,15-19,7457.0,792733.0,940.6698093809644
2011,Arkansas,under 19,7737.0,792733.0,975.9906551133863
2011,California,0-14,1380.0,10428927.0,13.23242554099765
2011,California,15-19,48011.0,10428927.0,460.36375554263634
2011,California,under 19,49391.0,10428927.0,473.596181083634
2011,Colorado,0-14,224.0,1351518.0,16.57395609973378
2011,Colorado,15-19,6990.0,1351518.0,517.1962193622282
2011,Colorado,under 19,7214.0,1351518.0,533.770175461962
2011,Connecticut,0-14,146.0,920953.0,15.853143428600589
2011,Connecticut,15-19,4791.0,920953.0,520.22198744127
2011,Connecticut,under 19,4937.0,920953.0,536.0751308698707
2011,Delaware,0-14,58.0,232773.0,24.91697920291443
2011,Delaware,15-19,1786.0,232773.0,767.2711182138822
2011,Delaware,under 19,1844.0,232773.0,792.1880974167966
2011,District of Columbia,0-14,197.0,127777.0,154.1748514990961
2011,District of Columbia,15-19,3414.0,127777.0,2671.8423503447416
2011,District of Columbia,under 19,3611.0,127777.0,2826.017201843837
2011,Florida,0-14,907.0,4511036.0,20.10624610399917
2011,Florida,15-19,29075.0,4511036.0,644.5304360240086
2011,Florida,under 19,29982.0,4511036.0,664.6366821280078
2011,Georgia,0-14,921.0,2772817.0,33.21531857313339
2011,Georgia,15-19,23542.0,2772817.0,849.0282625936006
2011,Georgia,under 19,24463.0,2772817.0,882.2435811667341
2011,Hawaii,0-14,52.0,335875.0,15.481950130256791
2011,Hawaii,15-19,1504.0,335875.0,447.78563453665794
2011,Hawaii,under 19,1556.0,335875.0,463.26758466691484
2011,Idaho,0-14,40.0,470101.0,8.508809808955947
2011,Idaho,15-19,1427.0,470101.0,303.55178993450346
2011,Idaho,under 19,1467.0,470101.0,312.0605997434594
2011,Illinois,0-14,1091.0,3506242.0,31.115935522990142
2011,Illinois,15-19,28718.0,3506242.0,819.0535621899458
2011,Illinois,under 19,29809.0,3506242.0,850.1694977129359
2011,Indiana,0-14,348.0,1803049.0,19.300640193361357
2011,Indiana,15-19,11299.0,1803049.0,626.6607285769827
2011,Indiana,under 19,11647.0,1803049.0,645.961368770344
2011,Iowa,0-14,135.0,819119.0,16.48112179060674
2011,Iowa,15-19,3972.0,819119.0,484.91122779474046
2011,Iowa,under 19,4107.0,819119.0,501.3923495853472
2011,Kansas,0-14,103.0,803514.0,12.81869388710091
2011,Kansas,15-19,3933.0,803514.0,489.47498114531925
2011,Kansas,under 19,4036.0,803514.0,502.2936750324201
2011,Kentucky,0-14,231.0,1143722.0,20.197215756975908
2011,Kentucky,15-19,6953.0,1143722.0,607.9274509015303
2011,Kentucky,under 19,7184.0,1143722.0,628.1246666585062
2011,Louisiana,0-14,789.0,1247310.0,63.25612718570363
2011,Louisiana,15-19,14500.0,1247310.0,1162.5017036662898
2011,Louisiana,under 19,15289.0,1247310.0,1225.7578308519935
2011,Maine,0-14,30.0,314414.0,9.541559854204966
2011,Maine,15-19,957.0,314414.0,304.3757593491384
2011,Maine,under 19,987.0,314414.0,313.91731920334337
2011,Maryland,0-14,567.0,1519537.0,37.31399761901158
2011,Maryland,15-19,11539.0,1519537.0,759.3760467826713
2011,Maryland,under 19,12106.0,1519537.0,796.6900444016829
2011,Massachusetts,0-14,126.0,1629585.0,7.732029934001601
2011,Massachusetts,15-19,6350.0,1629585.0,389.6697625469061
2011,Massachusetts,under 19,6476.0,1629585.0,397.4017924809077
2011,Michigan,0-14,846.0,2681980.0,31.543859387467467
2011,Michigan,15-19,23443.0,2681980.0,874.0930208278958
2011,Michigan,under 19,24289.0,2681980.0,905.6368802153632
2011,Minnesota,0-14,183.0,1429907.0,12.798035116969144
2011,Minnesota,15-19,5691.0,1429907.0,397.99791175230274
2011,Minnesota,under 19,5874.0,1429907.0,410.79594686927186
2011,Mississippi,0-14,433.0,850580.0,50.906440311316985
2011,Mississippi,15-19,9964.0,850580.0,1171.435961344024
2011,Mississippi,under 19,10397.0,850580.0,1222.342401655341
2011,Missouri,0-14,387.0,1600083.0,24.186245338523065
2011,Missouri,15-19,12109.0,1600083.0,756.7732423880511
2011,Missouri,under 19,12496.0,1600083.0,780.9594877265743
2011,Montana,0-14,32.0,252279.0,12.684369289556406
2011,Montana,15-19,1143.0,252279.0,453.0698155613428
2011,Montana,under 19,1175.0,252279.0,465.75418485089915
2011,Nebraska,0-14,89.0,509755.0,17.45936773548077
2011,Nebraska,15-19,2369.0,509755.0,464.7330580376848
2011,Nebraska,under 19,2458.0,509755.0,482.19242577316555
2011,Nevada,0-14,126.0,730292.0,17.253372623553318
2011,Nevada,15-19,3702.0,730292.0,506.9205194634475
2011,Nevada,under 19,3828.0,730292.0,524.1738920870008
2011,New Hampshire,0-14,23.0,330521.0,6.958710641683886
2011,New Hampshire,15-19,959.0,330521.0,290.1479784945586
2011,New Hampshire,under 19,982.0,330521.0,297.1066891362425
2011,New Jersey,0-14,316.0,2294820.0,13.770143192058638
2011,New Jersey,15-19,10388.0,2294820.0,452.67166923767445
2011,New Jersey,under 19,10704.0,2294820.0,466.44181242973303
2011,New Mexico,0-14,113.0,576284.0,19.608387531147834
2011,New Mexico,15-19,3662.0,576284.0,635.4505764518883
2011,New Mexico,under 19,3775.0,576284.0,655.0589639830362
2011,New York,0-14,1798.0,4916543.0,36.57041136424516
2011,New York,15-19,38776.0,4916543.0,788.684244193532
2011,New York,under 19,40574.0,4916543.0,825.254655557777
2011,North Carolina,0-14,631.0,2538364.0,24.858530927794437
2011,North Carolina,15-19,23467.0,2538364.0,924.4930987045199
2011,North Carolina,under 19,24098.0,2538364.0,949.3516296323144
2011,North Dakota,0-14,17.0,170922.0,9.946057265887363
2011,North Dakota,15-19,714.0,170922.0,417.73440516726924
2011,North Dakota,under 19,731.0,170922.0,427.68046243315666
2011,Ohio,0-14,1052.0,3078530.0,34.17215359278617
2011,Ohio,15-19,24697.0,3078530.0,802.2335335371102
2011,Ohio,under 19,25749.0,3078530.0,836.4056871298964
2011,Oklahoma,0-14,177.0,1032236.0,17.147241522287537
2011,Oklahoma,15-19,5850.0,1032236.0,566.7308638722153
2011,Oklahoma,under 19,6027.0,1032236.0,583.8781053945029
2011,Oregon,0-14,138.0,968639.0,14.246793697135878
2011,Oregon,15-19,4493.0,968639.0,463.84669624080794
2011,Oregon,under 19,4631.0,968639.0,478.09348993794384
2011,Pennsylvania,0-14,1145.0,3193630.0,35.852619119935625
2011,Pennsylvania,15-19,23948.0,3193630.0,749.867705401064
2011,Pennsylvania,under 19,25093.0,3193630.0,785.7203245209996
2011,Rhode Island,0-14,36.0,264420.0,13.614703880190605
2011,Rhode Island,15-19,1423.0,264420.0,538.1589894864231
2011,Rhode Island,under 19,1459.0,264420.0,551.7736933666137
2011,South Carolina,0-14,426.0,1216633.0,35.014667529156284
2011,South Carolina,15-19,12566.0,1216633.0,1032.8504980548776
2011,South Carolina,under 19,12992.0,1216633.0,1067.865165584034
2011,South Dakota,0-14,44.0,224789.0,19.573911534817096
2011,South Dakota,15-19,1147.0,224789.0,510.2562847826184
2011,South Dakota,under 19,1191.0,224789.0,529.8301963174355
2011,Tennessee,0-14,428.0,1667543.0,25.666504551906606
2011,Tennessee,15-19,13137.0,1667543.0,787.8057717252269
2011,Tennessee,under 19,13565.0,1667543.0,813.4722762771335
2011,Texas,0-14,1758.0,7522427.0,23.370117117786585
2011,Texas,15-19,49857.0,7522427.0,662.7781166902649
2011,Texas,under 19,51615.0,7522427.0,686.1482338080516
2011,Utah,0-14,58.0,942404.0,6.154473028552511
2011,Utah,15-19,2082.0,942404.0,220.924359404247
2011,Utah,under 19,2140.0,942404.0,227.07883243279952
2011,Vermont,0-14,7.0,151611.0,4.6170792356755115
2011,Vermont,15-19,458.0,151611.0,302.0888985627692
2011,Vermont,under 19,465.0,151611.0,306.7059777984447
2011,Virginia,0-14,347.0,2078758.0,16.69265975164016
2011,Virginia,15-19,12819.0,2078758.0,616.6662978567009
2011,Virginia,under 19,13166.0,2078758.0,633.3589576083411
2011,Washington,0-14,212.0,1754796.0,12.081176387454724
2011,Washington,15-19,6881.0,1754796.0,392.1253524626224
2011,Washington,under 19,7093.0,1754796.0,404.2065288500772
2011,West Virginia,0-14,44.0,440702.0,9.984070868750312
2011,West Virginia,15-19,1578.0,440702.0,358.0650870656362
2011,West Virginia,under 19,1622.0,440702.0,368.0491579343865
2011,Wisconsin,0-14,372.0,1503399.0,24.743930254044333
2011,Wisconsin,15-19,9514.0,1503399.0,632.8326678413382
2011,Wisconsin,under 19,9886.0,1503399.0,657.5765980953825
2011,Wyoming,0-14,17.0,149336.0,11.383725290619811
2011,Wyoming,15-19,674.0,149336.0,451.33122622810305
2011,Wyoming,under 19,691.0,149336.0,462.71495151872284
2012,Alabama,0-14,500.0,1270094.0,39.367164949995825
2012,Alabama,15-19,13336.0,1270094.0,1050.0010235462887
2012,Alabama,under 19,13836.0,1270094.0,1089.3681884962846
2012,Alaska,0-14,39.0,207094.0,18.832027967975893
2012,Alaska,15-19,1415.0,207094.0,683.2646044791254
2012,Alaska,under 19,1454.0,207094.0,702.0966324471013
2012,Arizona,0-14,268.0,1810148.0,14.805419225389306
2012,Arizona,15-19,9880.0,1810148.0,545.8117236822624
2012,Arizona,under 19,10148.0,1810148.0,560.6171429076518
2012,Arkansas,0-14,301.0,794184.0,37.9005369032869
2012,Arkansas,15-19,7277.0,794184.0,916.2864021435839
2012,Arkansas,under 19,7578.0,794184.0,954.1869390468707
2012,California,0-14,1199.0,10413563.0,11.513830568845648
2012,California,15-19,44774.0,10413563.0,429.95850699707677
2012,California,under 19,45973.0,10413563.0,441.4723375659225
2012,Colorado,0-14,192.0,1360853.0,14.108797937764034
2012,Colorado,15-19,6711.0,1360853.0,493.1465779184086
2012,Colorado,under 19,6903.0,1360853.0,507.2553758561725
2012,Connecticut,0-14,167.0,915254.0,18.246301026818784
2012,Connecticut,15-19,4219.0,915254.0,460.9649343242423
2012,Connecticut,under 19,4386.0,915254.0,479.211235351061
2012,Delaware,0-14,52.0,233054.0,22.312425446463052
2012,Delaware,15-19,1480.0,233054.0,635.0459550147176
2012,Delaware,under 19,1532.0,233054.0,657.3583804611807
2012,District of Columbia,0-14,184.0,128942.0,142.69981852305688
2012,District of Columbia,15-19,3076.0,128942.0,2385.568705309364
2012,District of Columbia,under 19,3260.0,128942.0,2528.2685238324207
2012,Florida,0-14,833.0,4503397.0,18.497147819745848
2012,Florida,15-19,27061.0,4503397.0,600.9019413567137
2012,Florida,under 19,27894.0,4503397.0,619.3990891764595
2012,Georgia,0-14,880.0,2782051.0,31.631339612393877
2012,Georgia,15-19,21002.0,2782051.0,754.9106756130639
2012,Georgia,under 19,21882.0,2782051.0,786.5420152254578
2012,Hawaii,0-14,52.0,336917.0,15.434068331369446
2012,Hawaii,15-19,1521.0,336917.0,451.4464986925563
2012,Hawaii,under 19,1573.0,336917.0,466.8805670239258
2012,Idaho,0-14,25.0,471490.0,5.302339392139812
2012,Idaho,15-19,1380.0,471490.0,292.68913444611763
2012,Idaho,under 19,1405.0,471490.0,297.99147383825743
2012,Illinois,0-14,1099.0,3482073.0,31.561658816457896
2012,Illinois,15-19,28919.0,3482073.0,830.5110203031355
2012,Illinois,under 19,30018.0,3482073.0,862.0726791195934
2012,Indiana,0-14,387.0,1799200.0,21.509559804357494
2012,Indiana,15-19,11642.0,1799200.0,647.0653623832815
2012,Indiana,under 19,12029.0,1799200.0,668.5749221876389
2012,Iowa,0-14,123.0,818315.0,15.030886639008205
2012,Iowa,15-19,3970.0,818315.0,485.14325168180955
2012,Iowa,under 19,4093.0,818315.0,500.17413832081775
2012,Kansas,0-14,96.0,806659.0,11.900939554384195
2012,Kansas,15-19,3969.0,806659.0,492.02946970157154
2012,Kansas,under 19,4065.0,806659.0,503.9304092559558
2012,Kentucky,0-14,256.0,1142710.0,22.402884371362813
2012,Kentucky,15-19,6654.0,1142710.0,582.2999711212818
2012,Kentucky,under 19,6910.0,1142710.0,604.7028554926447
2012,Louisiana,0-14,547.0,1247436.0,43.84994500719877
2012,Louisiana,15-19,12359.0,1247436.0,990.7522309761785
2012,Louisiana,under 19,12906.0,1247436.0,1034.602175983377
2012,Maine,0-14,27.0,310633.0,8.69192906098193
2012,Maine,15-19,1051.0,310633.0,338.3413867811855
2012,Maine,under 19,1078.0,310633.0,347.03331584216744
2012,Maryland,0-14,510.0,1514914.0,33.665277368880346
2012,Maryland,15-19,10272.0,1514914.0,678.0582924179195
2012,Maryland,under 19,10782.0,1514914.0,711.7235697867998
2012,Massachusetts,0-14,128.0,1624254.0,7.880540851369305
2012,Massachusetts,15-19,6126.0,1624254.0,377.1577598085029
2012,Massachusetts,under 19,6254.0,1624254.0,385.03830065987216
2012,Michigan,0-14,839.0,2639857.0,31.782024556633182
2012,Michigan,15-19,20425.0,2639857.0,773.7161520491451
2012,Michigan,under 19,21264.0,2639857.0,805.4981766057782
2012,Minnesota,0-14,234.0,1430109.0,16.362389160546503
2012,Minnesota,15-19,6155.0,1430109.0,430.3867747143749
2012,Minnesota,under 19,6389.0,1430109.0,446.74916387492146
2012,Mississippi,0-14,448.0,846739.0,52.90886565990228
2012,Mississippi,15-19,10388.0,846739.0,1226.8243224889843
2012,Mississippi,under 19,10836.0,846739.0,1279.7331881488865
2012,Missouri,0-14,423.0,1592773.0,26.557456712287312
2012,Missouri,15-19,11340.0,1592773.0,711.9658607974897
2012,Missouri,under 19,11763.0,1592773.0,738.5233175097769
2012,Montana,0-14,46.0,250965.0,18.329249098479867
2012,Montana,15-19,1176.0,250965.0,468.59123782200703
2012,Montana,under 19,1222.0,250965.0,486.9204869204869
2012,Nebraska,0-14,79.0,512037.0,15.42857254456221
2012,Nebraska,15-19,2204.0,512037.0,430.43764415462164
2012,Nebraska,under 19,2283.0,512037.0,445.86621669918384
2012,Nevada,0-14,136.0,732142.0,18.575631503178347
2012,Nevada,15-19,3680.0,732142.0,502.6347347918846
2012,Nevada,under 19,3816.0,732142.0,521.2103662950631
2012,New Hampshire,0-14,9.0,325792.0,2.762498772222768
2012,New Hampshire,15-19,940.0,325792.0,288.5276495432669
2012,New Hampshire,under 19,949.0,325792.0,291.29014831548966
2012,New Jersey,0-14,222.0,2283612.0,9.721441295631656
2012,New Jersey,15-19,7811.0,2283612.0,342.0458466674724
2012,New Jersey,under 19,8033.0,2283612.0,351.7672879631041
2012,New Mexico,0-14,123.0,576636.0,21.33061411358292
2012,New Mexico,15-19,3652.0,576636.0,633.3284775837791
2012,New Mexico,under 19,3775.0,576636.0,654.6590916973619
2012,New York,0-14,1612.0,4886122.0,32.9913989048984
2012,New York,15-19,35351.0,4886122.0,723.4981034038856
2012,New York,under 19,36963.0,4886122.0,756.4895023087839
2012,North Carolina,0-14,604.0,2553980.0,23.649362955074043
2012,North Carolina,15-19,19761.0,2553980.0,773.7335452900962
2012,North Carolina,under 19,20365.0,2553980.0,797.3829082451704
2012,North Dakota,0-14,26.0,172636.0,15.060589911721772
2012,North Dakota,15-19,865.0,172636.0,501.0542412938205
2012,North Dakota,under 19,891.0,172636.0,516.1148312055423
2012,Ohio,0-14,959.0,3051259.0,31.429649203820453
2012,Ohio,15-19,23124.0,3051259.0,757.8511034297646
2012,Ohio,under 19,24083.0,3051259.0,789.2807526335849
2012,Oklahoma,0-14,212.0,1037401.0,20.435684947286536
2012,Oklahoma,15-19,6385.0,1037401.0,615.4804169265308
2012,Oklahoma,under 19,6597.0,1037401.0,635.9161018738174
2012,Oregon,0-14,121.0,967636.0,12.504702181398791
2012,Oregon,15-19,4292.0,967636.0,443.5552211782117
2012,Oregon,under 19,4413.0,967636.0,456.0599233596105
2012,Pennsylvania,0-14,1037.0,3172710.0,32.68499169479719
2012,Pennsylvania,15-19,23267.0,3172710.0,733.347831979601
2012,Pennsylvania,under 19,24304.0,3172710.0,766.0328236743982
2012,Rhode Island,0-14,42.0,260847.0,16.101392770474646
2012,Rhode Island,15-19,1528.0,260847.0,585.784003649649
2012,Rhode Island,under 19,1570.0,260847.0,601.8853964201237
2012,South Carolina,0-14,364.0,1219620.0,29.845361670028367
2012,South Carolina,15-19,10693.0,1219620.0,876.7484954330038
2012,South Carolina,under 19,11057.0,1219620.0,906.5938571030321
2012,South Dakota,0-14,53.0,226535.0,23.395943231730197
2012,South Dakota,15-19,1358.0,226535.0,599.4658662016907
2012,South Dakota,under 19,1411.0,226535.0,622.8618094334208
2012,Tennessee,0-14,475.0,1669908.0,28.4446807848097
2012,Tennessee,15-19,13377.0,1669908.0,801.0620944387356
2012,Tennessee,under 19,13852.0,1669908.0,829.5067752235452
2012,Texas,0-14,1806.0,7604983.0,23.747587601445
2012,Texas,15-19,48092.0,7604983.0,632.374852119985
2012,Texas,under 19,49898.0,7604983.0,656.12243972143
2012,Utah,0-14,70.0,956605.0,7.3175448591633945
2012,Utah,15-19,2207.0,956605.0,230.71173577390874
2012,Utah,under 19,2277.0,956605.0,238.02928063307218
2012,Vermont,0-14,6.0,149737.0,4.007025651642547
2012,Vermont,15-19,497.0,149737.0,331.9152914777243
2012,Vermont,under 19,503.0,149737.0,335.92231712936683
2012,Virginia,0-14,325.0,2084014.0,15.594904832693063
2012,Virginia,15-19,11823.0,2084014.0,567.3186456520925
2012,Virginia,under 19,12148.0,2084014.0,582.9135504847857
2012,Washington,0-14,200.0,1761074.0,11.356706191789783
2012,Washington,15-19,6853.0,1761074.0,389.1375376616769
2012,Washington,under 19,7053.0,1761074.0,400.4942438534667
2012,West Virginia,0-14,43.0,438718.0,9.801284652099982
2012,West Virginia,15-19,1808.0,438718.0,412.10982909294813
2012,West Virginia,under 19,1851.0,438718.0,421.9111137450481
2012,Wisconsin,0-14,307.0,1498356.0,20.489122745195402
2012,Wisconsin,15-19,8530.0,1498356.0,569.2906091743217
2012,Wisconsin,under 19,8837.0,1498356.0,589.7797319195171
